TechSpecID,mobile_wt,m_dep,battery_power,touch_screen,clock_speed,n_cores,wifi,blue,dual_sim,four_g,three_g,talk_time
40438,87,0.1,657,True,0.8,1,False,True,True,False,False,10
40439,118,0.9,1688,True,0.8,1,True,True,False,False,True,18
40440,125,0.6,1086,False,0.5,7,True,False,False,False,True,6
40441,196,0.9,876,False,1.1,2,True,True,False,True,True,18
40442,189,0.6,1065,False,0.5,6,True,False,False,False,False,19
40443,164,0.1,1235,True,1.5,8,True,False,False,False,True,20
40444,92,0.2,1959,True,2.7,3,False,True,False,True,True,8
40445,187,0.8,650,True,1.5,4,True,True,False,False,True,19
40446,88,0.3,1465,True,2.9,1,True,True,False,False,True,10
40447,113,0.1,1030,False,0.9,1,False,False,False,True,True,12
40448,94,0.5,853,False,1.9,6,False,True,True,True,True,20
40449,196,0.9,744,True,2.2,4,True,True,False,True,True,18
40450,168,0.4,583,True,1.1,2,False,True,True,False,True,14
40451,88,0.3,690,False,0.5,1,False,False,False,False,True,19
40452,190,0.1,683,False,1.9,1,False,True,True,True,True,3
40453,178,0.3,590,False,2.3,3,True,False,True,False,True,14
40454,87,0.7,1266,False,1.0,7,True,True,False,True,True,16
40455,83,0.9,815,True,1.8,7,False,True,False,False,False,5
40456,179,0.5,1893,False,1.5,1,False,True,True,True,True,10
40457,112,0.4,1202,False,2.5,2,False,False,True,False,False,4
40458,180,0.7,1577,True,1.5,8,False,True,False,True,True,16
40459,129,0.8,1234,True,2.9,1,False,False,False,True,True,19
40460,173,0.4,717,False,1.8,5,True,False,False,True,True,6
40461,193,0.6,1074,True,1.5,4,False,True,False,False,False,15
40462,183,0.2,1439,True,1.2,1,False,True,False,True,True,2
40463,168,0.4,983,True,1.6,8,False,True,False,True,True,4
40464,153,0.6,1988,False,2.5,4,False,False,False,True,True,11
40465,149,0.7,1692,True,1.3,3,True,False,True,True,True,3
40466,181,0.9,718,False,0.5,4,True,True,True,False,False,12
40467,93,0.6,1519,False,0.5,8,False,False,False,True,True,9
40468,110,0.5,776,False,3.0,2,True,False,True,False,False,3
40469,167,0.5,881,True,2.8,1,True,True,False,False,True,5
40470,152,0.8,1018,True,0.6,7,False,False,True,True,True,13
40471,82,0.1,1031,True,0.5,8,False,True,True,True,True,4
40472,151,0.6,875,True,1.0,7,True,False,False,False,True,9
40473,128,0.2,1341,True,1.0,5,True,False,False,True,True,3
40474,106,0.3,560,False,2.4,1,False,True,False,True,True,6
40475,189,0.7,1719,False,2.1,7,True,False,False,True,True,13
40476,139,1.0,1703,True,1.6,8,True,False,False,True,True,17
40477,168,0.8,1408,False,1.8,1,True,True,False,False,True,8
40478,87,0.2,701,False,0.8,4,False,True,False,False,True,5
40479,172,0.3,1560,False,0.5,2,False,True,False,False,False,3
40480,93,0.8,695,True,1.0,5,True,True,False,False,True,4
40481,191,0.8,1487,False,0.6,4,True,False,False,True,True,13
40482,115,0.2,1546,False,2.7,7,True,True,False,False,False,15
40483,120,0.4,511,False,0.7,4,False,True,False,True,True,6
40484,186,0.6,507,False,1.1,1,False,False,False,False,False,7
40485,130,0.6,1490,False,1.1,2,True,True,False,False,True,8
40486,187,1.0,1859,False,0.5,1,False,False,False,True,True,10
40487,155,0.6,1257,False,1.8,5,False,False,False,True,True,12
40488,118,0.7,926,False,2.7,5,True,False,True,True,True,18
40489,98,0.6,1303,False,0.5,4,False,False,False,False,False,12
40490,143,0.6,657,False,1.6,5,True,False,True,False,False,14
40491,197,0.2,1812,True,0.9,3,False,False,True,False,True,13
40492,121,0.4,1943,True,0.5,1,True,False,True,True,True,11
40493,167,0.9,1082,True,0.9,7,False,True,False,True,True,12
40494,168,0.6,721,False,2.6,4,False,True,False,False,False,17
40495,122,0.7,654,True,1.5,1,True,True,True,False,True,16
40496,122,0.4,1948,False,0.7,2,True,True,False,False,True,5
40497,122,0.1,1242,False,1.8,1,True,False,True,True,True,3
40498,156,0.3,1453,False,0.5,1,True,True,False,False,True,11
40499,164,0.2,1948,True,2.7,7,True,True,False,True,True,18
40500,142,1.0,1232,False,0.9,6,True,False,False,False,True,13
40501,155,0.3,795,True,0.5,3,False,False,True,True,True,17
40502,106,0.2,1915,False,0.5,4,True,False,False,False,False,20
40503,180,0.6,532,True,0.5,7,True,False,False,False,False,2
40504,95,0.1,1899,False,0.5,5,True,True,False,True,True,15
40505,88,0.6,1767,True,2.0,5,False,False,False,False,False,7
40506,119,0.8,1667,False,2.5,3,False,True,False,False,False,12
40507,140,0.3,1346,False,2.6,4,True,False,True,False,True,14
40508,166,0.9,958,False,2.4,7,True,True,False,False,True,18
40509,88,0.9,1391,True,1.5,3,False,False,True,True,True,12
40510,103,0.7,1176,False,2.3,2,True,True,False,False,True,11
40511,113,0.4,1863,False,1.0,2,False,False,True,True,True,13
40512,154,0.7,1911,True,1.1,7,False,False,True,True,True,4
40513,123,0.5,1789,True,1.8,6,False,True,True,True,True,9
40514,85,0.1,972,False,1.6,1,False,True,False,False,True,10
40515,191,0.4,1256,True,0.5,1,False,False,False,False,True,19
40516,107,0.7,1846,False,1.3,6,True,False,True,False,True,10
40517,112,0.4,1900,False,1.4,8,False,False,False,False,True,6
40518,118,0.7,769,False,0.6,4,False,True,True,True,True,19
40519,177,0.2,756,True,1.0,1,False,False,False,False,True,3
40520,152,0.7,1728,True,2.3,1,False,False,True,True,True,20
40521,163,0.2,1970,False,2.9,2,False,False,False,True,True,16
40522,173,0.3,1021,True,2.1,6,True,False,True,True,True,2
40523,98,0.9,888,True,2.5,5,False,False,True,False,False,11
40524,189,0.2,1419,False,0.5,7,False,False,False,False,False,6
40525,153,0.1,1959,False,0.5,3,False,True,False,False,True,18
40526,103,0.4,1394,False,0.6,6,False,False,False,False,True,16
40527,134,0.9,1715,False,2.5,7,False,True,True,True,True,15
40528,116,0.3,588,True,2.9,6,False,False,True,False,False,14
40529,105,0.7,1607,False,0.5,2,False,True,True,True,True,15
40530,192,0.4,1171,False,2.8,1,True,True,False,True,True,5
40531,85,0.2,1138,True,1.5,4,False,False,True,False,True,20
40532,113,0.6,1096,False,1.2,4,False,False,True,False,True,14
40533,83,0.5,906,True,3.0,8,False,False,False,True,True,12
40534,166,0.7,740,True,3.0,3,True,False,True,True,True,20
40535,150,0.1,1435,False,0.5,4,True,True,True,True,True,4
40536,89,0.2,1745,True,1.2,3,True,True,False,True,True,20
40537,171,0.8,1995,True,2.6,2,False,False,True,True,True,19
40538,159,0.5,1813,False,1.8,2,True,False,True,True,True,14
40539,118,0.1,1719,True,1.9,3,True,True,True,False,False,5
40540,182,0.6,812,False,0.5,7,False,False,True,True,True,14
40541,154,0.3,987,True,2.9,7,True,True,False,True,True,6
40542,106,0.5,977,False,0.7,3,True,True,False,False,True,19
40543,99,0.1,1289,True,0.7,2,True,True,False,False,False,19
40544,158,0.9,1125,True,0.5,1,True,True,False,False,False,9
40545,104,0.8,1733,True,1.9,3,False,True,True,False,True,12
40546,198,0.9,1333,True,1.2,1,True,True,True,False,False,9
40547,131,0.9,964,True,3.0,6,True,True,True,True,True,18
40548,195,0.4,1613,False,1.3,2,True,False,False,True,True,5
40549,171,0.6,1123,True,1.2,4,False,True,False,False,False,12
40550,136,0.3,1913,False,2.8,4,True,True,False,True,True,4
40551,184,0.6,1302,False,0.5,7,True,False,False,True,True,16
40552,104,0.1,797,True,1.4,1,False,False,True,True,True,13
40553,174,0.1,1074,True,1.5,2,False,True,True,False,False,3
40554,165,0.3,1411,True,2.6,5,False,True,False,False,True,4
40555,187,0.5,1502,True,2.2,5,True,True,True,True,True,16
40556,170,0.1,983,False,1.5,4,True,True,False,False,True,8
40557,120,0.3,1457,False,0.5,7,False,False,True,False,True,10
40558,162,0.6,1315,True,0.9,6,False,True,False,True,True,20
40559,187,0.2,1514,False,0.7,5,False,False,False,False,False,5
40560,169,0.8,1604,True,0.5,5,True,True,True,True,True,19
40561,109,0.9,1919,True,0.6,8,False,False,True,True,True,8
40562,80,1.0,1152,False,3.0,3,True,True,False,False,False,8
40563,173,0.1,664,True,2.9,5,False,True,False,True,True,5
40564,174,0.1,1848,False,0.5,6,False,False,False,False,False,17
40565,178,0.8,1319,True,2.0,1,True,False,True,True,True,17
40566,171,0.3,1189,False,2.5,7,False,True,False,True,True,15
40567,98,0.8,1130,False,1.3,6,True,True,True,True,True,5
40568,199,0.7,654,True,1.3,4,True,True,True,False,True,9
40569,163,0.1,727,True,0.5,8,True,True,True,True,True,19
40570,88,0.3,1688,True,0.9,6,False,False,True,True,True,20
40571,136,0.6,1275,False,0.5,8,False,False,False,False,True,11
40572,143,0.4,1108,False,2.2,5,True,True,True,True,True,10
40573,93,0.7,839,False,2.7,2,False,True,False,False,False,4
40574,97,0.4,1464,False,0.5,5,False,False,True,True,True,6
40575,156,0.8,750,True,1.3,1,False,True,False,False,True,7
40576,183,0.6,1749,True,1.1,3,True,False,False,False,True,9
40577,197,0.1,1229,True,0.5,5,True,True,False,False,True,15
40578,130,0.6,1506,False,2.9,7,False,True,True,True,True,3
40579,148,0.5,1887,True,2.1,4,False,False,False,False,True,11
40580,193,0.6,652,False,0.5,1,True,False,False,False,True,13
40581,99,0.5,1422,False,2.8,6,True,True,False,False,True,15
40582,150,0.3,709,True,1.9,4,False,False,True,False,True,7
40583,84,0.8,583,True,0.5,8,False,False,True,True,True,13
40584,128,0.4,941,False,1.3,3,True,False,True,False,True,11
40585,119,0.6,763,False,1.2,1,True,False,True,True,True,17
40586,138,0.6,1581,False,1.4,2,False,True,False,True,True,3
40587,83,0.3,1045,True,1.5,2,True,False,True,False,True,4
40588,169,0.5,1308,False,0.5,5,True,True,True,False,True,16
40589,82,1.0,702,False,1.2,5,False,True,True,False,False,2
40590,175,0.2,868,False,2.8,7,False,True,False,True,True,5
40591,107,0.9,877,False,2.3,4,True,True,True,False,False,18
40592,184,0.3,1275,True,0.5,2,True,False,True,False,True,19
40593,182,0.7,1439,False,0.5,8,True,True,True,False,False,13
40594,131,0.5,510,False,1.3,1,True,False,True,True,True,17
40595,150,0.2,1038,False,1.8,6,False,True,False,True,True,20
40596,139,0.7,529,True,1.4,2,True,True,True,True,True,3
40597,157,0.7,1203,False,1.7,3,True,True,False,True,True,11
40598,133,0.2,768,False,2.5,4,True,True,False,False,True,16
40599,82,0.2,1780,False,1.5,1,True,True,True,False,False,13
40600,184,0.5,1021,True,0.9,8,True,True,True,True,True,14
40601,199,0.1,1334,False,1.2,2,False,False,True,False,True,17
40602,133,0.6,1153,False,0.5,3,True,True,False,True,True,8
40603,172,0.3,1138,True,1.8,4,True,True,True,True,True,4
40604,178,0.9,1263,True,2.3,7,False,False,False,False,False,4
40605,173,0.7,825,True,2.5,3,False,False,False,False,False,19
40606,172,0.1,1894,True,0.5,3,False,True,True,False,True,16
40607,147,0.1,1383,True,1.7,6,False,False,False,True,True,19
40608,167,0.5,837,True,1.1,4,True,True,True,False,False,14
40609,94,0.2,640,True,2.3,1,False,False,False,False,False,10
40610,90,0.2,1194,True,2.2,5,False,True,True,False,True,13
40611,127,0.6,520,False,0.6,3,False,False,True,True,True,18
40612,196,0.5,942,True,2.5,5,True,True,False,False,True,18
40613,169,0.1,558,True,2.2,4,False,True,False,True,True,4
40614,111,0.5,1733,False,1.6,6,False,False,True,False,True,9
40615,183,0.1,1210,False,1.3,8,True,False,False,True,True,10
40616,141,0.5,880,True,0.5,4,True,False,True,True,True,20
40617,171,0.4,1938,True,1.4,2,False,True,True,False,True,3
40618,118,1.0,657,False,1.3,2,True,False,True,False,False,7
40619,98,0.2,1273,False,0.5,1,False,False,True,True,True,14
40620,147,0.2,1842,False,0.5,3,False,True,False,True,True,19
40621,99,0.6,1567,True,1.3,4,True,True,False,False,True,12
40622,128,1.0,914,False,1.7,2,True,True,True,False,True,13
40623,119,0.1,1568,True,1.8,8,False,False,True,False,False,2
40624,175,0.2,873,False,0.5,6,False,True,False,True,True,15
40625,108,0.8,1371,False,0.5,4,False,False,False,True,True,9
40626,100,0.9,1739,True,1.0,1,False,False,False,False,False,9
40627,119,0.2,630,True,2.2,8,False,False,False,False,True,12
40628,112,0.3,1507,False,3.0,6,True,False,False,True,True,18
40629,131,0.6,735,False,0.5,2,False,True,True,True,True,3
40630,117,0.3,941,False,2.5,8,True,False,False,True,True,10
40631,116,0.7,1216,False,1.7,3,False,False,True,False,True,17
40632,148,0.6,621,True,1.9,8,False,True,True,False,False,10
40633,138,0.2,934,True,2.4,6,False,True,True,False,False,16
40634,159,0.9,1962,False,0.7,7,True,True,True,True,True,15
40635,85,0.8,574,False,0.5,6,True,True,True,False,False,6
40636,158,0.6,1078,False,2.5,2,False,True,False,False,True,2
40637,174,0.9,761,True,1.3,8,False,False,False,True,True,4
40638,155,0.1,1758,True,2.1,3,True,True,False,False,False,9
40639,154,0.6,1745,True,2.0,2,True,True,False,False,False,16
40640,170,0.2,1657,False,1.9,3,True,True,False,True,True,13
40641,88,0.5,968,False,0.9,5,True,True,False,True,True,10
40642,105,1.0,1329,True,2.8,4,False,False,True,False,False,5
40643,147,0.7,1923,True,0.5,2,False,False,False,True,True,3
40644,200,0.4,613,True,2.5,8,True,False,False,False,True,13
40645,141,0.5,1268,True,2.7,1,False,False,False,False,False,16
40646,83,0.6,519,True,2.9,3,True,True,False,False,True,16
40647,87,0.5,1157,True,2.8,8,True,True,True,False,True,4
40648,186,0.1,519,False,0.6,7,True,False,True,True,True,12
40649,113,0.2,1308,True,2.2,5,False,True,True,False,False,11
40650,144,0.5,1403,False,0.5,8,True,True,False,True,True,3
40651,122,0.6,936,False,2.7,1,False,False,False,True,True,10
40652,183,0.5,1878,True,0.8,7,True,False,True,False,False,18
40653,92,1.0,1141,False,2.9,2,False,True,True,True,True,11
40654,127,0.3,794,False,2.7,2,True,True,False,True,True,3
40655,85,0.9,1260,False,1.9,2,True,False,True,False,True,18
40656,191,0.6,1281,True,3.0,2,False,False,True,True,True,4
40657,168,0.2,1208,True,2.7,2,True,False,False,False,True,19
40658,176,0.7,1023,False,2.8,4,False,True,True,False,False,6
40659,118,0.1,1515,True,2.2,3,True,False,False,False,True,10
40660,128,0.6,1333,True,1.8,5,True,True,True,False,True,13
40661,197,1.0,529,True,2.3,2,False,True,False,True,True,4
40662,81,0.9,1887,False,1.7,8,False,False,False,True,True,14
40663,92,0.3,876,False,2.7,7,True,False,False,True,True,14
40664,131,0.8,687,True,2.0,7,True,True,True,True,True,6
40665,94,0.2,1153,False,2.8,5,False,True,True,True,True,10
40666,118,0.4,1637,False,1.7,6,False,True,True,True,True,8
40667,162,0.9,1131,True,0.8,5,False,True,False,True,True,19
40668,125,1.0,1764,False,1.2,3,True,True,False,True,True,18
40669,193,0.3,1544,True,1.0,1,True,False,True,True,True,16
40670,172,0.9,844,True,0.7,7,True,True,False,True,True,6
40671,158,0.8,985,True,0.5,8,False,True,True,True,True,16
40672,178,0.1,703,True,1.3,1,True,False,True,True,True,3
40673,114,0.5,1906,False,0.9,4,True,False,True,False,True,19
40674,108,0.9,617,False,2.1,1,False,False,True,False,False,19
40675,153,0.5,617,True,0.6,8,True,True,False,False,False,5
40676,167,0.7,716,True,1.3,1,True,True,True,True,True,5
40677,182,0.8,676,False,1.0,5,False,False,False,True,True,3
40678,118,0.8,1770,False,2.0,2,False,True,False,False,True,19
40679,147,0.6,1857,False,1.9,1,False,False,True,False,False,5
40680,85,0.1,524,True,0.9,7,True,False,True,True,True,4
40681,174,0.1,576,False,0.9,5,True,False,True,False,False,18
40682,153,0.5,553,False,0.5,4,True,True,True,True,True,15
40683,181,1.0,1012,True,2.2,3,False,True,True,True,True,15
40684,195,0.5,823,False,2.5,5,True,False,False,True,True,3
40685,109,0.9,1928,False,0.5,8,False,False,True,False,True,12
40686,183,1.0,804,False,1.5,1,False,False,False,True,True,13
40687,101,0.7,1517,True,1.6,3,False,False,True,True,True,18
40688,176,0.1,1500,False,2.8,8,False,False,True,False,True,10
40689,135,0.7,1425,False,1.2,7,False,True,False,True,True,19
40690,197,0.4,547,True,2.4,8,False,False,True,True,True,3
40691,115,0.5,1886,True,3.0,1,False,False,False,True,True,15
40692,111,0.5,1804,False,0.5,1,False,True,False,True,True,17
40693,172,0.4,685,True,2.2,3,True,False,True,True,True,10
40694,111,0.9,1352,False,0.5,2,False,False,True,True,True,11
40695,180,0.1,1785,False,2.5,4,True,True,False,False,False,18
40696,143,0.5,1300,False,1.9,6,False,False,True,False,False,10
40697,199,0.5,1184,True,2.1,8,True,True,False,True,True,15
40698,198,0.2,1180,False,2.3,2,False,False,True,True,True,19
40699,102,0.6,886,True,0.9,4,False,True,True,True,True,7
40700,98,0.9,1309,True,1.5,6,False,False,False,True,True,9
40701,188,0.3,744,True,0.5,3,False,False,False,False,True,17
40702,172,0.9,1408,False,2.0,6,True,True,True,True,True,16
40703,93,0.8,734,False,2.7,8,True,True,True,True,True,16
40704,128,0.4,500,True,1.4,3,True,False,False,False,True,3
40705,186,0.7,1745,True,2.8,1,False,False,True,False,False,5
40706,171,0.2,1296,False,1.0,3,False,True,True,False,True,18
40707,83,0.6,1256,True,0.5,2,False,False,False,True,True,12
40708,109,0.6,782,True,1.8,5,False,True,True,False,False,13
40709,105,0.7,965,False,0.8,4,False,True,False,False,False,8
40710,196,0.2,652,False,2.9,6,False,True,True,True,True,5
40711,112,0.7,1847,True,2.8,7,False,False,True,False,True,11
40712,120,0.5,1363,False,2.1,4,False,True,True,True,True,3
40713,112,0.4,1946,True,0.5,5,True,False,False,True,True,17
40714,88,0.8,1701,True,1.6,6,False,True,True,True,True,19
40715,83,0.9,1754,True,0.5,6,False,True,True,False,True,7
40716,94,1.0,1938,True,2.9,4,False,False,False,True,True,14
40717,107,0.3,992,False,2.6,7,True,True,True,False,False,7
40718,110,0.8,897,True,2.4,2,False,False,True,True,True,7
40719,112,0.9,1423,True,0.5,3,True,True,True,False,False,16
40720,97,0.4,1343,False,0.5,5,True,False,True,True,True,11
40721,141,0.8,761,True,2.6,3,True,True,False,True,True,6
40722,134,0.1,1742,True,1.4,8,True,False,True,True,True,13
40723,198,0.9,1181,False,0.8,5,False,True,True,True,True,19
40724,197,0.9,1754,True,1.7,3,True,False,True,True,True,2
40725,86,0.8,1315,True,0.5,2,False,True,True,True,True,16
40726,130,0.5,649,True,2.9,1,True,False,False,False,True,11
40727,109,1.0,1967,True,0.6,6,True,True,False,False,True,18
40728,179,0.8,926,False,1.7,2,True,False,False,False,False,14
40729,191,0.2,933,False,1.8,8,False,False,True,False,False,8
40730,200,0.2,913,False,1.7,5,False,False,True,False,False,5
40731,193,0.2,1651,True,0.5,1,True,False,False,True,True,15
40732,117,0.5,1154,True,1.7,5,False,True,False,True,True,19
40733,181,0.2,1181,True,1.6,1,False,True,True,True,True,13
40734,181,0.4,1933,True,0.5,8,True,False,True,False,True,16
40735,170,1.0,1341,False,1.4,5,True,False,False,True,True,19
40736,89,0.3,534,False,1.5,1,True,True,True,True,True,16
40737,95,0.7,1324,True,0.9,6,True,True,True,True,True,19
40738,112,0.9,1803,False,2.6,2,False,True,False,True,True,5
40739,146,0.1,1888,True,2.7,4,True,True,False,True,True,6
40740,162,0.4,1540,False,1.0,5,False,False,False,True,True,3
40741,157,0.9,1590,False,2.4,8,False,True,False,False,True,11
40742,130,0.6,1183,True,0.5,2,True,False,True,False,True,6
40743,145,0.8,1774,False,0.5,4,False,True,True,False,False,3
40744,137,0.7,1159,False,2.1,1,False,False,False,True,True,2
40745,159,0.5,723,False,1.9,1,False,True,True,True,True,16
40746,91,0.4,543,False,0.9,1,True,False,False,True,True,12
40747,148,0.1,1348,False,0.5,1,False,True,True,False,False,11
40748,111,0.8,1836,True,0.6,5,True,False,False,True,True,8
40749,117,0.7,1290,True,1.3,8,True,False,False,False,False,12
40750,185,0.1,645,False,2.9,3,False,True,True,False,True,4
40751,119,0.7,1654,False,2.0,7,False,False,False,False,True,5
40752,95,1.0,1156,True,2.3,2,False,True,True,True,True,2
40753,194,0.4,1341,True,2.6,6,False,True,False,False,False,11
40754,121,0.8,1427,False,0.6,8,False,False,False,True,True,4
40755,143,0.5,1541,True,1.6,8,False,False,False,True,True,11
40756,139,0.1,1693,False,1.4,2,True,True,False,False,False,20
40757,178,0.6,1567,True,3.0,3,True,False,False,False,True,9
40758,173,0.9,1564,True,1.7,4,True,False,False,False,True,4
40759,103,0.4,1787,True,1.1,7,True,False,False,False,True,13
40760,90,0.4,770,False,0.6,2,True,True,False,True,True,18
40761,189,0.5,1748,True,0.8,7,False,True,False,False,False,8
40762,85,0.1,1859,False,0.5,7,True,False,True,True,True,19
40763,163,0.6,975,False,0.9,6,False,True,False,False,False,18
40764,172,0.6,1597,False,0.9,7,False,False,True,True,True,18
40765,108,0.7,1941,True,2.3,4,True,False,True,False,False,14
40766,133,0.6,1061,False,2.6,7,True,False,True,False,False,2
40767,191,0.5,1620,False,2.0,4,True,True,True,True,True,13
40768,129,1.0,1366,True,1.3,3,False,True,False,False,False,2
40769,107,0.1,1324,False,1.7,2,False,False,True,False,True,13
40770,129,0.2,1363,True,2.6,5,False,True,True,True,True,15
40771,148,0.4,1570,True,2.8,5,True,True,False,True,True,7
40772,83,0.4,1524,True,2.1,5,True,False,True,True,True,2
40773,93,0.3,1179,True,2.1,3,False,False,False,False,False,2
40774,90,0.9,1555,True,0.5,2,True,False,True,True,True,6
40775,159,0.5,981,True,0.5,5,True,True,True,False,True,7
40776,194,0.4,1920,True,2.5,1,True,True,False,True,True,4
40777,84,0.1,1470,True,0.5,6,True,False,False,False,False,19
40778,108,0.2,1986,True,0.8,8,False,False,False,True,True,17
40779,94,0.6,1371,False,2.8,4,True,False,True,True,True,8
40780,85,0.1,1852,False,1.6,3,False,False,True,True,True,4
40781,182,0.1,1472,False,1.4,8,True,False,True,False,True,19
40782,101,0.8,1055,True,1.2,6,True,True,True,True,True,3
40783,173,0.3,1371,True,2.1,2,True,True,True,False,True,5
40784,199,0.4,782,False,1.1,7,True,False,False,True,True,20
40785,82,0.5,1452,False,0.9,5,True,True,True,True,True,15
40786,135,0.7,519,True,2.0,1,False,True,True,True,True,9
40787,86,0.9,1989,False,1.8,3,False,False,True,True,True,4
40788,166,0.1,1754,False,1.6,5,False,False,False,False,True,7
40789,144,0.1,1329,True,1.0,7,True,False,False,True,True,10
40790,114,0.4,1093,False,1.1,1,True,False,True,False,False,2
40791,95,0.3,986,True,2.2,7,False,True,True,True,True,12
40792,107,0.4,848,False,1.1,4,False,False,True,True,True,16
40793,152,0.5,1146,False,0.5,7,False,False,True,True,True,19
40794,103,0.2,841,False,0.5,6,False,True,False,False,False,10
40795,119,0.1,1140,False,0.9,3,False,True,True,False,True,2
40796,100,0.5,1091,True,1.8,3,True,True,True,False,True,14
40797,108,0.4,1360,False,0.7,7,False,False,False,True,True,5
40798,154,0.2,1038,True,1.0,4,False,False,False,False,True,16
40799,152,0.4,1111,False,2.5,1,False,False,True,False,False,2
40800,121,0.8,1220,True,0.5,3,True,False,True,False,False,19
40801,188,0.9,1636,False,1.8,5,True,True,False,False,False,9
40802,187,0.8,1800,False,1.6,2,False,True,True,False,False,7
40803,130,0.6,674,True,2.4,1,False,True,False,False,True,20
40804,192,0.5,1591,False,2.4,8,True,True,False,False,True,12
40805,145,0.6,1190,True,0.8,3,False,False,False,False,False,14
40806,99,0.2,572,False,2.8,6,False,False,False,True,True,16
40807,143,1.0,1143,True,2.9,8,True,True,False,False,False,15
40808,185,0.4,1492,False,0.5,1,True,False,False,False,False,18
40809,163,0.8,1825,False,2.3,8,True,True,False,True,True,2
40810,83,0.6,1450,False,2.4,5,True,True,False,True,True,7
40811,121,0.4,1629,False,2.3,1,False,True,False,False,True,14
40812,144,0.7,669,False,0.5,2,True,False,True,False,False,14
40813,163,0.2,575,False,1.1,5,True,True,False,False,True,20
40814,112,0.9,900,True,2.8,4,True,True,False,False,True,14
40815,112,0.7,1057,False,0.5,7,False,True,False,True,True,3
40816,116,0.8,1247,True,0.8,5,True,False,True,False,False,20
40817,153,1.0,1992,True,1.3,5,False,True,True,True,True,20
40818,162,0.7,974,False,2.1,4,True,False,False,True,True,9
40819,116,0.4,1715,False,0.5,8,True,True,True,True,True,11
40820,157,0.6,1570,False,0.5,2,False,False,False,True,True,11
40821,105,0.2,1724,True,2.0,2,False,False,True,False,True,12
40822,180,0.1,1886,False,1.6,5,True,True,False,True,True,17
40823,162,0.7,1177,True,2.4,6,True,False,True,True,True,18
40824,184,0.5,1036,True,1.4,7,True,False,True,True,True,13
40825,83,0.5,1336,False,2.6,5,False,True,False,False,True,9
40826,128,0.8,1004,True,1.9,8,False,False,False,False,False,17
40827,145,0.1,1123,True,2.9,3,True,True,True,False,False,10
40828,198,0.4,1730,True,1.3,2,True,False,True,True,True,11
40829,127,0.5,1890,True,2.1,4,True,False,True,True,True,14
40830,111,0.6,1055,False,3.0,7,False,True,True,False,True,13
40831,110,0.7,805,True,2.4,1,False,True,True,False,True,20
40832,139,0.4,608,False,1.3,3,False,False,True,True,True,8
40833,175,0.5,1130,False,0.6,8,False,False,False,False,True,18
40834,86,0.9,1208,True,0.7,3,True,True,False,False,True,3
40835,151,0.5,535,True,1.3,7,False,False,False,False,False,16
40836,102,0.4,1191,True,1.7,3,False,True,False,False,True,15
40837,100,0.5,922,False,2.7,4,False,False,True,True,True,10
40838,123,0.7,966,False,0.5,3,False,True,False,False,True,20
40839,134,0.5,1351,False,0.7,8,True,True,False,False,False,5
40840,141,0.5,732,False,1.3,4,False,False,True,True,True,4
40841,132,0.8,1005,True,2.0,1,True,False,True,True,True,8
40842,81,0.7,1575,False,2.4,2,True,True,True,False,False,7
40843,155,0.5,1427,True,2.8,1,False,False,True,True,True,8
40844,145,0.9,1306,False,2.9,4,True,True,False,False,False,8
40845,106,0.4,1911,False,1.1,5,False,True,False,False,True,2
40846,83,0.7,1170,False,2.2,1,True,True,False,True,True,11
40847,146,0.2,1278,True,1.5,8,False,False,True,False,False,12
40848,144,0.8,1709,True,0.5,3,False,False,False,True,True,19
40849,198,0.6,1904,False,0.8,6,True,False,True,True,True,19
40850,183,0.7,1741,False,0.5,1,True,True,True,False,False,10
40851,92,0.5,1288,True,0.5,6,False,True,True,False,False,16
40852,196,0.7,1976,True,2.5,3,True,False,True,False,True,4
40853,142,0.5,1270,False,0.5,4,True,False,False,True,True,8
40854,187,0.6,1246,True,1.6,8,True,False,True,False,True,8
40855,144,0.9,1544,False,0.5,5,False,True,True,True,True,5
40856,105,0.1,671,True,0.5,8,True,False,False,False,False,18
40857,156,0.9,582,True,2.3,4,False,True,True,True,True,18
40858,132,0.5,1951,False,2.1,6,True,False,False,False,True,4
40859,146,0.9,822,True,1.1,2,False,False,True,False,True,17
40860,153,0.1,733,False,0.5,4,True,True,True,True,True,12
40861,149,0.3,820,True,0.5,8,False,True,True,True,True,19
40862,174,0.3,1455,False,2.2,4,False,False,True,True,True,10
40863,122,0.3,1723,True,0.6,5,False,True,True,False,False,11
40864,124,1.0,1869,True,1.6,6,False,False,False,True,True,18
40865,127,0.9,1670,True,0.5,2,True,False,False,True,True,6
40866,188,0.5,1734,True,1.4,4,True,False,True,False,False,6
40867,166,0.3,602,True,2.5,4,False,False,False,True,True,10
40868,162,0.6,1060,True,2.5,1,True,False,True,True,True,16
40869,164,0.7,1445,False,1.4,4,False,True,False,True,True,15
40870,199,0.6,1005,True,1.6,7,True,True,True,False,True,5
40871,108,0.3,536,False,0.5,1,True,False,False,True,True,20
40872,85,0.2,1255,True,1.1,3,True,False,False,True,True,8
40873,124,0.8,1252,False,2.6,1,False,True,True,True,True,11
40874,127,0.7,1471,False,2.0,8,True,True,False,True,True,4
40875,119,0.5,914,False,2.3,3,True,True,True,True,True,5
40876,101,0.3,1439,False,2.6,8,False,True,True,True,True,4
