_dataobs_,date,price_range,Camera_pc,Camera_fc,Screen_sc_h,Screen_sc_w,Screen_px_width,Screen_px_height,Memory_ram,Memory_int_memory,TechSpec_mobile_wt,TechSpec_m_dep,TechSpec_battery_power,TechSpec_touch_screen,TechSpec_clock_speed,TechSpec_n_cores,TechSpec_wifi,TechSpec_blue,TechSpec_dual_sim,TechSpec_four_g,TechSpec_three_g,TechSpec_talk_time,Camera_COUNT_Sales_,Camera_MAX_Sales_price_range_,Camera_MEAN_Sales_price_range_,Camera_MIN_Sales_price_range_,Camera_MODE_Sales_date_,Camera_NUM_UNIQUE_Sales_date_,Camera_SUM_Sales_price_range_,Screen_COUNT_Sales_,Screen_MAX_Sales_price_range_,Screen_MEAN_Sales_price_range_,Screen_MIN_Sales_price_range_,Screen_MODE_Sales_date_,Screen_NUM_UNIQUE_Sales_date_,Screen_SUM_Sales_price_range_,Memory_COUNT_Sales_,Memory_MAX_Sales_price_range_,Memory_MEAN_Sales_price_range_,Memory_MIN_Sales_price_range_,Memory_MODE_Sales_date_,Memory_NUM_UNIQUE_Sales_date_,Memory_SUM_Sales_price_range_,TechSpec_COUNT_Sales_,TechSpec_MAX_Sales_price_range_,TechSpec_MEAN_Sales_price_range_,TechSpec_MIN_Sales_price_range_,TechSpec_MODE_Sales_date_,TechSpec_NUM_UNIQUE_Sales_date_,TechSpec_SUM_Sales_price_range_
282,13/02/2022,1,7,2,14,2,1058,3,331,28,198,0.5,786,FALSE,1.8,1,TRUE,FALSE,TRUE,FALSE,TRUE,2,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1
283,13/02/2022,1,14,4,19,3,1461,924,3975,14,120,0.9,1687,TRUE,1.2,2,TRUE,FALSE,TRUE,FALSE,FALSE,10,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1
289,13/02/2022,1,18,9,7,6,853,475,3370,48,128,0.1,1934,FALSE,2.7,4,TRUE,FALSE,FALSE,TRUE,TRUE,2,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1
290,13/02/2022,1,15,0,5,2,1918,1305,2596,62,81,0.3,1650,FALSE,0.6,3,FALSE,TRUE,FALSE,FALSE,FALSE,10,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1
294,13/02/2022,1,2,0,8,0,1757,1028,2363,14,156,0.4,1737,FALSE,2,5,TRUE,TRUE,TRUE,FALSE,TRUE,10,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1,1,1,1,1,22689,1,1
307,13/02/2022,0,18,12,15,14,1251,812,1507,40,172,0.1,1175,TRUE,3,5,FALSE,FALSE,TRUE,TRUE,TRUE,18,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0
308,13/02/2022,0,13,7,16,9,1170,831,1994,33,143,0.3,1773,FALSE,0.5,5,FALSE,FALSE,TRUE,FALSE,TRUE,20,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0
311,13/02/2022,0,14,10,15,9,767,106,3894,27,162,0.3,992,FALSE,1.6,4,TRUE,FALSE,TRUE,FALSE,TRUE,13,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0
314,13/02/2022,0,0,0,7,4,1981,1359,1796,55,93,0.3,1899,FALSE,0.5,4,TRUE,FALSE,TRUE,TRUE,TRUE,11,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0
327,13/02/2022,0,2,1,6,3,1015,388,3939,41,171,0.2,848,TRUE,0.5,2,FALSE,FALSE,TRUE,TRUE,TRUE,3,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0
330,13/02/2022,0,15,1,17,2,611,130,3128,56,153,0.3,1399,TRUE,1.9,1,FALSE,TRUE,TRUE,FALSE,TRUE,19,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0
334,13/02/2022,0,2,0,19,8,912,463,3455,47,93,0.5,530,TRUE,0.5,3,TRUE,TRUE,TRUE,FALSE,TRUE,2,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0
338,13/02/2022,0,6,1,16,13,516,74,3899,13,191,0.6,1709,FALSE,2.2,6,TRUE,FALSE,TRUE,TRUE,TRUE,3,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0
343,13/02/2022,0,14,12,19,4,813,559,3652,17,196,0.1,1297,TRUE,0.5,1,TRUE,FALSE,TRUE,FALSE,FALSE,12,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0
345,13/02/2022,0,16,11,16,0,1726,931,325,23,135,0.6,1967,FALSE,0.5,5,TRUE,FALSE,FALSE,TRUE,TRUE,3,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0
351,13/02/2022,0,18,10,12,7,966,204,3735,4,190,0.8,706,TRUE,0.5,5,TRUE,FALSE,TRUE,TRUE,TRUE,20,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0
364,13/02/2022,0,9,2,16,10,1117,678,682,57,151,0.2,1930,FALSE,1.3,1,TRUE,FALSE,FALSE,FALSE,FALSE,8,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0
367,13/02/2022,0,5,1,15,0,799,163,1471,33,86,0.2,712,FALSE,1.4,4,FALSE,TRUE,FALSE,TRUE,TRUE,10,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0
368,13/02/2022,0,9,8,15,10,1622,1430,1748,37,95,1,1603,TRUE,0.5,8,FALSE,TRUE,TRUE,TRUE,TRUE,5,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0
369,13/02/2022,0,3,0,15,0,1382,633,1853,18,132,0.1,1850,TRUE,2.8,8,FALSE,TRUE,FALSE,FALSE,TRUE,9,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0
371,13/02/2022,0,3,1,9,3,1473,1154,1886,43,167,0.2,1858,TRUE,0.7,5,TRUE,FALSE,TRUE,TRUE,TRUE,7,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0
372,13/02/2022,0,13,0,6,4,679,48,3023,46,116,0.8,1543,TRUE,2.6,8,FALSE,TRUE,TRUE,TRUE,TRUE,4,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0
374,13/02/2022,0,12,6,12,3,1477,493,628,55,100,0.9,546,TRUE,1.8,6,TRUE,FALSE,TRUE,TRUE,TRUE,10,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0
376,13/02/2022,0,10,3,18,15,1327,189,1066,31,97,0.1,1021,TRUE,1.5,7,TRUE,FALSE,TRUE,TRUE,TRUE,17,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0
396,13/02/2022,0,13,11,7,0,1547,1060,1345,52,119,0.8,863,FALSE,2.9,6,FALSE,FALSE,FALSE,TRUE,TRUE,20,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0,1,0,0,0,22689,1,0
397,14/02/2022,0,15,0,10,9,739,564,1208,45,159,0.7,518,TRUE,2.7,6,FALSE,TRUE,FALSE,TRUE,TRUE,9,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
398,14/02/2022,0,0,0,17,6,777,765,3349,2,124,0.1,1488,FALSE,1.8,4,FALSE,FALSE,FALSE,TRUE,TRUE,2,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
399,14/02/2022,0,1,0,9,4,719,7,2804,35,127,0.5,944,TRUE,2.4,3,FALSE,FALSE,FALSE,FALSE,TRUE,10,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
400,14/02/2022,0,9,6,11,8,964,880,1182,48,176,0.5,1283,TRUE,0.5,6,FALSE,FALSE,TRUE,FALSE,TRUE,17,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
401,14/02/2022,0,17,13,19,6,1790,1180,436,40,140,0.8,817,FALSE,1,4,TRUE,TRUE,TRUE,TRUE,TRUE,14,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
407,14/02/2022,0,11,1,13,10,1089,513,507,14,148,0.2,989,TRUE,2.6,4,TRUE,TRUE,TRUE,FALSE,FALSE,13,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
409,14/02/2022,0,1,0,15,1,1864,1376,600,64,105,0.8,861,TRUE,0.5,7,FALSE,FALSE,FALSE,FALSE,FALSE,12,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
411,14/02/2022,0,0,0,14,12,1306,709,2518,4,92,0.7,1187,TRUE,0.6,8,TRUE,FALSE,TRUE,TRUE,TRUE,20,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
415,14/02/2022,0,11,1,6,5,1089,575,834,64,200,0.8,521,TRUE,2.6,4,TRUE,TRUE,TRUE,TRUE,TRUE,12,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
417,14/02/2022,0,3,0,15,13,553,522,1580,25,174,0.3,805,FALSE,1.5,2,FALSE,TRUE,FALSE,FALSE,TRUE,3,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
418,14/02/2022,0,9,0,7,5,1214,0,1316,26,80,0.1,986,FALSE,2.8,8,FALSE,FALSE,FALSE,TRUE,TRUE,8,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
427,14/02/2022,0,18,9,12,9,1774,1673,3236,33,136,0.9,583,FALSE,0.5,5,FALSE,FALSE,FALSE,TRUE,TRUE,13,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
428,14/02/2022,0,14,8,12,2,1233,537,1313,49,115,0.5,1598,TRUE,1,2,FALSE,TRUE,TRUE,TRUE,TRUE,7,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
433,14/02/2022,0,8,5,9,8,1012,43,3706,10,173,0.8,916,TRUE,1.3,4,FALSE,TRUE,FALSE,FALSE,FALSE,15,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
435,14/02/2022,0,7,3,15,2,642,90,1567,5,141,0.5,1101,TRUE,2.9,5,FALSE,TRUE,TRUE,FALSE,TRUE,11,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
436,14/02/2022,0,0,0,17,6,514,263,2669,36,104,0.8,723,FALSE,0.5,4,TRUE,TRUE,FALSE,FALSE,FALSE,16,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
439,14/02/2022,0,2,0,13,0,1425,48,1773,14,118,0.9,1688,TRUE,0.8,1,TRUE,TRUE,FALSE,FALSE,TRUE,18,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
442,14/02/2022,0,1,0,5,1,996,776,1114,25,189,0.6,1065,FALSE,0.5,6,TRUE,FALSE,FALSE,FALSE,FALSE,19,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
445,14/02/2022,0,14,12,8,6,1291,986,1622,48,187,0.8,650,TRUE,1.5,4,TRUE,TRUE,FALSE,FALSE,TRUE,19,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
451,14/02/2022,0,9,2,16,10,1240,633,3206,62,88,0.3,690,FALSE,0.5,1,FALSE,FALSE,FALSE,FALSE,TRUE,19,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
457,14/02/2022,0,8,3,5,2,1959,1900,291,22,112,0.4,1202,FALSE,2.5,2,FALSE,FALSE,TRUE,FALSE,FALSE,4,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
459,14/02/2022,0,12,8,7,4,1891,1783,2440,44,129,0.8,1234,TRUE,2.9,1,FALSE,FALSE,FALSE,TRUE,TRUE,19,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
461,14/02/2022,0,13,5,16,10,597,269,1104,35,193,0.6,1074,TRUE,1.5,4,FALSE,TRUE,FALSE,FALSE,FALSE,15,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
466,14/02/2022,0,5,2,10,4,1763,1226,3021,35,181,0.9,718,FALSE,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,12,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
468,14/02/2022,0,12,9,5,2,974,584,1346,9,110,0.5,776,FALSE,3,2,TRUE,FALSE,TRUE,FALSE,FALSE,3,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
469,14/02/2022,0,6,1,19,10,1444,1381,2354,36,167,0.5,881,TRUE,2.8,1,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
470,14/02/2022,0,2,0,12,8,616,292,732,25,152,0.8,1018,TRUE,0.6,7,FALSE,FALSE,TRUE,TRUE,TRUE,13,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
475,14/02/2022,0,2,0,14,0,1637,589,1669,63,189,0.7,1719,FALSE,2.1,7,TRUE,FALSE,FALSE,TRUE,TRUE,13,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
478,14/02/2022,0,7,3,9,8,1149,1063,1972,53,87,0.2,701,FALSE,0.8,4,FALSE,TRUE,FALSE,FALSE,TRUE,5,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
480,14/02/2022,0,5,4,7,2,538,174,2463,51,93,0.8,695,TRUE,1,5,TRUE,TRUE,FALSE,FALSE,TRUE,4,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
483,14/02/2022,0,15,12,16,5,1583,1291,3370,43,120,0.4,511,FALSE,0.7,4,FALSE,TRUE,FALSE,TRUE,TRUE,6,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
486,14/02/2022,0,2,0,15,12,966,651,1604,52,187,1,1859,FALSE,0.5,1,FALSE,FALSE,FALSE,TRUE,TRUE,10,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
489,14/02/2022,0,5,2,17,3,1908,740,2865,7,98,0.6,1303,FALSE,0.5,4,FALSE,FALSE,FALSE,FALSE,FALSE,12,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
492,14/02/2022,0,1,0,5,2,1126,440,1990,29,121,0.4,1943,TRUE,0.5,1,TRUE,FALSE,TRUE,TRUE,TRUE,11,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
493,14/02/2022,0,9,4,16,0,761,425,1428,24,167,0.9,1082,TRUE,0.9,7,FALSE,TRUE,FALSE,TRUE,TRUE,12,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
494,14/02/2022,0,8,1,15,8,598,35,3473,49,168,0.6,721,FALSE,2.6,4,FALSE,TRUE,FALSE,FALSE,FALSE,17,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
500,14/02/2022,0,6,5,14,8,1393,1062,2334,58,142,1,1232,FALSE,0.9,6,TRUE,FALSE,FALSE,FALSE,TRUE,13,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
501,14/02/2022,0,11,4,12,8,1737,226,3030,55,155,0.3,795,TRUE,0.5,3,FALSE,FALSE,TRUE,TRUE,TRUE,17,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
502,14/02/2022,0,17,4,18,10,1502,923,345,24,106,0.2,1915,FALSE,0.5,4,TRUE,FALSE,FALSE,FALSE,FALSE,20,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
506,14/02/2022,0,20,17,13,9,1797,211,1496,5,119,0.8,1667,FALSE,2.5,3,FALSE,TRUE,FALSE,FALSE,FALSE,12,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
508,14/02/2022,0,2,1,11,10,630,121,3324,54,166,0.9,958,FALSE,2.4,7,TRUE,TRUE,FALSE,FALSE,TRUE,18,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
509,14/02/2022,0,18,6,18,11,1737,491,2367,39,88,0.9,1391,TRUE,1.5,3,FALSE,FALSE,TRUE,TRUE,TRUE,12,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
514,14/02/2022,0,9,2,13,7,890,550,2759,64,85,0.1,972,FALSE,1.6,1,FALSE,TRUE,FALSE,FALSE,TRUE,10,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
517,14/02/2022,0,1,0,14,1,778,342,3611,41,112,0.4,1900,FALSE,1.4,8,FALSE,FALSE,FALSE,FALSE,TRUE,6,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
521,14/02/2022,0,7,3,13,2,1454,110,768,9,163,0.2,1970,FALSE,2.9,2,FALSE,FALSE,FALSE,TRUE,TRUE,16,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
522,14/02/2022,0,18,6,13,12,1360,224,2215,47,173,0.3,1021,TRUE,2.1,6,TRUE,FALSE,TRUE,TRUE,TRUE,2,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
524,14/02/2022,0,1,0,9,2,1132,727,3435,39,189,0.2,1419,FALSE,0.5,7,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
532,14/02/2022,0,13,3,10,8,1757,614,2931,40,113,0.6,1096,FALSE,1.2,4,FALSE,FALSE,TRUE,FALSE,TRUE,14,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
536,14/02/2022,0,14,3,18,1,1670,202,3507,21,89,0.2,1745,TRUE,1.2,3,TRUE,TRUE,FALSE,TRUE,TRUE,20,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
538,14/02/2022,0,14,10,15,14,1899,1655,981,28,159,0.5,1813,FALSE,1.8,2,TRUE,FALSE,TRUE,TRUE,TRUE,14,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
539,14/02/2022,0,12,2,10,6,1778,658,2534,40,118,0.1,1719,TRUE,1.9,3,TRUE,TRUE,TRUE,FALSE,FALSE,5,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
542,14/02/2022,0,6,5,15,14,1758,1124,3454,50,106,0.5,977,FALSE,0.7,3,TRUE,TRUE,FALSE,FALSE,TRUE,19,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
543,14/02/2022,0,18,0,5,1,565,489,375,7,99,0.1,1289,TRUE,0.7,2,TRUE,TRUE,FALSE,FALSE,FALSE,19,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
547,14/02/2022,0,13,3,15,7,1154,829,1597,48,131,0.9,964,TRUE,3,6,TRUE,TRUE,TRUE,TRUE,TRUE,18,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
551,14/02/2022,0,7,3,8,6,1202,1099,1446,20,184,0.6,1302,FALSE,0.5,7,TRUE,FALSE,FALSE,TRUE,TRUE,16,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
554,14/02/2022,0,3,0,16,5,1959,1128,483,61,165,0.3,1411,TRUE,2.6,5,FALSE,TRUE,FALSE,FALSE,TRUE,4,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
556,14/02/2022,0,20,1,19,15,1765,1542,1694,22,170,0.1,983,FALSE,1.5,4,TRUE,TRUE,FALSE,FALSE,TRUE,8,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
559,14/02/2022,0,17,11,13,0,1451,656,2315,11,187,0.2,1514,FALSE,0.7,5,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
561,14/02/2022,0,20,11,9,4,1829,771,2205,63,109,0.9,1919,TRUE,0.6,8,FALSE,FALSE,TRUE,TRUE,TRUE,8,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
566,15/02/2022,0,9,4,17,7,1717,1321,2509,20,171,0.3,1189,FALSE,2.5,7,FALSE,TRUE,FALSE,TRUE,TRUE,15,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
573,15/02/2022,0,7,4,5,1,1211,43,3505,37,93,0.7,839,FALSE,2.7,2,FALSE,TRUE,FALSE,FALSE,FALSE,4,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
575,15/02/2022,0,0,0,6,5,1680,645,1422,33,156,0.8,750,TRUE,1.3,1,FALSE,TRUE,FALSE,FALSE,TRUE,7,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
577,15/02/2022,0,5,2,11,9,666,126,1712,42,197,0.1,1229,TRUE,0.5,5,TRUE,TRUE,FALSE,FALSE,TRUE,15,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
580,15/02/2022,0,8,6,19,17,1345,1036,2807,3,193,0.6,652,FALSE,0.5,1,TRUE,FALSE,FALSE,FALSE,TRUE,13,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
582,15/02/2022,0,14,10,7,2,601,345,1509,63,150,0.3,709,TRUE,1.9,4,FALSE,FALSE,TRUE,FALSE,TRUE,7,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
585,15/02/2022,0,17,4,18,3,737,724,2863,59,119,0.6,763,FALSE,1.2,1,TRUE,FALSE,TRUE,TRUE,TRUE,17,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
586,15/02/2022,0,1,0,5,1,1980,890,3936,55,138,0.6,1581,FALSE,1.4,2,FALSE,TRUE,FALSE,TRUE,TRUE,3,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
587,15/02/2022,0,10,5,18,4,1730,440,2267,25,83,0.3,1045,TRUE,1.5,2,TRUE,FALSE,TRUE,FALSE,TRUE,4,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
590,15/02/2022,0,13,4,12,10,1735,123,1655,36,175,0.2,868,FALSE,2.8,7,FALSE,TRUE,FALSE,TRUE,TRUE,5,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
593,15/02/2022,0,1,0,8,5,1573,559,805,50,182,0.7,1439,FALSE,0.5,8,TRUE,TRUE,TRUE,FALSE,FALSE,13,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
597,15/02/2022,0,17,8,7,5,1688,1153,2307,20,157,0.7,1203,FALSE,1.7,3,TRUE,TRUE,FALSE,TRUE,TRUE,11,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
601,15/02/2022,3,1,0,16,14,971,158,1038,35,199,0.1,1334,FALSE,1.2,2,FALSE,FALSE,TRUE,FALSE,TRUE,17,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
602,15/02/2022,3,3,2,9,8,1886,1788,2225,34,133,0.6,1153,FALSE,0.5,3,TRUE,TRUE,FALSE,TRUE,TRUE,8,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
