SalesID,date,price_range,CameraID,ScreenID,MemoryID,TechSpecID
50581,15/02/2022,0,10581,20581,30581,40581
50582,15/02/2022,0,10582,20582,30582,40582
50583,15/02/2022,0,10583,20583,30583,40583
50584,15/02/2022,0,10584,20584,30584,40584
50585,15/02/2022,0,10585,20585,30585,40585
50586,15/02/2022,0,10586,20586,30586,40586
50587,15/02/2022,0,10587,20587,30587,40587
50588,15/02/2022,0,10588,20588,30588,40588
50589,15/02/2022,0,10589,20589,30589,40589
50590,15/02/2022,0,10590,20590,30590,40590
50591,15/02/2022,0,10591,20591,30591,40591
50592,15/02/2022,0,10592,20592,30592,40592
50593,15/02/2022,0,10593,20593,30593,40593
50594,15/02/2022,0,10594,20594,30594,40594
50595,15/02/2022,0,10595,20595,30595,40595
50596,15/02/2022,0,10596,20596,30596,40596
50597,15/02/2022,0,10597,20597,30597,40597
50598,15/02/2022,0,10598,20598,30598,40598
50599,15/02/2022,3,10599,20599,30599,40599
50600,15/02/2022,3,10600,20600,30600,40600
50601,15/02/2022,3,10601,20601,30601,40601
50602,15/02/2022,3,10602,20602,30602,40602
50603,15/02/2022,3,10603,20603,30603,40603
50604,15/02/2022,3,10604,20604,30604,40604
50605,15/02/2022,3,10605,20605,30605,40605
50606,15/02/2022,3,10606,20606,30606,40606
50607,15/02/2022,3,10607,20607,30607,40607
50608,15/02/2022,3,10608,20608,30608,40608
50609,15/02/2022,3,10609,20609,30609,40609
50610,15/02/2022,3,10610,20610,30610,40610
50611,15/02/2022,3,10611,20611,30611,40611
50612,15/02/2022,3,10612,20612,30612,40612
50613,15/02/2022,3,10613,20613,30613,40613
50614,15/02/2022,3,10614,20614,30614,40614
50615,15/02/2022,3,10615,20615,30615,40615
50616,15/02/2022,3,10616,20616,30616,40616
50617,15/02/2022,3,10617,20617,30617,40617
50618,15/02/2022,3,10618,20618,30618,40618
50619,15/02/2022,3,10619,20619,30619,40619
50620,15/02/2022,3,10620,20620,30620,40620
50621,15/02/2022,3,10621,20621,30621,40621
50622,15/02/2022,3,10622,20622,30622,40622
50623,15/02/2022,3,10623,20623,30623,40623
50624,15/02/2022,3,10624,20624,30624,40624
50625,15/02/2022,3,10625,20625,30625,40625
50626,15/02/2022,3,10626,20626,30626,40626
50627,15/02/2022,3,10627,20627,30627,40627
50628,15/02/2022,3,10628,20628,30628,40628
50629,15/02/2022,3,10629,20629,30629,40629
50630,15/02/2022,3,10630,20630,30630,40630
50631,15/02/2022,3,10631,20631,30631,40631
50632,15/02/2022,3,10632,20632,30632,40632
50633,15/02/2022,3,10633,20633,30633,40633
50634,15/02/2022,3,10634,20634,30634,40634
50635,15/02/2022,3,10635,20635,30635,40635
50636,15/02/2022,3,10636,20636,30636,40636
50637,15/02/2022,3,10637,20637,30637,40637
50638,15/02/2022,3,10638,20638,30638,40638
50639,15/02/2022,3,10639,20639,30639,40639
50640,15/02/2022,3,10640,20640,30640,40640
50641,15/02/2022,3,10641,20641,30641,40641
50642,15/02/2022,3,10642,20642,30642,40642
50643,15/02/2022,3,10643,20643,30643,40643
50644,15/02/2022,3,10644,20644,30644,40644
50645,15/02/2022,3,10645,20645,30645,40645
50646,15/02/2022,3,10646,20646,30646,40646
50647,15/02/2022,3,10647,20647,30647,40647
50648,15/02/2022,3,10648,20648,30648,40648
50649,15/02/2022,3,10649,20649,30649,40649
50650,15/02/2022,3,10650,20650,30650,40650
50651,15/02/2022,3,10651,20651,30651,40651
50652,15/02/2022,3,10652,20652,30652,40652
50653,15/02/2022,3,10653,20653,30653,40653
50654,15/02/2022,3,10654,20654,30654,40654
50655,15/02/2022,3,10655,20655,30655,40655
50656,15/02/2022,3,10656,20656,30656,40656
50657,15/02/2022,3,10657,20657,30657,40657
50658,15/02/2022,3,10658,20658,30658,40658
50659,15/02/2022,3,10659,20659,30659,40659
50660,15/02/2022,3,10660,20660,30660,40660
50661,15/02/2022,3,10661,20661,30661,40661
50662,15/02/2022,3,10662,20662,30662,40662
50663,15/02/2022,3,10663,20663,30663,40663
50664,15/02/2022,3,10664,20664,30664,40664
50665,15/02/2022,3,10665,20665,30665,40665
50666,15/02/2022,3,10666,20666,30666,40666
50667,15/02/2022,3,10667,20667,30667,40667
50668,15/02/2022,3,10668,20668,30668,40668
50669,15/02/2022,3,10669,20669,30669,40669
50670,15/02/2022,3,10670,20670,30670,40670
50671,15/02/2022,3,10671,20671,30671,40671
50672,15/02/2022,3,10672,20672,30672,40672
50673,15/02/2022,3,10673,20673,30673,40673
50674,15/02/2022,3,10674,20674,30674,40674
50675,15/02/2022,3,10675,20675,30675,40675
50676,15/02/2022,3,10676,20676,30676,40676
50677,15/02/2022,3,10677,20677,30677,40677
50678,15/02/2022,3,10678,20678,30678,40678
50679,15/02/2022,3,10679,20679,30679,40679
50680,15/02/2022,3,10680,20680,30680,40680
50681,15/02/2022,3,10681,20681,30681,40681
50682,15/02/2022,3,10682,20682,30682,40682
50683,15/02/2022,3,10683,20683,30683,40683
50684,15/02/2022,3,10684,20684,30684,40684
50685,15/02/2022,3,10685,20685,30685,40685
50686,15/02/2022,3,10686,20686,30686,40686
50687,15/02/2022,3,10687,20687,30687,40687
50688,15/02/2022,3,10688,20688,30688,40688
50689,15/02/2022,3,10689,20689,30689,40689
50690,15/02/2022,3,10690,20690,30690,40690
50691,15/02/2022,3,10691,20691,30691,40691
50692,15/02/2022,3,10692,20692,30692,40692
50693,15/02/2022,3,10693,20693,30693,40693
50694,15/02/2022,3,10694,20694,30694,40694
50695,15/02/2022,3,10695,20695,30695,40695
50696,15/02/2022,3,10696,20696,30696,40696
50697,15/02/2022,3,10697,20697,30697,40697
50698,15/02/2022,3,10698,20698,30698,40698
50699,15/02/2022,3,10699,20699,30699,40699
50700,15/02/2022,3,10700,20700,30700,40700
50701,15/02/2022,3,10701,20701,30701,40701
50702,15/02/2022,3,10702,20702,30702,40702
50703,15/02/2022,3,10703,20703,30703,40703
50704,15/02/2022,3,10704,20704,30704,40704
50705,15/02/2022,3,10705,20705,30705,40705
50706,15/02/2022,3,10706,20706,30706,40706
50707,15/02/2022,3,10707,20707,30707,40707
50708,15/02/2022,3,10708,20708,30708,40708
50709,15/02/2022,3,10709,20709,30709,40709
50710,15/02/2022,3,10710,20710,30710,40710
50711,15/02/2022,3,10711,20711,30711,40711
50712,15/02/2022,3,10712,20712,30712,40712
50713,15/02/2022,3,10713,20713,30713,40713
50714,15/02/2022,3,10714,20714,30714,40714
50715,15/02/2022,3,10715,20715,30715,40715
50716,15/02/2022,3,10716,20716,30716,40716
50717,15/02/2022,3,10717,20717,30717,40717
50718,15/02/2022,3,10718,20718,30718,40718
50719,15/02/2022,3,10719,20719,30719,40719
50720,15/02/2022,3,10720,20720,30720,40720
50721,15/02/2022,3,10721,20721,30721,40721
50722,15/02/2022,3,10722,20722,30722,40722
50723,15/02/2022,3,10723,20723,30723,40723
50724,15/02/2022,3,10724,20724,30724,40724
50725,15/02/2022,3,10725,20725,30725,40725
50726,15/02/2022,3,10726,20726,30726,40726
50727,15/02/2022,3,10727,20727,30727,40727
50728,15/02/2022,3,10728,20728,30728,40728
50729,15/02/2022,3,10729,20729,30729,40729
50730,15/02/2022,3,10730,20730,30730,40730
50731,15/02/2022,3,10731,20731,30731,40731
50732,15/02/2022,3,10732,20732,30732,40732
50733,15/02/2022,3,10733,20733,30733,40733
50734,15/02/2022,3,10734,20734,30734,40734
50735,15/02/2022,3,10735,20735,30735,40735
50736,15/02/2022,3,10736,20736,30736,40736
50737,16/02/2022,3,10737,20737,30737,40737
50738,16/02/2022,3,10738,20738,30738,40738
50739,16/02/2022,3,10739,20739,30739,40739
50740,16/02/2022,3,10740,20740,30740,40740
50741,16/02/2022,3,10741,20741,30741,40741
50742,16/02/2022,3,10742,20742,30742,40742
50743,16/02/2022,3,10743,20743,30743,40743
50744,16/02/2022,3,10744,20744,30744,40744
50745,16/02/2022,3,10745,20745,30745,40745
50746,16/02/2022,3,10746,20746,30746,40746
50747,16/02/2022,3,10747,20747,30747,40747
50748,16/02/2022,3,10748,20748,30748,40748
50749,16/02/2022,3,10749,20749,30749,40749
50750,16/02/2022,3,10750,20750,30750,40750
50751,16/02/2022,3,10751,20751,30751,40751
50752,16/02/2022,3,10752,20752,30752,40752
50753,16/02/2022,3,10753,20753,30753,40753
50754,16/02/2022,3,10754,20754,30754,40754
50755,16/02/2022,3,10755,20755,30755,40755
50756,16/02/2022,3,10756,20756,30756,40756
50757,16/02/2022,3,10757,20757,30757,40757
50758,16/02/2022,3,10758,20758,30758,40758
50759,16/02/2022,3,10759,20759,30759,40759
50760,16/02/2022,3,10760,20760,30760,40760
50761,16/02/2022,3,10761,20761,30761,40761
50762,16/02/2022,3,10762,20762,30762,40762
50763,16/02/2022,3,10763,20763,30763,40763
50764,16/02/2022,3,10764,20764,30764,40764
50765,16/02/2022,3,10765,20765,30765,40765
50766,16/02/2022,3,10766,20766,30766,40766
50767,16/02/2022,3,10767,20767,30767,40767
50768,16/02/2022,3,10768,20768,30768,40768
50769,16/02/2022,3,10769,20769,30769,40769
50770,16/02/2022,3,10770,20770,30770,40770
50771,16/02/2022,3,10771,20771,30771,40771
50772,16/02/2022,3,10772,20772,30772,40772
50773,16/02/2022,3,10773,20773,30773,40773
50774,16/02/2022,3,10774,20774,30774,40774
50775,16/02/2022,3,10775,20775,30775,40775
50776,16/02/2022,3,10776,20776,30776,40776
50777,16/02/2022,3,10777,20777,30777,40777
50778,16/02/2022,3,10778,20778,30778,40778
50779,16/02/2022,3,10779,20779,30779,40779
50780,16/02/2022,3,10780,20780,30780,40780
50781,16/02/2022,3,10781,20781,30781,40781
50782,16/02/2022,3,10782,20782,30782,40782
50783,16/02/2022,3,10783,20783,30783,40783
50784,16/02/2022,3,10784,20784,30784,40784
50785,16/02/2022,3,10785,20785,30785,40785
50786,16/02/2022,3,10786,20786,30786,40786
50787,16/02/2022,3,10787,20787,30787,40787
50788,16/02/2022,3,10788,20788,30788,40788
50789,16/02/2022,3,10789,20789,30789,40789
50790,16/02/2022,3,10790,20790,30790,40790
50791,16/02/2022,3,10791,20791,30791,40791
50792,16/02/2022,3,10792,20792,30792,40792
50793,16/02/2022,3,10793,20793,30793,40793
50794,16/02/2022,3,10794,20794,30794,40794
50795,16/02/2022,3,10795,20795,30795,40795
50796,16/02/2022,3,10796,20796,30796,40796
50797,16/02/2022,3,10797,20797,30797,40797
50798,16/02/2022,3,10798,20798,30798,40798
50799,16/02/2022,3,10799,20799,30799,40799
50800,16/02/2022,3,10800,20800,30800,40800
50801,16/02/2022,3,10801,20801,30801,40801
50802,16/02/2022,3,10802,20802,30802,40802
50803,16/02/2022,3,10803,20803,30803,40803
50804,16/02/2022,3,10804,20804,30804,40804
50805,16/02/2022,3,10805,20805,30805,40805
50806,16/02/2022,3,10806,20806,30806,40806
50807,16/02/2022,3,10807,20807,30807,40807
50808,16/02/2022,3,10808,20808,30808,40808
50809,16/02/2022,3,10809,20809,30809,40809
50810,16/02/2022,3,10810,20810,30810,40810
50811,16/02/2022,3,10811,20811,30811,40811
50812,16/02/2022,3,10812,20812,30812,40812
50813,16/02/2022,3,10813,20813,30813,40813
50814,16/02/2022,3,10814,20814,30814,40814
50815,16/02/2022,3,10815,20815,30815,40815
50816,16/02/2022,3,10816,20816,30816,40816
50817,16/02/2022,3,10817,20817,30817,40817
50818,16/02/2022,3,10818,20818,30818,40818
50819,16/02/2022,3,10819,20819,30819,40819
50820,16/02/2022,3,10820,20820,30820,40820
50821,16/02/2022,3,10821,20821,30821,40821
50822,16/02/2022,3,10822,20822,30822,40822
50823,16/02/2022,3,10823,20823,30823,40823
50824,16/02/2022,3,10824,20824,30824,40824
50825,16/02/2022,3,10825,20825,30825,40825
50826,16/02/2022,3,10826,20826,30826,40826
50827,16/02/2022,3,10827,20827,30827,40827
50828,16/02/2022,3,10828,20828,30828,40828
50829,16/02/2022,3,10829,20829,30829,40829
50830,16/02/2022,3,10830,20830,30830,40830
50831,16/02/2022,3,10831,20831,30831,40831
50832,16/02/2022,3,10832,20832,30832,40832
50833,16/02/2022,3,10833,20833,30833,40833
50834,16/02/2022,3,10834,20834,30834,40834
50835,16/02/2022,3,10835,20835,30835,40835
50836,16/02/2022,3,10836,20836,30836,40836
50837,16/02/2022,3,10837,20837,30837,40837
50838,16/02/2022,3,10838,20838,30838,40838
50839,16/02/2022,3,10839,20839,30839,40839
50840,16/02/2022,3,10840,20840,30840,40840
50841,16/02/2022,3,10841,20841,30841,40841
50842,16/02/2022,3,10842,20842,30842,40842
50843,16/02/2022,3,10843,20843,30843,40843
50844,16/02/2022,3,10844,20844,30844,40844
50845,16/02/2022,3,10845,20845,30845,40845
50846,16/02/2022,3,10846,20846,30846,40846
50847,16/02/2022,3,10847,20847,30847,40847
50848,16/02/2022,3,10848,20848,30848,40848
50849,16/02/2022,3,10849,20849,30849,40849
50850,16/02/2022,3,10850,20850,30850,40850
50851,16/02/2022,3,10851,20851,30851,40851
50852,16/02/2022,3,10852,20852,30852,40852
50853,16/02/2022,3,10853,20853,30853,40853
50854,16/02/2022,3,10854,20854,30854,40854
50855,16/02/2022,3,10855,20855,30855,40855
50856,16/02/2022,3,10856,20856,30856,40856
50857,16/02/2022,3,10857,20857,30857,40857
50858,16/02/2022,3,10858,20858,30858,40858
50859,16/02/2022,3,10859,20859,30859,40859
50860,16/02/2022,3,10860,20860,30860,40860
50861,16/02/2022,3,10861,20861,30861,40861
50862,16/02/2022,3,10862,20862,30862,40862
50863,16/02/2022,3,10863,20863,30863,40863
50864,16/02/2022,3,10864,20864,30864,40864
50865,16/02/2022,3,10865,20865,30865,40865
50866,16/02/2022,3,10866,20866,30866,40866
50867,16/02/2022,3,10867,20867,30867,40867
50868,16/02/2022,3,10868,20868,30868,40868
50869,16/02/2022,3,10869,20869,30869,40869
50870,16/02/2022,3,10870,20870,30870,40870
50871,16/02/2022,3,10871,20871,30871,40871
50872,16/02/2022,3,10872,20872,30872,40872
50873,16/02/2022,3,10873,20873,30873,40873
50874,16/02/2022,3,10874,20874,30874,40874
50875,16/02/2022,3,10875,20875,30875,40875
50876,16/02/2022,3,10876,20876,30876,40876
50877,16/02/2022,3,10877,20877,30877,40877
50878,16/02/2022,3,10878,20878,30878,40878
50879,16/02/2022,3,10879,20879,30879,40879
50880,16/02/2022,3,10880,20880,30880,40880
50881,16/02/2022,3,10881,20881,30881,40881
50882,16/02/2022,3,10882,20882,30882,40882
50883,16/02/2022,3,10883,20883,30883,40883
50884,16/02/2022,3,10884,20884,30884,40884
50885,16/02/2022,3,10885,20885,30885,40885
50886,16/02/2022,3,10886,20886,30886,40886
50887,16/02/2022,3,10887,20887,30887,40887
50888,16/02/2022,3,10888,20888,30888,40888
50889,16/02/2022,3,10889,20889,30889,40889
50890,16/02/2022,3,10890,20890,30890,40890
50891,16/02/2022,3,10891,20891,30891,40891
50892,16/02/2022,3,10892,20892,30892,40892
50893,16/02/2022,3,10893,20893,30893,40893
50894,16/02/2022,3,10894,20894,30894,40894
50895,16/02/2022,3,10895,20895,30895,40895
50896,16/02/2022,3,10896,20896,30896,40896
50897,16/02/2022,3,10897,20897,30897,40897
50898,16/02/2022,3,10898,20898,30898,40898
50899,16/02/2022,3,10899,20899,30899,40899
50900,16/02/2022,3,10900,20900,30900,40900
50901,16/02/2022,3,10901,20901,30901,40901
50902,16/02/2022,3,10902,20902,30902,40902
50903,16/02/2022,3,10903,20903,30903,40903
50904,16/02/2022,3,10904,20904,30904,40904
50905,16/02/2022,3,10905,20905,30905,40905
50906,16/02/2022,3,10906,20906,30906,40906
50907,16/02/2022,3,10907,20907,30907,40907
50908,16/02/2022,3,10908,20908,30908,40908
50909,16/02/2022,3,10909,20909,30909,40909
50910,16/02/2022,3,10910,20910,30910,40910
50911,16/02/2022,3,10911,20911,30911,40911
50912,16/02/2022,3,10912,20912,30912,40912
50913,16/02/2022,3,10913,20913,30913,40913
50914,16/02/2022,3,10914,20914,30914,40914
50915,16/02/2022,3,10915,20915,30915,40915
50916,16/02/2022,3,10916,20916,30916,40916
50917,16/02/2022,3,10917,20917,30917,40917
50918,17/02/2022,3,10918,20918,30918,40918
50919,17/02/2022,3,10919,20919,30919,40919
50920,17/02/2022,3,10920,20920,30920,40920
50921,17/02/2022,3,10921,20921,30921,40921
50922,17/02/2022,3,10922,20922,30922,40922
50923,17/02/2022,3,10923,20923,30923,40923
50924,17/02/2022,3,10924,20924,30924,40924
50925,17/02/2022,3,10925,20925,30925,40925
50926,17/02/2022,3,10926,20926,30926,40926
50927,17/02/2022,3,10927,20927,30927,40927
50928,17/02/2022,3,10928,20928,30928,40928
50929,17/02/2022,3,10929,20929,30929,40929
50930,17/02/2022,3,10930,20930,30930,40930
50931,17/02/2022,3,10931,20931,30931,40931
50932,17/02/2022,3,10932,20932,30932,40932
50933,17/02/2022,3,10933,20933,30933,40933
50934,17/02/2022,3,10934,20934,30934,40934
50935,17/02/2022,3,10935,20935,30935,40935
50936,17/02/2022,3,10936,20936,30936,40936
50937,17/02/2022,3,10937,20937,30937,40937
50938,17/02/2022,3,10938,20938,30938,40938
50939,17/02/2022,3,10939,20939,30939,40939
50940,17/02/2022,3,10940,20940,30940,40940
50941,17/02/2022,3,10941,20941,30941,40941
50942,17/02/2022,3,10942,20942,30942,40942
50943,17/02/2022,3,10943,20943,30943,40943
50944,17/02/2022,3,10944,20944,30944,40944
50945,17/02/2022,3,10945,20945,30945,40945
50946,17/02/2022,3,10946,20946,30946,40946
50947,17/02/2022,3,10947,20947,30947,40947
50948,17/02/2022,3,10948,20948,30948,40948
50949,17/02/2022,3,10949,20949,30949,40949
50950,17/02/2022,3,10950,20950,30950,40950
50951,17/02/2022,3,10951,20951,30951,40951
50952,17/02/2022,3,10952,20952,30952,40952
50953,17/02/2022,3,10953,20953,30953,40953
50954,17/02/2022,3,10954,20954,30954,40954
50955,17/02/2022,3,10955,20955,30955,40955
50956,17/02/2022,3,10956,20956,30956,40956
50957,17/02/2022,3,10957,20957,30957,40957
50958,17/02/2022,3,10958,20958,30958,40958
50959,17/02/2022,3,10959,20959,30959,40959
50960,17/02/2022,3,10960,20960,30960,40960
50961,17/02/2022,3,10961,20961,30961,40961
50962,17/02/2022,3,10962,20962,30962,40962
50963,17/02/2022,3,10963,20963,30963,40963
50964,17/02/2022,3,10964,20964,30964,40964
50965,17/02/2022,3,10965,20965,30965,40965
50966,17/02/2022,3,10966,20966,30966,40966
50967,17/02/2022,3,10967,20967,30967,40967
50968,17/02/2022,3,10968,20968,30968,40968
50969,17/02/2022,3,10969,20969,30969,40969
50970,17/02/2022,3,10970,20970,30970,40970
50971,17/02/2022,3,10971,20971,30971,40971
50972,17/02/2022,3,10972,20972,30972,40972
50973,17/02/2022,3,10973,20973,30973,40973
50974,17/02/2022,3,10974,20974,30974,40974
50975,17/02/2022,3,10975,20975,30975,40975
50976,17/02/2022,3,10976,20976,30976,40976
50977,17/02/2022,3,10977,20977,30977,40977
50978,17/02/2022,3,10978,20978,30978,40978
50979,17/02/2022,3,10979,20979,30979,40979
50980,17/02/2022,3,10980,20980,30980,40980
50981,17/02/2022,3,10981,20981,30981,40981
50982,17/02/2022,3,10982,20982,30982,40982
50983,17/02/2022,3,10983,20983,30983,40983
50984,17/02/2022,3,10984,20984,30984,40984
50985,17/02/2022,3,10985,20985,30985,40985
50986,17/02/2022,3,10986,20986,30986,40986
50987,17/02/2022,3,10987,20987,30987,40987
50988,17/02/2022,3,10988,20988,30988,40988
50989,17/02/2022,3,10989,20989,30989,40989
50990,17/02/2022,3,10990,20990,30990,40990
50991,17/02/2022,3,10991,20991,30991,40991
50992,17/02/2022,3,10992,20992,30992,40992
50993,17/02/2022,3,10993,20993,30993,40993
50994,17/02/2022,3,10994,20994,30994,40994
50995,17/02/2022,3,10995,20995,30995,40995
50996,17/02/2022,3,10996,20996,30996,40996
50997,17/02/2022,3,10997,20997,30997,40997
50998,11/2/2022,2,10998,20998,30998,40998
50999,14/02/2022,0,10999,20999,30999,40999
51000,1/3/2022,1,11000,21000,31000,41000
51001,1/3/2022,2,11001,21001,31001,41001
51002,1/3/2022,2,11002,21002,31002,41002
51003,1/3/2022,2,11003,21003,31003,41003
51004,1/3/2022,1,11004,21004,31004,41004
51005,1/3/2022,1,11005,21005,31005,41005
51006,1/3/2022,3,11006,21006,31006,41006
51007,1/3/2022,0,11007,21007,31007,41007
51008,1/3/2022,0,11008,21008,31008,41008
51009,1/3/2022,0,11009,21009,31009,41009
51010,1/3/2022,3,11010,21010,31010,41010
51011,1/3/2022,3,11011,21011,31011,41011
51012,1/3/2022,1,11012,21012,31012,41012
51013,1/3/2022,2,11013,21013,31013,41013
51014,1/3/2022,0,11014,21014,31014,41014
51015,1/3/2022,0,11015,21015,31015,41015
51016,1/3/2022,3,11016,21016,31016,41016
51017,1/3/2022,3,11017,21017,31017,41017
51018,1/3/2022,1,11018,21018,31018,41018
51019,1/3/2022,1,11019,21019,31019,41019
51020,1/3/2022,3,11020,21020,31020,41020
51021,1/3/2022,3,11021,21021,31021,41021
51022,1/3/2022,1,11022,21022,31022,41022
51023,1/3/2022,0,11023,21023,31023,41023
51024,1/3/2022,1,11024,21024,31024,41024
51025,1/3/2022,2,11025,21025,31025,41025
51026,1/3/2022,3,11026,21026,31026,41026
51027,1/3/2022,3,11027,21027,31027,41027
51028,1/3/2022,2,11028,21028,31028,41028
51029,1/3/2022,0,11029,21029,31029,41029
51030,1/3/2022,3,11030,21030,31030,41030
51031,1/3/2022,0,11031,21031,31031,41031
51032,1/3/2022,1,11032,21032,31032,41032
51033,1/3/2022,3,11033,21033,31033,41033
51034,1/3/2022,0,11034,21034,31034,41034
51035,1/3/2022,1,11035,21035,31035,41035
51036,1/3/2022,1,11036,21036,31036,41036
51037,1/3/2022,3,11037,21037,31037,41037
51038,1/3/2022,2,11038,21038,31038,41038
51039,1/3/2022,2,11039,21039,31039,41039
51040,1/3/2022,2,11040,21040,31040,41040
51041,1/3/2022,3,11041,21041,31041,41041
51042,1/3/2022,1,11042,21042,31042,41042
51043,1/3/2022,1,11043,21043,31043,41043
51044,1/3/2022,0,11044,21044,31044,41044
51045,1/3/2022,1,11045,21045,31045,41045
51046,1/3/2022,3,11046,21046,31046,41046
51047,1/3/2022,1,11047,21047,31047,41047
51048,1/3/2022,0,11048,21048,31048,41048
51049,1/3/2022,3,11049,21049,31049,41049
51050,1/3/2022,2,11050,21050,31050,41050
51051,1/3/2022,2,11051,21051,31051,41051
51052,2/3/2022,3,11052,21052,31052,41052
51053,2/3/2022,1,11053,21053,31053,41053
51054,2/3/2022,2,11054,21054,31054,41054
51055,2/3/2022,2,11055,21055,31055,41055
51056,2/3/2022,0,11056,21056,31056,41056
51057,2/3/2022,3,11057,21057,31057,41057
51058,2/3/2022,1,11058,21058,31058,41058
51059,2/3/2022,2,11059,21059,31059,41059
51060,2/3/2022,1,11060,21060,31060,41060
51061,2/3/2022,0,11061,21061,31061,41061
51062,2/3/2022,0,11062,21062,31062,41062
51063,2/3/2022,2,11063,21063,31063,41063
51064,2/3/2022,2,11064,21064,31064,41064
51065,2/3/2022,3,11065,21065,31065,41065
51066,2/3/2022,3,11066,21066,31066,41066
51067,2/3/2022,3,11067,21067,31067,41067
51068,2/3/2022,0,11068,21068,31068,41068
51069,2/3/2022,3,11069,21069,31069,41069
51070,2/3/2022,3,11070,21070,31070,41070
51071,2/3/2022,2,11071,21071,31071,41071
51072,2/3/2022,0,11072,21072,31072,41072
51073,2/3/2022,3,11073,21073,31073,41073
51074,2/3/2022,0,11074,21074,31074,41074
51075,2/3/2022,1,11075,21075,31075,41075
51076,2/3/2022,0,11076,21076,31076,41076
51077,2/3/2022,0,11077,21077,31077,41077
51078,2/3/2022,3,11078,21078,31078,41078
51079,2/3/2022,1,11079,21079,31079,41079
51080,2/3/2022,3,11080,21080,31080,41080
51081,2/3/2022,2,11081,21081,31081,41081
51082,2/3/2022,3,11082,21082,31082,41082
51083,2/3/2022,1,11083,21083,31083,41083
51084,2/3/2022,1,11084,21084,31084,41084
51085,2/3/2022,1,11085,21085,31085,41085
51086,2/3/2022,0,11086,21086,31086,41086
51087,2/3/2022,3,11087,21087,31087,41087
51088,2/3/2022,2,11088,21088,31088,41088
51089,2/3/2022,2,11089,21089,31089,41089
51090,2/3/2022,3,11090,21090,31090,41090
51091,2/3/2022,2,11091,21091,31091,41091
51092,2/3/2022,0,11092,21092,31092,41092
51093,2/3/2022,0,11093,21093,31093,41093
51094,2/3/2022,1,11094,21094,31094,41094
51095,2/3/2022,3,11095,21095,31095,41095
51096,2/3/2022,0,11096,21096,31096,41096
51097,2/3/2022,2,11097,21097,31097,41097
51098,2/3/2022,0,11098,21098,31098,41098
51099,2/3/2022,1,11099,21099,31099,41099
51100,2/3/2022,3,11100,21100,31100,41100
51101,2/3/2022,1,11101,21101,31101,41101
51102,2/3/2022,1,11102,21102,31102,41102
51103,2/3/2022,0,11103,21103,31103,41103
51104,2/3/2022,0,11104,21104,31104,41104
51105,2/3/2022,1,11105,21105,31105,41105
51106,2/3/2022,3,11106,21106,31106,41106
51107,2/3/2022,3,11107,21107,31107,41107
51108,2/3/2022,3,11108,21108,31108,41108
51109,2/3/2022,3,11109,21109,31109,41109
51110,2/3/2022,1,11110,21110,31110,41110
51111,2/3/2022,1,11111,21111,31111,41111
51112,2/3/2022,0,11112,21112,31112,41112
51113,2/3/2022,2,11113,21113,31113,41113
51114,2/3/2022,3,11114,21114,31114,41114
51115,2/3/2022,3,11115,21115,31115,41115
51116,2/3/2022,2,11116,21116,31116,41116
51117,2/3/2022,1,11117,21117,31117,41117
51118,2/3/2022,0,11118,21118,31118,41118
51119,2/3/2022,1,11119,21119,31119,41119
51120,2/3/2022,2,11120,21120,31120,41120
51121,2/3/2022,3,11121,21121,31121,41121
51122,2/3/2022,3,11122,21122,31122,41122
51123,2/3/2022,3,11123,21123,31123,41123
51124,2/3/2022,2,11124,21124,31124,41124
51125,2/3/2022,3,11125,21125,31125,41125
51126,2/3/2022,2,11126,21126,31126,41126
51127,2/3/2022,1,11127,21127,31127,41127
51128,2/3/2022,3,11128,21128,31128,41128
51129,2/3/2022,0,11129,21129,31129,41129
51130,2/3/2022,3,11130,21130,31130,41130
51131,2/3/2022,1,11131,21131,31131,41131
51132,2/3/2022,2,11132,21132,31132,41132
51133,2/3/2022,1,11133,21133,31133,41133
51134,2/3/2022,2,11134,21134,31134,41134
51135,2/3/2022,2,11135,21135,31135,41135
51136,2/3/2022,1,11136,21136,31136,41136
51137,2/3/2022,3,11137,21137,31137,41137
51138,2/3/2022,0,11138,21138,31138,41138
51139,2/3/2022,0,11139,21139,31139,41139
51140,2/3/2022,2,11140,21140,31140,41140
51141,2/3/2022,0,11141,21141,31141,41141
51142,2/3/2022,3,11142,21142,31142,41142
51143,2/3/2022,2,11143,21143,31143,41143
51144,2/3/2022,0,11144,21144,31144,41144
51145,2/3/2022,3,11145,21145,31145,41145
51146,2/3/2022,1,11146,21146,31146,41146
51147,2/3/2022,3,11147,21147,31147,41147
51148,2/3/2022,2,11148,21148,31148,41148
51149,2/3/2022,2,11149,21149,31149,41149
51150,2/3/2022,1,11150,21150,31150,41150
51151,2/3/2022,3,11151,21151,31151,41151
51152,2/3/2022,1,11152,21152,31152,41152
51153,2/3/2022,2,11153,21153,31153,41153
51154,2/3/2022,0,11154,21154,31154,41154
51155,2/3/2022,1,11155,21155,31155,41155
51156,2/3/2022,0,11156,21156,31156,41156
51157,2/3/2022,0,11157,21157,31157,41157
51158,2/3/2022,3,11158,21158,31158,41158
51159,2/3/2022,1,11159,21159,31159,41159
51160,2/3/2022,2,11160,21160,31160,41160
51161,2/3/2022,2,11161,21161,31161,41161
