_dataobs_,date,price_range,Camera_pc,Camera_fc,Screen_sc_h,Screen_sc_w,Screen_px_width,Screen_px_height,Memory_ram,Memory_int_memory,TechSpec_mobile_wt,TechSpec_m_dep,TechSpec_battery_power,TechSpec_touch_screen,TechSpec_clock_speed,TechSpec_n_cores,TechSpec_wifi,TechSpec_blue,TechSpec_dual_sim,TechSpec_four_g,TechSpec_three_g,TechSpec_talk_time,Camera_COUNT_Sales_,Camera_MAX_Sales_price_range_,Camera_MEAN_Sales_price_range_,Camera_MIN_Sales_price_range_,Camera_MODE_Sales_date_,Camera_NUM_UNIQUE_Sales_date_,Camera_SUM_Sales_price_range_,Screen_COUNT_Sales_,Screen_MAX_Sales_price_range_,Screen_MEAN_Sales_price_range_,Screen_MIN_Sales_price_range_,Screen_MODE_Sales_date_,Screen_NUM_UNIQUE_Sales_date_,Screen_SUM_Sales_price_range_,Memory_COUNT_Sales_,Memory_MAX_Sales_price_range_,Memory_MEAN_Sales_price_range_,Memory_MIN_Sales_price_range_,Memory_MODE_Sales_date_,Memory_NUM_UNIQUE_Sales_date_,Memory_SUM_Sales_price_range_,TechSpec_COUNT_Sales_,TechSpec_MAX_Sales_price_range_,TechSpec_MEAN_Sales_price_range_,TechSpec_MIN_Sales_price_range_,TechSpec_MODE_Sales_date_,TechSpec_NUM_UNIQUE_Sales_date_,TechSpec_SUM_Sales_price_range_
549,14/02/2022,0,4,1,17,9,1152,1096,2877,8,171,0.6,1123,TRUE,1.2,4,FALSE,TRUE,FALSE,FALSE,FALSE,12,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
550,14/02/2022,0,16,0,6,0,1108,612,3227,7,136,0.3,1913,FALSE,2.8,4,TRUE,TRUE,FALSE,TRUE,TRUE,4,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
552,14/02/2022,0,14,0,13,11,1812,1515,1043,9,104,0.1,797,TRUE,1.4,1,FALSE,FALSE,TRUE,TRUE,TRUE,13,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
553,14/02/2022,0,7,5,16,3,756,41,1649,9,174,0.1,1074,TRUE,1.5,2,FALSE,TRUE,TRUE,FALSE,FALSE,3,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
555,14/02/2022,0,1,0,9,2,750,492,3712,16,187,0.5,1502,TRUE,2.2,5,TRUE,TRUE,TRUE,TRUE,TRUE,16,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
557,14/02/2022,0,13,7,13,4,1032,786,584,8,120,0.3,1457,FALSE,0.5,7,FALSE,FALSE,TRUE,FALSE,TRUE,10,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
558,14/02/2022,0,6,3,8,2,1316,1272,3431,40,162,0.6,1315,TRUE,0.9,6,FALSE,TRUE,FALSE,TRUE,TRUE,20,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
560,14/02/2022,0,1,0,16,13,1360,399,3870,63,169,0.8,1604,TRUE,0.5,5,TRUE,TRUE,TRUE,TRUE,TRUE,19,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0,1,0,0,0,22690,1,0
562,15/02/2022,0,4,2,7,5,1802,567,986,44,80,1,1152,FALSE,3,3,TRUE,TRUE,FALSE,FALSE,FALSE,8,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
563,15/02/2022,0,15,10,8,4,1260,1002,3366,40,173,0.1,664,TRUE,2.9,5,FALSE,TRUE,FALSE,TRUE,TRUE,5,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
564,15/02/2022,0,10,9,10,2,540,317,3380,36,174,0.1,1848,FALSE,0.5,6,FALSE,FALSE,FALSE,FALSE,FALSE,17,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
565,15/02/2022,0,19,9,7,1,1886,1080,3095,28,178,0.8,1319,TRUE,2,1,TRUE,FALSE,TRUE,TRUE,TRUE,17,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
567,15/02/2022,0,4,1,17,4,555,185,3785,59,98,0.8,1130,FALSE,1.3,6,TRUE,TRUE,TRUE,TRUE,TRUE,5,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
568,15/02/2022,0,14,11,14,13,1975,208,3801,5,199,0.7,654,TRUE,1.3,4,TRUE,TRUE,TRUE,FALSE,TRUE,9,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
569,15/02/2022,0,1,0,5,0,757,44,2039,42,163,0.1,727,TRUE,0.5,8,TRUE,TRUE,TRUE,TRUE,TRUE,19,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
570,15/02/2022,0,16,7,5,4,695,598,2156,53,88,0.3,1688,TRUE,0.9,6,FALSE,FALSE,TRUE,TRUE,TRUE,20,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
571,15/02/2022,0,2,1,7,5,1130,11,1354,44,136,0.6,1275,FALSE,0.5,8,FALSE,FALSE,FALSE,FALSE,TRUE,11,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
572,15/02/2022,0,14,3,6,1,706,97,3094,37,143,0.4,1108,FALSE,2.2,5,TRUE,TRUE,TRUE,TRUE,TRUE,10,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
574,15/02/2022,0,2,1,9,1,701,303,3725,6,97,0.4,1464,FALSE,0.5,5,FALSE,FALSE,TRUE,TRUE,TRUE,6,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
576,15/02/2022,0,15,9,8,1,589,415,786,57,183,0.6,1749,TRUE,1.1,3,TRUE,FALSE,FALSE,FALSE,TRUE,9,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
578,15/02/2022,0,20,19,5,1,1150,126,1522,47,130,0.6,1506,FALSE,2.9,7,FALSE,TRUE,TRUE,TRUE,TRUE,3,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
579,15/02/2022,0,20,0,18,16,1504,837,1811,23,148,0.5,1887,TRUE,2.1,4,FALSE,FALSE,FALSE,FALSE,TRUE,11,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
581,15/02/2022,0,14,7,15,5,1038,207,2229,30,99,0.5,1422,FALSE,2.8,6,TRUE,TRUE,FALSE,FALSE,TRUE,15,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
583,15/02/2022,0,6,1,13,2,1717,717,886,62,84,0.8,583,TRUE,0.5,8,FALSE,FALSE,TRUE,TRUE,TRUE,13,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
584,15/02/2022,0,5,3,6,3,1494,994,2875,26,128,0.4,941,FALSE,1.3,3,TRUE,FALSE,TRUE,FALSE,TRUE,11,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
588,15/02/2022,0,0,0,8,0,1219,432,386,34,169,0.5,1308,FALSE,0.5,5,TRUE,TRUE,TRUE,FALSE,TRUE,16,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
589,15/02/2022,0,7,1,11,9,1152,2,3131,38,82,1,702,FALSE,1.2,5,FALSE,TRUE,TRUE,FALSE,FALSE,2,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
591,15/02/2022,0,20,16,14,3,1267,568,3730,12,107,0.9,877,FALSE,2.3,4,TRUE,TRUE,TRUE,FALSE,FALSE,18,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
592,15/02/2022,0,11,5,19,15,1239,299,3397,24,184,0.3,1275,TRUE,0.5,2,TRUE,FALSE,TRUE,FALSE,TRUE,19,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
594,15/02/2022,0,1,0,5,4,1505,268,2187,15,131,0.5,510,FALSE,1.3,1,TRUE,FALSE,TRUE,TRUE,TRUE,17,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
595,15/02/2022,0,11,1,14,9,1186,79,3984,42,150,0.2,1038,FALSE,1.8,6,FALSE,TRUE,FALSE,TRUE,TRUE,20,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
596,15/02/2022,0,17,13,12,0,878,797,1561,32,139,0.7,529,TRUE,1.4,2,TRUE,TRUE,TRUE,TRUE,TRUE,3,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
598,15/02/2022,0,18,10,8,2,575,520,1921,13,133,0.2,768,FALSE,2.5,4,TRUE,TRUE,FALSE,FALSE,TRUE,16,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0,1,0,0,0,22691,1,0
599,15/02/2022,3,8,2,13,6,1461,324,1066,30,82,0.2,1780,FALSE,1.5,1,TRUE,TRUE,TRUE,FALSE,FALSE,13,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
600,15/02/2022,3,4,2,13,2,1647,490,773,9,184,0.5,1021,TRUE,0.9,8,TRUE,TRUE,TRUE,TRUE,TRUE,14,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
603,15/02/2022,3,2,0,13,12,1794,1162,1327,51,172,0.3,1138,TRUE,1.8,4,TRUE,TRUE,TRUE,TRUE,TRUE,4,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
605,15/02/2022,3,20,11,18,1,960,783,1692,56,173,0.7,825,TRUE,2.5,3,FALSE,FALSE,FALSE,FALSE,FALSE,19,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
607,15/02/2022,3,19,11,18,9,507,487,2510,40,147,0.1,1383,TRUE,1.7,6,FALSE,FALSE,FALSE,TRUE,TRUE,19,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
609,15/02/2022,3,1,0,10,7,1869,1816,346,63,94,0.2,640,TRUE,2.3,1,FALSE,FALSE,FALSE,FALSE,FALSE,10,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
610,15/02/2022,3,8,3,6,5,1288,46,2872,3,90,0.2,1194,TRUE,2.2,5,FALSE,TRUE,TRUE,FALSE,TRUE,13,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
612,15/02/2022,3,19,6,7,5,1310,451,1783,11,196,0.5,942,TRUE,2.5,5,TRUE,TRUE,FALSE,FALSE,TRUE,18,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
613,15/02/2022,3,16,5,12,4,804,447,482,24,169,0.1,558,TRUE,2.2,4,FALSE,TRUE,FALSE,TRUE,TRUE,4,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
615,15/02/2022,3,1,0,11,2,579,567,1104,52,183,0.1,1210,FALSE,1.3,8,TRUE,FALSE,FALSE,TRUE,TRUE,10,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
616,15/02/2022,3,17,7,19,17,739,346,1141,32,141,0.5,880,TRUE,0.5,4,TRUE,FALSE,TRUE,TRUE,TRUE,20,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
618,15/02/2022,3,19,4,9,0,1735,1444,2602,28,118,1,657,FALSE,1.3,2,TRUE,FALSE,TRUE,FALSE,FALSE,7,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
619,15/02/2022,3,12,6,11,2,1352,685,303,47,98,0.2,1273,FALSE,0.5,1,FALSE,FALSE,TRUE,TRUE,TRUE,14,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
620,15/02/2022,3,0,0,11,3,709,565,585,19,147,0.2,1842,FALSE,0.5,3,FALSE,TRUE,FALSE,TRUE,TRUE,19,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
621,15/02/2022,3,12,8,19,9,1020,870,927,45,99,0.6,1567,TRUE,1.3,4,TRUE,TRUE,FALSE,FALSE,TRUE,12,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
622,15/02/2022,3,13,6,19,8,1822,1032,786,36,128,1,914,FALSE,1.7,2,TRUE,TRUE,TRUE,FALSE,TRUE,13,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
624,15/02/2022,3,18,4,15,13,1531,237,3655,30,175,0.2,873,FALSE,0.5,6,FALSE,TRUE,FALSE,TRUE,TRUE,15,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
627,15/02/2022,3,10,1,6,5,1445,1329,1317,56,119,0.2,630,TRUE,2.2,8,FALSE,FALSE,FALSE,FALSE,TRUE,12,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
629,15/02/2022,3,6,4,11,2,1283,610,2484,17,131,0.6,735,FALSE,0.5,2,FALSE,TRUE,TRUE,TRUE,TRUE,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
630,15/02/2022,3,4,1,7,4,1855,652,1791,41,117,0.3,941,FALSE,2.5,8,TRUE,FALSE,FALSE,TRUE,TRUE,10,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
631,15/02/2022,3,4,1,10,0,1811,957,3607,26,116,0.7,1216,FALSE,1.7,3,FALSE,FALSE,TRUE,FALSE,TRUE,17,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
633,15/02/2022,3,4,3,14,12,613,10,1180,61,138,0.2,934,TRUE,2.4,6,FALSE,TRUE,TRUE,FALSE,FALSE,16,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
634,15/02/2022,3,6,1,10,3,507,282,2026,18,159,0.9,1962,FALSE,0.7,7,TRUE,TRUE,TRUE,TRUE,TRUE,15,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
635,15/02/2022,3,13,0,6,5,502,288,1865,41,85,0.8,574,FALSE,0.5,6,TRUE,TRUE,TRUE,FALSE,FALSE,6,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
637,15/02/2022,3,16,15,9,1,1978,867,2270,37,174,0.9,761,TRUE,1.3,8,FALSE,FALSE,FALSE,TRUE,TRUE,4,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
638,15/02/2022,3,20,14,14,5,1151,60,2940,29,155,0.1,1758,TRUE,2.1,3,TRUE,TRUE,FALSE,FALSE,FALSE,9,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
639,15/02/2022,3,18,13,6,4,1953,1017,1715,47,154,0.6,1745,TRUE,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,16,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
640,15/02/2022,3,6,1,13,10,1723,518,841,40,170,0.2,1657,FALSE,1.9,3,TRUE,TRUE,FALSE,TRUE,TRUE,13,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
641,15/02/2022,3,14,10,14,5,1159,954,3381,26,88,0.5,968,FALSE,0.9,5,TRUE,TRUE,FALSE,TRUE,TRUE,10,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
647,15/02/2022,3,18,16,6,1,1154,137,1403,19,87,0.5,1157,TRUE,2.8,8,TRUE,TRUE,TRUE,FALSE,TRUE,4,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
648,15/02/2022,3,11,7,12,10,1733,1248,1580,45,186,0.1,519,FALSE,0.6,7,TRUE,FALSE,TRUE,TRUE,TRUE,12,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
649,15/02/2022,3,17,1,14,1,1604,1471,1189,51,113,0.2,1308,TRUE,2.2,5,FALSE,TRUE,TRUE,FALSE,FALSE,11,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
650,15/02/2022,3,9,4,12,7,1252,1156,1381,42,144,0.5,1403,FALSE,0.5,8,TRUE,TRUE,FALSE,TRUE,TRUE,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
651,15/02/2022,3,17,2,19,15,1263,766,2826,38,122,0.6,936,FALSE,2.7,1,FALSE,FALSE,FALSE,TRUE,TRUE,10,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
654,15/02/2022,3,18,2,18,6,1729,1559,1141,3,127,0.3,794,FALSE,2.7,2,TRUE,TRUE,FALSE,TRUE,TRUE,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
655,15/02/2022,3,6,3,15,8,1109,973,3964,60,85,0.9,1260,FALSE,1.9,2,TRUE,FALSE,TRUE,FALSE,TRUE,18,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
656,15/02/2022,3,9,2,13,7,811,363,2713,6,191,0.6,1281,TRUE,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,4,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
657,15/02/2022,3,1,0,9,1,1793,1686,2165,17,168,0.2,1208,TRUE,2.7,2,TRUE,FALSE,FALSE,FALSE,TRUE,19,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
658,15/02/2022,3,17,16,14,11,1158,629,1830,44,176,0.7,1023,FALSE,2.8,4,FALSE,TRUE,TRUE,FALSE,FALSE,6,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
659,15/02/2022,3,10,9,7,6,1692,796,3546,36,118,0.1,1515,TRUE,2.2,3,TRUE,FALSE,FALSE,FALSE,TRUE,10,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
660,15/02/2022,3,5,1,7,1,1716,557,2585,45,128,0.6,1333,TRUE,1.8,5,TRUE,TRUE,TRUE,FALSE,TRUE,13,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
661,15/02/2022,3,18,3,11,5,1294,658,873,58,197,1,529,TRUE,2.3,2,FALSE,TRUE,FALSE,TRUE,TRUE,4,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
664,15/02/2022,3,19,13,18,1,736,580,569,56,131,0.8,687,TRUE,2,7,TRUE,TRUE,TRUE,TRUE,TRUE,6,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
665,15/02/2022,3,0,0,7,5,1279,186,3353,62,94,0.2,1153,FALSE,2.8,5,FALSE,TRUE,TRUE,TRUE,TRUE,10,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
666,15/02/2022,3,16,5,7,3,1474,1375,3693,33,118,0.4,1637,FALSE,1.7,6,FALSE,TRUE,TRUE,TRUE,TRUE,8,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
667,15/02/2022,3,16,0,12,5,870,487,503,27,162,0.9,1131,TRUE,0.8,5,FALSE,TRUE,FALSE,TRUE,TRUE,19,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
668,15/02/2022,3,1,0,19,18,1443,180,2406,8,125,1,1764,FALSE,1.2,3,TRUE,TRUE,FALSE,TRUE,TRUE,18,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
669,15/02/2022,3,6,2,8,0,675,595,1715,64,193,0.3,1544,TRUE,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,16,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
670,15/02/2022,3,4,3,10,6,926,241,2179,22,172,0.9,844,TRUE,0.7,7,TRUE,TRUE,FALSE,TRUE,TRUE,6,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
671,15/02/2022,3,9,4,14,4,1496,19,3071,5,158,0.8,985,TRUE,0.5,8,FALSE,TRUE,TRUE,TRUE,TRUE,16,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
673,15/02/2022,3,12,3,6,3,867,199,3375,14,114,0.5,1906,FALSE,0.9,4,TRUE,FALSE,TRUE,FALSE,TRUE,19,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
674,15/02/2022,3,18,11,17,1,1318,659,2921,40,108,0.9,617,FALSE,2.1,1,FALSE,FALSE,TRUE,FALSE,FALSE,19,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
676,15/02/2022,3,2,0,6,3,722,390,3947,56,167,0.7,716,TRUE,1.3,1,TRUE,TRUE,TRUE,TRUE,TRUE,5,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
677,15/02/2022,3,2,1,5,0,1710,805,2650,54,182,0.8,676,FALSE,1,5,FALSE,FALSE,FALSE,TRUE,TRUE,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
679,15/02/2022,3,0,0,19,0,1465,1028,336,62,147,0.6,1857,FALSE,1.9,1,FALSE,FALSE,TRUE,FALSE,FALSE,5,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
680,15/02/2022,3,14,8,6,0,655,287,625,10,85,0.1,524,TRUE,0.9,7,TRUE,FALSE,TRUE,TRUE,TRUE,4,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
682,15/02/2022,3,3,2,15,11,1601,525,1042,8,153,0.5,553,FALSE,0.5,4,TRUE,TRUE,TRUE,TRUE,TRUE,15,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
683,15/02/2022,3,12,10,18,14,1496,1176,2141,8,181,1,1012,TRUE,2.2,3,FALSE,TRUE,TRUE,TRUE,TRUE,15,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
686,15/02/2022,3,10,5,10,8,1978,1805,2310,12,183,1,804,FALSE,1.5,1,FALSE,FALSE,FALSE,TRUE,TRUE,13,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
688,15/02/2022,3,11,7,10,6,1889,808,1988,39,176,0.1,1500,FALSE,2.8,8,FALSE,FALSE,TRUE,FALSE,TRUE,10,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
689,15/02/2022,3,6,4,17,1,1220,666,2786,37,135,0.7,1425,FALSE,1.2,7,FALSE,TRUE,FALSE,TRUE,TRUE,19,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
690,15/02/2022,3,5,4,11,5,1506,98,1972,3,197,0.4,547,TRUE,2.4,8,FALSE,FALSE,TRUE,TRUE,TRUE,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
691,15/02/2022,3,17,13,5,3,1670,339,1828,26,115,0.5,1886,TRUE,3,1,FALSE,FALSE,FALSE,TRUE,TRUE,15,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
692,15/02/2022,3,13,1,17,8,1255,1235,3286,4,111,0.5,1804,FALSE,0.5,1,FALSE,TRUE,FALSE,TRUE,TRUE,17,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
693,15/02/2022,3,6,2,7,6,558,295,1282,2,172,0.4,685,TRUE,2.2,3,TRUE,FALSE,TRUE,TRUE,TRUE,10,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3,1,3,3,3,22691,1,3
