CameraID,ScreenID,MemoryID,TechSpecID,date,price_range,Camera.pc,Camera.fc,Screen.sc_h,Screen.sc_w,Screen.px_width,Screen.px_height,Memory.ram,Memory.int_memory,TechSpec.mobile_wt,TechSpec.m_dep,TechSpec.battery_power,TechSpec.touch_screen,TechSpec.clock_speed,TechSpec.n_cores,TechSpec.wifi,TechSpec.blue,TechSpec.dual_sim,TechSpec.four_g,TechSpec.three_g,TechSpec.talk_time,Camera.COUNT(Sales),Camera.MAX(Sales.price_range),Camera.MEAN(Sales.price_range),Camera.MIN(Sales.price_range),Camera.MODE(Sales.date),Camera.NUM_UNIQUE(Sales.date),Camera.SKEW(Sales.price_range),Camera.STD(Sales.price_range),Camera.SUM(Sales.price_range),Screen.COUNT(Sales),Screen.MAX(Sales.price_range),Screen.MEAN(Sales.price_range),Screen.MIN(Sales.price_range),Screen.MODE(Sales.date),Screen.NUM_UNIQUE(Sales.date),Screen.SKEW(Sales.price_range),Screen.STD(Sales.price_range),Screen.SUM(Sales.price_range),Memory.COUNT(Sales),Memory.MAX(Sales.price_range),Memory.MEAN(Sales.price_range),Memory.MIN(Sales.price_range),Memory.MODE(Sales.date),Memory.NUM_UNIQUE(Sales.date),Memory.SKEW(Sales.price_range),Memory.STD(Sales.price_range),Memory.SUM(Sales.price_range),TechSpec.COUNT(Sales),TechSpec.MAX(Sales.price_range),TechSpec.MEAN(Sales.price_range),TechSpec.MIN(Sales.price_range),TechSpec.MODE(Sales.date),TechSpec.NUM_UNIQUE(Sales.date),TechSpec.SKEW(Sales.price_range),TechSpec.STD(Sales.price_range),TechSpec.SUM(Sales.price_range)
10595,20595,30595,40595,15/02/2022,0,11,1,14,9,1186,79.0,3984,42.0,150,0.2,1038,False,1.8,6,False,True,False,True,True,20,1,0.0,0.0,0.0,15/02/2022,1,,,0.0,1,0.0,0.0,0.0,15/02/2022,1,,,0.0,1,0.0,0.0,0.0,15/02/2022,1,,,0.0,1,0.0,0.0,0.0,15/02/2022,1,,,0.0
10596,20596,30596,40596,15/02/2022,0,17,13,12,0,878,797.0,1561,32.0,139,0.7,529,True,1.4,2,True,True,True,True,True,3,1,0.0,0.0,0.0,15/02/2022,1,,,0.0,1,0.0,0.0,0.0,15/02/2022,1,,,0.0,1,0.0,0.0,0.0,15/02/2022,1,,,0.0,1,0.0,0.0,0.0,15/02/2022,1,,,0.0
10597,20597,30597,40597,15/02/2022,0,17,8,7,5,1688,1153.0,2307,20.0,157,0.7,1203,False,1.7,3,True,True,False,True,True,11,1,0.0,0.0,0.0,15/02/2022,1,,,0.0,1,0.0,0.0,0.0,15/02/2022,1,,,0.0,1,0.0,0.0,0.0,15/02/2022,1,,,0.0,1,0.0,0.0,0.0,15/02/2022,1,,,0.0
10598,20598,30598,40598,15/02/2022,0,18,10,8,2,575,520.0,1921,13.0,133,0.2,768,False,2.5,4,True,True,False,False,True,16,1,0.0,0.0,0.0,15/02/2022,1,,,0.0,1,0.0,0.0,0.0,15/02/2022,1,,,0.0,1,0.0,0.0,0.0,15/02/2022,1,,,0.0,1,0.0,0.0,0.0,15/02/2022,1,,,0.0
10599,20599,30599,40599,15/02/2022,3,8,2,13,6,1461,324.0,1066,30.0,82,0.2,1780,False,1.5,1,True,True,True,False,False,13,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10600,20600,30600,40600,15/02/2022,3,4,2,13,2,1647,490.0,773,9.0,184,0.5,1021,True,0.9,8,True,True,True,True,True,14,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10601,20601,30601,40601,15/02/2022,3,1,0,16,14,971,158.0,1038,35.0,199,0.1,1334,False,1.2,2,False,False,True,False,True,17,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10602,20602,30602,40602,15/02/2022,3,3,2,9,8,1886,1788.0,2225,34.0,133,0.6,1153,False,0.5,3,True,True,False,True,True,8,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10603,20603,30603,40603,15/02/2022,3,2,0,13,12,1794,1162.0,1327,51.0,172,0.3,1138,True,1.8,4,True,True,True,True,True,4,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10604,20604,30604,40604,15/02/2022,3,18,13,14,3,1047,508.0,668,4.0,178,0.9,1263,True,2.3,7,False,False,False,False,False,4,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10605,20605,30605,40605,15/02/2022,3,20,11,18,1,960,783.0,1692,56.0,173,0.7,825,True,2.5,3,False,False,False,False,False,19,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10606,20606,30606,40606,15/02/2022,3,20,10,18,17,1937,1634.0,1021,16.0,172,0.1,1894,True,0.5,3,False,True,True,False,True,16,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10607,20607,30607,40607,15/02/2022,3,19,11,18,9,507,487.0,2510,40.0,147,0.1,1383,True,1.7,6,False,False,False,True,True,19,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10608,20608,30608,40608,15/02/2022,3,9,2,5,0,1784,551.0,2388,27.0,167,0.5,837,True,1.1,4,True,True,True,False,False,14,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10609,20609,30609,40609,15/02/2022,3,1,0,10,7,1869,1816.0,346,63.0,94,0.2,640,True,2.3,1,False,False,False,False,False,10,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10610,20610,30610,40610,15/02/2022,3,8,3,6,5,1288,46.0,2872,3.0,90,0.2,1194,True,2.2,5,False,True,True,False,True,13,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10611,20611,30611,40611,15/02/2022,3,9,2,15,4,914,12.0,3616,44.0,127,0.6,520,False,0.6,3,False,False,True,True,True,18,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10612,20612,30612,40612,15/02/2022,3,19,6,7,5,1310,451.0,1783,11.0,196,0.5,942,True,2.5,5,True,True,False,False,True,18,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10613,20613,30613,40613,15/02/2022,3,16,5,12,4,804,447.0,482,24.0,169,0.1,558,True,2.2,4,False,True,False,True,True,4,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10614,20614,30614,40614,15/02/2022,3,15,9,6,5,1649,633.0,3352,56.0,111,0.5,1733,False,1.6,6,False,False,True,False,True,9,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10615,20615,30615,40615,15/02/2022,3,1,0,11,2,579,567.0,1104,52.0,183,0.1,1210,False,1.3,8,True,False,False,True,True,10,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10616,20616,30616,40616,15/02/2022,3,17,7,19,17,739,346.0,1141,32.0,141,0.5,880,True,0.5,4,True,False,True,True,True,20,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10617,20617,30617,40617,15/02/2022,3,7,4,9,5,1084,76.0,3691,60.0,171,0.4,1938,True,1.4,2,False,True,True,False,True,3,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10618,20618,30618,40618,15/02/2022,3,19,4,9,0,1735,1444.0,2602,28.0,118,1.0,657,False,1.3,2,True,False,True,False,False,7,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10619,20619,30619,40619,15/02/2022,3,12,6,11,2,1352,685.0,303,47.0,98,0.2,1273,False,0.5,1,False,False,True,True,True,14,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10620,20620,30620,40620,15/02/2022,3,0,0,11,3,709,565.0,585,19.0,147,0.2,1842,False,0.5,3,False,True,False,True,True,19,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10621,20621,30621,40621,15/02/2022,3,12,8,19,9,1020,870.0,927,45.0,99,0.6,1567,True,1.3,4,True,True,False,False,True,12,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10622,20622,30622,40622,15/02/2022,3,13,6,19,8,1822,1032.0,786,36.0,128,1.0,914,False,1.7,2,True,True,True,False,True,13,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10623,20623,30623,40623,15/02/2022,3,6,4,13,2,1584,661.0,294,22.0,119,0.1,1568,True,1.8,8,False,False,True,False,False,2,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10624,20624,30624,40624,15/02/2022,3,18,4,15,13,1531,237.0,3655,30.0,175,0.2,873,False,0.5,6,False,True,False,True,True,15,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10625,20625,30625,40625,15/02/2022,3,5,0,11,9,810,352.0,286,57.0,108,0.8,1371,False,0.5,4,False,False,False,True,True,9,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10626,20626,30626,40626,15/02/2022,3,7,1,17,8,793,426.0,3285,15.0,100,0.9,1739,True,1.0,1,False,False,False,False,False,9,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10627,20627,30627,40627,15/02/2022,3,10,1,6,5,1445,1329.0,1317,56.0,119,0.2,630,True,2.2,8,False,False,False,False,True,12,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10628,20628,30628,40628,15/02/2022,3,9,0,17,6,1511,346.0,3547,54.0,112,0.3,1507,False,3.0,6,True,False,False,True,True,18,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10629,20629,30629,40629,15/02/2022,3,6,4,11,2,1283,610.0,2484,17.0,131,0.6,735,False,0.5,2,False,True,True,True,True,3,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10630,20630,30630,40630,15/02/2022,3,4,1,7,4,1855,652.0,1791,41.0,117,0.3,941,False,2.5,8,True,False,False,True,True,10,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10631,20631,30631,40631,15/02/2022,3,4,1,10,0,1811,957.0,3607,26.0,116,0.7,1216,False,1.7,3,False,False,True,False,True,17,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10632,20632,30632,40632,15/02/2022,3,15,10,6,3,997,972.0,3521,3.0,148,0.6,621,True,1.9,8,False,True,True,False,False,10,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10633,20633,30633,40633,15/02/2022,3,4,3,14,12,613,10.0,1180,61.0,138,0.2,934,True,2.4,6,False,True,True,False,False,16,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10634,20634,30634,40634,15/02/2022,3,6,1,10,3,507,282.0,2026,18.0,159,0.9,1962,False,0.7,7,True,True,True,True,True,15,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10635,20635,30635,40635,15/02/2022,3,13,0,6,5,502,288.0,1865,41.0,85,0.8,574,False,0.5,6,True,True,True,False,False,6,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10636,20636,30636,40636,15/02/2022,3,6,3,10,2,1986,257.0,3471,56.0,158,0.6,1078,False,2.5,2,False,True,False,False,True,2,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10637,20637,30637,40637,15/02/2022,3,16,15,9,1,1978,867.0,2270,37.0,174,0.9,761,True,1.3,8,False,False,False,True,True,4,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10638,20638,30638,40638,15/02/2022,3,20,14,14,5,1151,60.0,2940,29.0,155,0.1,1758,True,2.1,3,True,True,False,False,False,9,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10639,20639,30639,40639,15/02/2022,3,18,13,6,4,1953,1017.0,1715,47.0,154,0.6,1745,True,2.0,2,True,True,False,False,False,16,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10640,20640,30640,40640,15/02/2022,3,6,1,13,10,1723,518.0,841,40.0,170,0.2,1657,False,1.9,3,True,True,False,True,True,13,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10641,20641,30641,40641,15/02/2022,3,14,10,14,5,1159,954.0,3381,26.0,88,0.5,968,False,0.9,5,True,True,False,True,True,10,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10642,20642,30642,40642,15/02/2022,3,10,1,5,4,1293,871.0,337,10.0,105,1.0,1329,True,2.8,4,False,False,True,False,False,5,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10643,20643,30643,40643,15/02/2022,3,4,2,11,6,1623,927.0,1868,13.0,147,0.7,1923,True,0.5,2,False,False,False,True,True,3,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10644,20644,30644,40644,15/02/2022,3,0,0,19,18,586,519.0,1509,53.0,200,0.4,613,True,2.5,8,True,False,False,False,True,13,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10645,20645,30645,40645,15/02/2022,3,9,4,17,0,862,682.0,2903,53.0,141,0.5,1268,True,2.7,1,False,False,False,False,False,16,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10646,20646,30646,40646,15/02/2022,3,5,2,8,6,1527,491.0,1231,3.0,83,0.6,519,True,2.9,3,True,True,False,False,True,16,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10647,20647,30647,40647,15/02/2022,3,18,16,6,1,1154,137.0,1403,19.0,87,0.5,1157,True,2.8,8,True,True,True,False,True,4,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10648,20648,30648,40648,15/02/2022,3,11,7,12,10,1733,1248.0,1580,45.0,186,0.1,519,False,0.6,7,True,False,True,True,True,12,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10649,20649,30649,40649,15/02/2022,3,17,1,14,1,1604,1471.0,1189,51.0,113,0.2,1308,True,2.2,5,False,True,True,False,False,11,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10650,20650,30650,40650,15/02/2022,3,9,4,12,7,1252,1156.0,1381,42.0,144,0.5,1403,False,0.5,8,True,True,False,True,True,3,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10651,20651,30651,40651,15/02/2022,3,17,2,19,15,1263,766.0,2826,38.0,122,0.6,936,False,2.7,1,False,False,False,True,True,10,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10652,20652,30652,40652,15/02/2022,3,10,8,17,14,1389,1369.0,1342,31.0,183,0.5,1878,True,0.8,7,True,False,True,False,False,18,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10653,20653,30653,40653,15/02/2022,3,4,1,6,0,1387,456.0,3386,2.0,92,1.0,1141,False,2.9,2,False,True,True,True,True,11,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10654,20654,30654,40654,15/02/2022,3,18,2,18,6,1729,1559.0,1141,3.0,127,0.3,794,False,2.7,2,True,True,False,True,True,3,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10655,20655,30655,40655,15/02/2022,3,6,3,15,8,1109,973.0,3964,60.0,85,0.9,1260,False,1.9,2,True,False,True,False,True,18,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10656,20656,30656,40656,15/02/2022,3,9,2,13,7,811,363.0,2713,6.0,191,0.6,1281,True,3.0,2,False,False,True,True,True,4,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10657,20657,30657,40657,15/02/2022,3,1,0,9,1,1793,1686.0,2165,17.0,168,0.2,1208,True,2.7,2,True,False,False,False,True,19,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10658,20658,30658,40658,15/02/2022,3,17,16,14,11,1158,629.0,1830,44.0,176,0.7,1023,False,2.8,4,False,True,True,False,False,6,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10659,20659,30659,40659,15/02/2022,3,10,9,7,6,1692,796.0,3546,36.0,118,0.1,1515,True,2.2,3,True,False,False,False,True,10,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10660,20660,30660,40660,15/02/2022,3,5,1,7,1,1716,557.0,2585,45.0,128,0.6,1333,True,1.8,5,True,True,True,False,True,13,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10661,20661,30661,40661,15/02/2022,3,18,3,11,5,1294,658.0,873,58.0,197,1.0,529,True,2.3,2,False,True,False,True,True,4,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10662,20662,30662,40662,15/02/2022,3,15,6,19,14,973,939.0,1664,41.0,81,0.9,1887,False,1.7,8,False,False,False,True,True,14,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10663,20663,30663,40663,15/02/2022,3,16,12,16,3,512,140.0,3334,41.0,92,0.3,876,False,2.7,7,True,False,False,True,True,14,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
10664,20664,30664,40664,15/02/2022,3,19,13,18,1,736,580.0,569,56.0,131,0.8,687,True,2.0,7,True,True,True,True,True,6,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0,1,3.0,3.0,3.0,15/02/2022,1,,,3.0
