date,sc_w,sc_h,ram,px_width,px_height,mobile_wt,m_dep,int_memory,fc,clock_speed,talk_time,pc,n_cores,battery_power,blue,touch_screen,wifi,dual_sim,four_g,three_g,price_range
15/02/2022,3,5,1828,1670,339.0,115,0.5,26.0,13,3.0,15,17,1,1886,false,true,false,false,true,true,3
15/02/2022,8,17,3286,1255,1235.0,111,0.5,4.0,1,0.5,17,13,1,1804,true,false,false,false,true,true,3
15/02/2022,6,7,1282,558,295.0,172,0.4,2.0,2,2.2,10,6,3,685,false,true,true,true,true,true,3
15/02/2022,5,16,1562,682,346.0,111,0.9,22.0,8,0.5,11,12,2,1352,false,false,false,true,true,true,3
15/02/2022,4,12,1202,518,116.0,180,0.1,18.0,0,2.5,18,1,4,1785,true,false,true,false,false,false,3
15/02/2022,11,16,2262,758,353.0,143,0.5,61.0,4,1.9,10,5,6,1300,false,false,false,true,false,false,3
15/02/2022,4,6,2828,1598,483.0,199,0.5,33.0,2,2.1,15,5,8,1184,true,true,true,false,true,true,3
15/02/2022,0,8,2025,1671,486.0,198,0.2,24.0,7,2.3,19,16,2,1180,false,false,false,true,true,true,3
15/02/2022,4,11,621,695,287.0,102,0.6,2.0,13,0.9,7,15,4,886,true,true,false,true,true,true,3
15/02/2022,0,15,293,1484,871.0,98,0.9,12.0,9,1.5,9,20,6,1309,false,true,false,false,true,true,3
15/02/2022,13,15,2001,1701,846.0,188,0.3,38.0,1,0.5,17,5,3,744,false,true,false,false,false,true,3
15/02/2022,11,15,393,1211,744.0,172,0.9,59.0,1,2.0,16,3,6,1408,true,false,true,true,true,true,3
15/02/2022,7,13,714,1042,138.0,93,0.8,32.0,1,2.7,16,5,8,734,true,false,true,true,true,true,3
15/02/2022,3,9,3460,1854,1010.0,128,0.4,28.0,0,1.4,3,1,3,500,false,true,true,false,false,true,3
15/02/2022,4,6,1019,766,699.0,186,0.7,45.0,0,2.8,5,0,1,1745,false,true,false,true,false,false,3
15/02/2022,0,15,1692,609,501.0,171,0.2,43.0,6,1.0,18,13,3,1296,true,false,false,true,false,true,3
15/02/2022,9,13,2213,1308,436.0,83,0.6,51.0,15,0.5,12,18,2,1256,false,true,false,false,true,true,3
15/02/2022,4,17,655,1025,406.0,109,0.6,20.0,8,1.8,13,19,5,782,true,true,false,true,false,false,3
15/02/2022,0,5,1567,718,403.0,105,0.7,24.0,5,0.8,8,7,4,965,true,false,false,false,false,false,3
15/02/2022,4,12,1706,1487,248.0,196,0.2,14.0,4,2.9,5,18,6,652,true,false,false,true,true,true,3
15/02/2022,7,16,1017,1374,1236.0,112,0.7,29.0,6,2.8,11,13,7,1847,false,true,false,true,false,true,3
15/02/2022,0,7,2951,1338,1247.0,120,0.5,46.0,9,2.1,3,19,4,1363,true,false,false,true,true,true,3
15/02/2022,14,18,533,1045,198.0,112,0.4,39.0,0,0.5,17,1,5,1946,false,true,true,false,true,true,3
15/02/2022,11,14,3340,1776,1281.0,88,0.8,53.0,2,1.6,19,14,6,1701,true,true,false,true,true,true,3
15/02/2022,4,6,2765,808,141.0,83,0.9,38.0,13,0.5,7,20,6,1754,true,true,false,true,false,true,3
15/02/2022,1,5,3881,1714,1001.0,94,1.0,37.0,0,2.9,14,1,4,1938,false,true,false,false,true,true,3
15/02/2022,9,14,332,1521,663.0,107,0.3,52.0,10,2.6,7,12,7,992,true,false,true,true,false,false,3
15/02/2022,5,6,519,1612,1610.0,110,0.8,38.0,7,2.4,7,9,2,897,false,true,false,true,true,true,3
15/02/2022,13,15,1683,1295,993.0,112,0.9,58.0,7,0.5,16,9,3,1423,true,true,true,true,false,false,3
15/02/2022,7,13,2629,817,643.0,97,0.4,23.0,6,0.5,11,17,5,1343,false,false,true,true,true,true,3
15/02/2022,5,11,2587,985,883.0,141,0.8,52.0,5,2.6,6,18,3,761,true,true,true,false,true,true,3
15/02/2022,7,18,1828,831,392.0,134,0.1,20.0,3,1.4,13,6,8,1742,false,true,true,true,true,true,3
15/02/2022,10,15,608,586,71.0,198,0.9,51.0,0,0.8,19,5,5,1181,true,false,false,true,true,true,3
15/02/2022,3,18,1446,1035,823.0,197,0.9,58.0,1,1.7,2,17,3,1754,false,true,true,true,true,true,3
15/02/2022,2,17,2258,1064,245.0,86,0.8,58.0,0,0.5,16,3,2,1315,true,true,false,true,true,true,3
15/02/2022,4,8,558,1185,893.0,130,0.5,38.0,0,2.9,11,10,1,649,false,true,true,false,false,true,3
15/02/2022,7,9,1666,751,108.0,109,1.0,25.0,2,0.6,18,9,6,1967,true,true,true,false,false,true,3
15/02/2022,8,14,2244,880,801.0,179,0.8,12.0,2,1.7,14,9,2,926,false,false,true,false,false,false,3
15/02/2022,13,14,758,925,129.0,191,0.2,33.0,9,1.8,8,19,8,933,false,false,false,true,false,false,3
15/02/2022,12,17,1061,1993,849.0,200,0.2,58.0,12,1.7,5,14,5,913,false,false,false,true,false,false,3
15/02/2022,0,9,3421,924,697.0,193,0.2,57.0,1,0.5,15,6,1,1651,false,true,true,false,true,true,3
15/02/2022,14,17,3950,1851,1068.0,117,0.5,42.0,5,1.7,19,7,5,1154,true,true,false,false,true,true,3
15/02/2022,10,11,1435,623,450.0,181,0.2,32.0,5,1.6,13,16,1,1181,true,true,false,true,true,true,3
15/02/2022,3,14,3142,668,242.0,181,0.4,63.0,0,0.5,16,6,8,1933,false,true,true,true,false,true,3
15/02/2022,4,16,1579,937,601.0,170,1.0,38.0,8,1.4,19,10,5,1341,false,false,true,false,true,true,3
15/02/2022,0,18,2987,517,45.0,89,0.3,3.0,3,1.5,16,8,1,534,true,false,true,true,true,true,3
16/02/2022,3,12,3269,1928,1243.0,95,0.7,28.0,7,0.9,19,8,6,1324,true,true,true,true,true,true,3
16/02/2022,3,9,406,1289,156.0,112,0.9,9.0,7,2.6,5,12,2,1803,true,false,false,false,true,true,3
16/02/2022,6,10,1604,630,81.0,146,0.1,53.0,1,2.7,6,3,4,1888,true,true,true,false,true,true,3
16/02/2022,7,12,793,1644,93.0,162,0.4,40.0,4,1.0,3,7,5,1540,false,false,false,false,true,true,3
16/02/2022,10,13,1983,1015,945.0,157,0.9,15.0,5,2.4,11,6,8,1590,true,false,false,false,false,true,3
16/02/2022,1,16,2637,769,19.0,130,0.6,24.0,11,0.5,6,16,2,1183,false,true,true,true,false,true,3
16/02/2022,0,10,879,1159,217.0,145,0.8,45.0,1,0.5,3,16,4,1774,true,false,false,true,false,false,3
16/02/2022,0,8,3258,1805,1526.0,137,0.7,27.0,2,2.1,2,15,1,1159,false,false,false,false,true,true,3
16/02/2022,4,12,2380,779,303.0,159,0.5,10.0,0,1.9,16,3,1,723,true,false,false,true,true,true,3
16/02/2022,5,8,564,1317,272.0,91,0.4,6.0,3,0.9,12,9,1,543,false,false,true,false,true,true,3
16/02/2022,1,12,3543,665,539.0,148,0.1,40.0,18,0.5,11,20,1,1348,true,false,false,true,false,false,3
16/02/2022,3,5,1039,876,169.0,111,0.8,57.0,18,0.6,8,20,5,1836,false,true,true,false,true,true,3
16/02/2022,9,11,1895,750,599.0,117,0.7,31.0,0,1.3,12,0,8,1290,false,true,true,false,false,false,3
16/02/2022,1,11,1315,1573,446.0,185,0.1,5.0,3,2.9,4,6,3,645,true,false,false,true,false,true,3
16/02/2022,0,8,2801,1733,460.0,119,0.7,58.0,2,2.0,5,3,7,1654,false,false,false,false,false,true,3
16/02/2022,1,11,3786,1518,1094.0,95,1.0,3.0,0,2.3,2,0,2,1156,true,true,false,true,true,true,3
16/02/2022,5,6,3065,1683,1096.0,194,0.4,43.0,4,2.6,11,8,6,1341,true,true,false,false,false,false,3
16/02/2022,8,10,2338,1541,249.0,121,0.8,40.0,8,0.6,4,12,8,1427,false,false,false,false,true,true,3
16/02/2022,0,9,3137,1791,287.0,143,0.5,7.0,1,1.6,11,14,8,1541,false,true,false,false,true,true,3
16/02/2022,5,16,575,1760,181.0,139,0.1,41.0,9,1.4,20,17,2,1693,true,false,true,false,false,false,3
16/02/2022,11,16,3600,1215,995.0,178,0.6,23.0,13,3.0,9,18,3,1567,false,true,true,false,false,true,3
16/02/2022,6,18,2545,1210,186.0,173,0.9,35.0,5,1.7,4,6,4,1564,false,true,true,false,false,true,3
16/02/2022,11,14,541,757,35.0,103,0.4,11.0,4,1.1,13,9,7,1787,false,true,true,false,false,true,3
16/02/2022,2,18,1686,657,128.0,90,0.4,33.0,12,0.6,18,14,2,770,true,false,true,false,true,true,3
16/02/2022,7,12,989,802,196.0,189,0.5,7.0,1,0.8,8,4,7,1748,true,true,false,false,false,false,3
16/02/2022,13,14,2691,1706,35.0,85,0.1,47.0,0,0.5,19,0,7,1859,false,false,true,true,true,true,3
16/02/2022,7,8,3787,1669,769.0,163,0.6,6.0,5,0.9,18,17,6,975,true,false,false,false,false,false,3
16/02/2022,7,12,2138,1670,1455.0,172,0.6,10.0,2,0.9,18,5,7,1597,false,false,false,true,true,true,3
16/02/2022,3,13,763,726,36.0,108,0.7,42.0,9,2.3,14,12,4,1941,false,true,true,true,false,false,3
16/02/2022,16,19,2260,1222,1009.0,133,0.6,49.0,6,2.6,2,20,7,1061,false,false,true,true,false,false,3
16/02/2022,2,13,1732,1668,495.0,191,0.5,11.0,7,2.0,13,11,4,1620,true,false,true,true,true,true,3
16/02/2022,15,17,2716,1760,875.0,129,1.0,51.0,5,1.3,2,15,3,1366,true,true,false,false,false,false,3
16/02/2022,7,16,1424,553,59.0,107,0.1,46.0,9,1.7,13,19,2,1324,false,false,false,true,false,true,3
16/02/2022,1,6,267,1248,550.0,129,0.2,39.0,1,2.6,15,2,5,1363,true,true,false,true,true,true,3
16/02/2022,2,6,3153,544,509.0,148,0.4,18.0,0,2.8,7,13,5,1570,true,true,true,false,true,true,3
16/02/2022,1,6,2905,592,351.0,83,0.4,64.0,6,2.1,2,16,5,1524,false,true,true,true,true,true,3
16/02/2022,13,19,1435,536,481.0,93,0.3,2.0,0,2.1,2,0,3,1179,false,true,false,false,false,false,3
16/02/2022,6,11,3596,516,57.0,90,0.9,2.0,8,0.5,6,11,2,1555,false,true,true,true,true,true,3
16/02/2022,10,17,1831,1485,74.0,159,0.5,15.0,1,0.5,7,10,5,981,true,true,true,true,false,true,3
16/02/2022,5,10,2099,1125,588.0,194,0.4,8.0,6,2.5,4,7,1,1920,true,true,true,false,true,true,3
16/02/2022,7,16,1790,1512,556.0,84,0.1,54.0,0,0.5,19,1,6,1470,false,true,true,false,false,false,3
16/02/2022,5,7,1190,1962,757.0,108,0.2,13.0,5,0.8,17,7,8,1986,false,true,false,false,true,true,3
16/02/2022,1,6,1767,1676,1023.0,94,0.6,19.0,2,2.8,8,3,4,1371,false,false,true,true,true,true,3
16/02/2022,4,8,3199,1353,588.0,85,0.1,25.0,5,1.6,4,15,3,1852,false,false,false,true,true,true,3
16/02/2022,0,17,1621,1131,861.0,182,0.1,6.0,7,1.4,19,10,8,1472,false,false,true,true,false,true,3
16/02/2022,3,13,2364,579,159.0,101,0.8,29.0,18,1.2,3,19,6,1055,true,true,true,true,true,true,3
16/02/2022,14,15,2202,785,35.0,173,0.3,3.0,0,2.1,5,12,2,1371,true,true,true,true,false,true,3
16/02/2022,13,14,2753,1910,349.0,199,0.4,38.0,0,1.1,20,2,7,782,false,false,true,false,true,true,3
16/02/2022,4,12,1005,1680,667.0,82,0.5,36.0,6,0.9,15,12,5,1452,true,false,true,true,true,true,3
16/02/2022,3,19,889,889,527.0,135,0.7,33.0,11,2.0,9,12,1,519,true,true,false,true,true,true,3
16/02/2022,8,14,2158,576,135.0,86,0.9,10.0,16,1.8,4,18,3,1989,false,false,false,true,true,true,3
16/02/2022,7,12,1966,1810,318.0,166,0.1,15.0,0,1.6,7,1,5,1754,false,false,false,false,false,true,3
16/02/2022,8,14,774,896,579.0,144,0.1,42.0,3,1.0,10,4,7,1329,false,true,true,false,true,true,3
16/02/2022,3,12,2856,1425,762.0,114,0.4,42.0,0,1.1,2,4,1,1093,false,false,true,true,false,false,3
16/02/2022,13,15,343,1359,5.0,95,0.3,38.0,5,2.2,12,9,7,986,true,true,false,true,true,true,3
16/02/2022,4,18,475,1812,1768.0,107,0.4,39.0,7,1.1,16,16,4,848,false,false,false,true,true,true,3
16/02/2022,2,15,1182,994,841.0,152,0.5,21.0,4,0.5,19,6,7,1146,false,false,false,true,true,true,3
16/02/2022,6,8,1169,1642,258.0,103,0.2,59.0,0,0.5,10,16,6,841,true,false,false,false,false,false,3
16/02/2022,4,13,3386,555,211.0,119,0.1,40.0,0,0.9,2,1,3,1140,true,false,false,true,false,true,3
16/02/2022,0,5,3626,922,650.0,100,0.5,8.0,4,1.8,14,8,3,1091,true,true,true,true,false,true,3
16/02/2022,4,16,3934,681,493.0,108,0.4,25.0,8,0.7,5,20,7,1360,false,false,false,false,true,true,3
16/02/2022,1,11,3913,1246,1019.0,154,0.2,28.0,2,1.0,16,6,4,1038,false,true,false,false,false,true,3
16/02/2022,8,14,851,1981,110.0,152,0.4,46.0,4,2.5,2,11,1,1111,false,false,false,true,false,false,3
16/02/2022,12,18,1458,1470,892.0,121,0.8,52.0,8,0.5,19,19,3,1220,false,true,true,true,false,false,3
16/02/2022,0,13,2363,635,555.0,188,0.9,52.0,9,1.8,9,11,5,1636,true,false,true,false,false,false,3
16/02/2022,2,15,1966,1137,179.0,187,0.8,23.0,2,1.6,7,8,2,1800,true,false,false,true,false,false,3
16/02/2022,0,8,2179,1936,4.0,130,0.6,49.0,5,2.4,20,9,1,674,true,true,false,false,false,true,3
16/02/2022,6,19,615,700,669.0,192,0.5,3.0,4,2.4,12,5,8,1591,true,false,true,false,false,true,3
16/02/2022,0,7,305,1044,345.0,145,0.6,61.0,5,0.8,14,16,3,1190,false,true,false,false,false,false,3
16/02/2022,1,12,3106,1539,563.0,99,0.2,35.0,4,2.8,16,5,6,572,false,false,false,false,true,true,3
16/02/2022,5,16,2080,535,381.0,143,1.0,64.0,0,2.9,15,0,8,1143,true,true,true,false,false,false,3
16/02/2022,7,10,592,1764,444.0,185,0.4,36.0,13,0.5,18,16,1,1492,false,false,true,false,false,false,3
16/02/2022,11,15,2502,1005,48.0,163,0.8,27.0,9,2.3,2,11,8,1825,true,false,true,false,true,true,3
16/02/2022,12,13,941,648,221.0,83,0.6,45.0,2,2.4,7,8,5,1450,true,false,true,false,true,true,3
16/02/2022,4,5,2532,1634,1260.0,121,0.4,48.0,4,2.3,14,8,1,1629,true,false,false,false,false,true,3
16/02/2022,7,17,2981,1854,486.0,144,0.7,46.0,0,0.5,14,0,2,669,false,false,true,true,false,false,3
16/02/2022,7,17,2956,1825,615.0,163,0.2,10.0,2,1.1,20,11,5,575,true,false,true,false,false,true,3
16/02/2022,2,8,2281,721,638.0,112,0.9,56.0,3,2.8,14,18,4,900,true,true,true,false,false,true,3
16/02/2022,3,6,2688,824,809.0,112,0.7,42.0,4,0.5,3,7,7,1057,true,false,false,false,true,true,3
16/02/2022,2,9,522,1350,1114.0,116,0.8,24.0,16,0.8,20,20,5,1247,false,true,true,true,false,false,3
16/02/2022,6,7,2179,883,0.0,153,1.0,43.0,8,1.3,20,15,5,1992,true,true,false,true,true,true,3
16/02/2022,0,16,1901,514,346.0,162,0.7,17.0,1,2.1,9,3,4,974,false,false,true,false,true,true,3
16/02/2022,15,18,3163,1219,900.0,116,0.4,47.0,8,0.5,11,9,8,1715,true,false,true,true,true,true,3
16/02/2022,0,8,426,1406,319.0,157,0.6,26.0,15,0.5,11,20,2,1570,false,false,false,false,true,true,3
16/02/2022,0,16,695,1609,102.0,105,0.2,21.0,1,2.0,12,8,2,1724,false,true,false,true,false,true,3
16/02/2022,3,12,3287,1606,362.0,180,0.1,47.0,0,1.6,17,6,5,1886,true,false,true,false,true,true,3
16/02/2022,4,16,1880,1975,1228.0,162,0.7,38.0,7,2.4,18,16,6,1177,false,true,true,true,true,true,3
16/02/2022,2,5,3864,523,416.0,184,0.5,37.0,6,1.4,13,10,7,1036,false,true,true,true,true,true,3
16/02/2022,2,8,325,1402,238.0,83,0.5,26.0,7,2.6,9,17,5,1336,true,false,false,false,false,true,3
16/02/2022,0,6,650,1537,793.0,128,0.8,24.0,12,1.9,17,17,8,1004,false,true,false,false,false,false,3
16/02/2022,8,11,2567,1557,670.0,145,0.1,5.0,10,2.9,10,15,3,1123,true,true,true,true,false,false,3
16/02/2022,2,8,2452,1934,1445.0,198,0.4,48.0,2,1.3,11,13,2,1730,false,true,true,true,true,true,3
16/02/2022,2,5,2585,1546,973.0,127,0.5,17.0,13,2.1,14,17,4,1890,false,true,true,true,true,true,3
16/02/2022,0,5,1532,861,806.0,111,0.6,56.0,1,3.0,13,8,7,1055,true,false,false,true,false,true,3
16/02/2022,2,12,2917,1984,900.0,110,0.7,59.0,2,2.4,20,3,1,805,true,true,false,true,false,true,3
16/02/2022,4,13,3635,643,98.0,139,0.4,2.0,15,1.3,8,16,3,608,false,false,false,true,true,true,3
16/02/2022,2,5,2098,585,296.0,175,0.5,51.0,5,0.6,18,12,8,1130,false,false,false,false,false,true,3
16/02/2022,9,11,484,865,763.0,86,0.9,13.0,8,0.7,3,18,3,1208,true,true,true,false,false,true,3
16/02/2022,2,10,720,744,313.0,151,0.5,53.0,1,1.3,16,3,7,535,false,true,false,false,false,false,3
16/02/2022,5,18,2734,1418,1354.0,102,0.4,7.0,1,1.7,15,2,3,1191,true,true,false,false,false,true,3
16/02/2022,8,18,3910,1364,253.0,100,0.5,3.0,0,2.7,10,0,4,922,false,false,false,true,true,true,3
16/02/2022,5,6,817,1896,1390.0,123,0.7,37.0,3,0.5,20,7,3,966,true,false,false,false,false,true,3
16/02/2022,0,15,3781,727,700.0,134,0.5,48.0,10,0.7,5,16,8,1351,true,false,true,false,false,false,3
16/02/2022,10,18,832,1813,663.0,141,0.5,48.0,12,1.3,4,16,4,732,false,false,false,true,true,true,3
16/02/2022,4,11,939,1123,218.0,132,0.8,11.0,9,2.0,8,16,1,1005,false,true,true,true,true,true,3
16/02/2022,8,16,1091,1160,142.0,81,0.7,22.0,2,2.4,7,7,2,1575,true,false,true,true,false,false,3
16/02/2022,3,9,2417,1784,169.0,155,0.5,11.0,10,2.8,8,14,1,1427,false,true,false,true,true,true,3
16/02/2022,0,17,2552,1247,67.0,145,0.9,26.0,5,2.9,8,12,4,1306,true,false,true,false,false,false,3
16/02/2022,0,11,1251,659,426.0,106,0.4,25.0,3,1.1,2,12,5,1911,true,false,false,false,false,true,3
16/02/2022,10,11,2658,1905,442.0,83,0.7,63.0,4,2.2,11,5,1,1170,true,false,true,false,true,true,3
16/02/2022,1,6,339,1521,764.0,146,0.2,64.0,6,1.5,12,13,8,1278,false,true,false,true,false,false,3
16/02/2022,7,15,3124,1310,235.0,144,0.8,55.0,0,0.5,19,3,3,1709,false,true,false,false,true,true,3
16/02/2022,4,5,2387,1442,1102.0,198,0.6,27.0,2,0.8,19,7,6,1904,false,false,true,true,true,true,3
16/02/2022,9,17,1415,1562,9.0,183,0.7,37.0,6,0.5,10,16,1,1741,true,false,true,true,false,false,3
16/02/2022,4,5,2465,1021,793.0,92,0.5,48.0,0,0.5,16,3,6,1288,true,true,false,true,false,false,3
16/02/2022,11,16,2947,1131,1014.0,196,0.7,33.0,4,2.5,4,15,3,1976,false,true,true,true,false,true,3
16/02/2022,13,18,3747,695,566.0,142,0.5,62.0,1,0.5,8,2,4,1270,false,false,true,false,true,true,3
16/02/2022,3,7,552,818,522.0,187,0.6,52.0,0,1.6,8,4,8,1246,false,true,true,true,false,true,3
16/02/2022,10,11,1826,1414,588.0,144,0.9,20.0,12,0.5,5,14,5,1544,true,false,false,true,true,true,3
16/02/2022,1,6,2210,722,605.0,105,0.1,38.0,1,0.5,18,5,8,671,false,true,true,false,false,false,3
16/02/2022,3,6,2587,1367,1241.0,156,0.9,51.0,6,2.3,18,14,4,582,true,true,false,true,true,true,3
16/02/2022,5,16,945,1663,1044.0,132,0.5,22.0,5,2.1,4,6,6,1951,false,false,true,false,false,true,3
16/02/2022,5,8,3288,527,269.0,146,0.9,44.0,2,1.1,17,4,2,822,false,true,false,true,false,true,3
16/02/2022,9,12,3003,993,715.0,153,0.1,63.0,9,0.5,12,10,4,733,true,false,true,true,true,true,3
16/02/2022,0,6,702,532,165.0,149,0.3,15.0,10,0.5,19,12,8,820,true,true,false,true,true,true,3
16/02/2022,0,8,2029,628,91.0,174,0.3,19.0,8,2.2,10,10,4,1455,false,false,false,true,true,true,3
16/02/2022,8,12,3138,1572,1373.0,122,0.3,57.0,1,0.6,11,19,5,1723,true,true,false,true,false,false,3
16/02/2022,8,14,1521,566,520.0,124,1.0,60.0,2,1.6,18,16,6,1869,false,true,false,false,true,true,3
16/02/2022,0,5,1830,807,185.0,127,0.9,33.0,1,0.5,6,3,2,1670,false,true,true,false,true,true,3
16/02/2022,4,9,3822,584,573.0,188,0.5,57.0,8,1.4,6,15,4,1734,false,true,true,true,false,false,3
16/02/2022,2,11,1914,637,76.0,166,0.3,59.0,7,2.5,10,11,4,602,false,true,false,false,true,true,3
16/02/2022,4,10,2819,1212,582.0,162,0.6,31.0,6,2.5,16,11,1,1060,false,true,true,true,true,true,3
16/02/2022,3,7,3120,1766,772.0,164,0.7,8.0,11,1.4,15,14,4,1445,true,false,false,false,true,true,3
16/02/2022,9,14,2119,1750,883.0,199,0.6,32.0,6,1.6,5,13,7,1005,true,true,true,true,false,true,3
16/02/2022,7,14,1676,1962,1573.0,108,0.3,27.0,8,0.5,20,13,1,536,false,false,true,false,true,true,3
16/02/2022,17,19,1749,722,118.0,85,0.2,34.0,0,1.1,8,1,3,1255,false,true,true,false,true,true,3
16/02/2022,15,18,2447,538,153.0,124,0.8,43.0,1,2.6,11,3,1,1252,true,false,false,true,true,true,3
16/02/2022,1,17,3315,1134,193.0,127,0.7,54.0,0,2.0,4,0,8,1471,true,false,true,false,true,true,3
16/02/2022,10,14,3402,796,727.0,119,0.5,47.0,0,2.3,5,3,3,914,true,false,true,true,true,true,3
16/02/2022,3,5,763,716,686.0,101,0.3,14.0,3,2.6,4,6,8,1439,true,false,false,true,true,true,3
16/02/2022,12,19,3065,1025,670.0,92,0.1,60.0,6,0.5,14,9,4,732,true,true,true,false,false,false,3
16/02/2022,0,5,3530,1238,108.0,138,0.7,38.0,3,1.9,11,5,7,1025,true,true,false,false,true,true,3
16/02/2022,1,14,496,1634,45.0,161,0.4,31.0,18,2.7,14,20,1,842,false,true,false,true,false,true,3
16/02/2022,6,8,2885,1273,532.0,199,0.4,28.0,0,1.8,5,20,1,643,true,false,true,true,false,false,3
16/02/2022,10,19,3720,1372,666.0,136,0.8,23.0,8,0.7,10,14,4,667,false,true,false,true,false,true,3
16/02/2022,7,10,2500,1602,1039.0,196,0.9,29.0,5,2.3,2,6,1,1791,true,true,false,false,false,true,3
16/02/2022,7,14,2254,1750,1591.0,129,0.6,57.0,2,0.5,16,15,5,1104,false,true,false,true,false,true,3
16/02/2022,1,11,2395,1719,15.0,136,0.6,33.0,5,3.0,10,13,4,1276,true,true,false,false,true,true,3
16/02/2022,4,7,3741,1692,1106.0,162,0.1,22.0,2,1.2,5,3,2,927,false,false,true,true,true,true,3
16/02/2022,4,10,2473,1713,952.0,139,0.5,19.0,11,1.1,17,16,5,859,false,true,true,true,true,true,3
16/02/2022,2,10,1316,555,9.0,146,0.3,57.0,2,2.9,3,19,7,1162,true,false,true,true,false,true,3
16/02/2022,11,15,1403,1512,157.0,168,0.7,22.0,11,2.4,13,18,2,1876,false,false,false,false,false,true,3
16/02/2022,15,19,2521,1351,1318.0,105,0.7,36.0,3,2.7,6,11,3,1057,false,true,true,true,false,false,3
16/02/2022,2,5,735,1699,523.0,86,0.9,15.0,1,1.8,8,5,2,1926,false,true,false,false,false,false,3
16/02/2022,3,8,2510,1382,476.0,166,0.7,40.0,3,0.6,6,9,4,853,false,true,false,true,true,true,3
16/02/2022,1,5,1406,1419,525.0,175,0.5,7.0,1,1.5,8,19,8,1949,true,true,false,false,true,true,3
16/02/2022,0,5,1392,1051,282.0,103,0.2,38.0,3,0.5,11,10,5,1981,false,false,false,false,false,false,3
16/02/2022,3,11,1969,1451,902.0,197,0.5,21.0,5,2.9,15,19,3,1556,true,true,false,true,true,true,3
16/02/2022,18,19,3549,799,506.0,161,0.4,12.0,3,0.7,12,14,8,660,true,false,true,true,false,true,3
16/02/2022,0,9,2340,759,220.0,91,0.2,30.0,1,1.4,12,2,6,1955,true,true,true,false,false,true,3
16/02/2022,3,6,1777,1112,635.0,83,0.8,63.0,6,0.6,19,13,5,1567,false,true,false,true,false,true,3
16/02/2022,4,5,2402,1203,530.0,189,0.1,44.0,5,2.1,19,6,5,1307,false,true,false,false,false,false,3
16/02/2022,6,14,845,1556,1516.0,130,0.2,43.0,2,2.9,4,11,4,1421,true,false,false,false,false,false,3
16/02/2022,10,16,1176,832,748.0,81,0.9,44.0,0,2.4,10,1,8,1332,false,true,true,false,false,false,3
16/02/2022,1,11,1624,1653,436.0,184,0.4,3.0,4,1.4,19,20,6,1628,true,false,false,true,false,false,3
16/02/2022,11,19,3323,1540,1165.0,115,0.4,17.0,8,2.6,16,10,5,1752,false,true,true,true,true,true,3
16/02/2022,7,8,1197,1806,419.0,156,0.5,20.0,2,0.5,10,3,8,1733,false,true,false,false,false,false,3
16/02/2022,4,16,412,1852,39.0,194,0.2,51.0,7,1.2,7,11,2,1081,true,false,false,false,false,true,3
16/02/2022,5,12,2317,1146,49.0,162,0.5,45.0,1,2.6,18,12,6,854,true,true,true,true,true,true,3
16/02/2022,5,15,1852,1535,1019.0,87,0.5,22.0,3,2.6,12,20,4,1657,false,true,false,true,true,true,3
16/02/2022,1,13,3701,1089,6.0,95,0.1,12.0,4,2.1,17,7,7,1053,false,true,false,false,false,false,3
16/02/2022,4,10,1672,992,804.0,100,0.3,24.0,2,2.9,4,3,5,1370,false,false,false,false,true,true,3
16/02/2022,2,12,489,714,555.0,175,0.1,57.0,1,1.5,2,17,6,1652,true,true,true,true,false,true,3
16/02/2022,1,7,572,1840,748.0,174,1.0,22.0,4,2.8,10,12,5,915,false,true,true,true,false,true,3
16/02/2022,2,15,2969,1970,377.0,129,0.7,50.0,1,0.5,10,18,8,1272,true,false,true,false,true,true,3
16/02/2022,0,14,3005,1135,673.0,180,0.9,10.0,15,2.3,5,17,8,646,true,false,true,true,true,true,3
16/02/2022,14,19,2805,1030,130.0,182,0.1,40.0,6,0.9,18,7,2,1359,true,true,true,true,false,false,3
16/02/2022,5,16,2900,1643,762.0,119,0.3,24.0,0,0.5,19,3,1,1691,false,false,false,false,false,true,3
16/02/2022,2,16,434,843,214.0,99,0.7,62.0,3,1.5,16,12,8,796,true,true,true,true,false,false,3
16/02/2022,4,10,3599,1847,1216.0,159,0.2,60.0,1,1.9,8,18,1,534,true,false,true,true,true,true,3
16/02/2022,1,5,3372,1509,629.0,168,0.6,39.0,1,2.6,6,2,2,721,true,false,false,true,false,false,3
17/02/2022,12,15,2980,1109,135.0,169,0.1,44.0,11,2.8,6,20,5,675,true,true,true,false,false,true,3
17/02/2022,5,13,1765,1346,625.0,107,0.5,21.0,5,1.4,6,17,2,1182,true,true,false,true,true,true,3
17/02/2022,6,9,3664,1280,1041.0,152,0.3,12.0,3,2.9,4,10,2,1062,true,true,true,true,true,true,3
17/02/2022,2,13,1423,968,367.0,113,0.4,7.0,1,0.5,19,2,6,732,true,true,true,false,true,true,3
17/02/2022,0,9,1442,1667,1117.0,94,0.1,62.0,0,0.9,16,1,2,781,true,false,true,true,false,true,3
17/02/2022,5,17,3184,1577,1068.0,200,0.1,45.0,9,1.0,13,20,6,790,true,false,true,true,true,true,3
17/02/2022,14,18,1780,868,464.0,199,0.9,62.0,0,0.9,4,0,1,1480,true,true,true,false,false,true,3
