date,battery_power,blue,n_cores,pc,talk_time,touch_screen,wifi,dual_sim,four_g,three_g,clock_speed,fc,int_memory,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,price_range
14/02/2022,1913,Yes,4,16,4,No,Yes,No,Yes,Yes,2.8,0,7,0.3,136,612,1108,3227,6,0,low cost
14/02/2022,1302,No,7,7,16,No,Yes,No,Yes,Yes,0.5,3,20,0.6,184,1099,1202,1446,8,6,low cost
14/02/2022,797,No,1,14,13,Yes,No,Yes,Yes,Yes,1.4,0,9,0.1,104,1515,1812,1043,13,11,low cost
14/02/2022,1074,Yes,2,7,3,Yes,No,Yes,No,No,1.5,5,9,0.1,174,41,756,1649,16,3,low cost
14/02/2022,1411,Yes,5,3,4,Yes,No,No,No,Yes,2.6,0,61,0.3,165,1128,1959,483,16,5,low cost
14/02/2022,1502,Yes,5,1,16,Yes,Yes,Yes,Yes,Yes,2.2,0,16,0.5,187,492,750,3712,9,2,low cost
14/02/2022,983,Yes,4,20,8,No,Yes,No,No,Yes,1.5,1,22,0.1,170,1542,1765,1694,19,15,low cost
14/02/2022,1457,No,7,13,10,No,No,Yes,No,Yes,0.5,7,8,0.3,120,786,1032,584,13,4,low cost
14/02/2022,1315,Yes,6,6,20,Yes,No,No,Yes,Yes,0.9,3,40,0.6,162,1272,1316,3431,8,2,low cost
14/02/2022,1514,No,5,17,5,No,No,No,No,No,0.7,11,11,0.2,187,656,1451,2315,13,0,low cost
14/02/2022,1604,Yes,5,1,19,Yes,Yes,Yes,Yes,Yes,0.5,0,63,0.8,169,399,1360,3870,16,13,low cost
14/02/2022,1919,No,8,20,8,Yes,No,Yes,Yes,Yes,0.6,11,63,0.9,109,771,1829,2205,9,4,low cost
15/02/2022,1152,Yes,3,4,8,No,Yes,No,No,No,3,2,44,1,80,567,1802,986,7,5,low cost
15/02/2022,664,Yes,5,15,5,Yes,No,No,Yes,Yes,2.9,10,40,0.1,173,1002,1260,3366,8,4,low cost
15/02/2022,1848,No,6,10,17,No,No,No,No,No,0.5,9,36,0.1,174,317,540,3380,10,2,low cost
15/02/2022,1319,No,1,19,17,Yes,Yes,Yes,Yes,Yes,2,9,28,0.8,178,1080,1886,3095,7,1,low cost
15/02/2022,1189,Yes,7,9,15,No,No,No,Yes,Yes,2.5,4,20,0.3,171,1321,1717,2509,17,7,low cost
15/02/2022,1130,Yes,6,4,5,No,Yes,Yes,Yes,Yes,1.3,1,59,0.8,98,185,555,3785,17,4,low cost
15/02/2022,654,Yes,4,14,9,Yes,Yes,Yes,No,Yes,1.3,11,5,0.7,199,208,1975,3801,14,13,low cost
15/02/2022,727,Yes,8,1,19,Yes,Yes,Yes,Yes,Yes,0.5,0,42,0.1,163,44,757,2039,5,0,low cost
15/02/2022,1688,No,6,16,20,Yes,No,Yes,Yes,Yes,0.9,7,53,0.3,88,598,695,2156,5,4,low cost
15/02/2022,1275,No,8,2,11,No,No,No,No,Yes,0.5,1,44,0.6,136,11,1130,1354,7,5,low cost
15/02/2022,1108,Yes,5,14,10,No,Yes,Yes,Yes,Yes,2.2,3,37,0.4,143,97,706,3094,6,1,low cost
15/02/2022,839,Yes,2,7,4,No,No,No,No,No,2.7,4,37,0.7,93,43,1211,3505,5,1,low cost
15/02/2022,1464,No,5,2,6,No,No,Yes,Yes,Yes,0.5,1,6,0.4,97,303,701,3725,9,1,low cost
15/02/2022,750,Yes,1,0,7,Yes,No,No,No,Yes,1.3,0,33,0.8,156,645,1680,1422,6,5,low cost
15/02/2022,1749,No,3,15,9,Yes,Yes,No,No,Yes,1.1,9,57,0.6,183,415,589,786,8,1,low cost
15/02/2022,1229,Yes,5,5,15,Yes,Yes,No,No,Yes,0.5,2,42,0.1,197,126,666,1712,11,9,low cost
15/02/2022,1506,Yes,7,20,3,No,No,Yes,Yes,Yes,2.9,19,47,0.6,130,126,1150,1522,5,1,low cost
15/02/2022,1887,No,4,20,11,Yes,No,No,No,Yes,2.1,0,23,0.5,148,837,1504,1811,18,16,low cost
15/02/2022,652,No,1,8,13,No,Yes,No,No,Yes,0.5,6,3,0.6,193,1036,1345,2807,19,17,low cost
15/02/2022,1422,Yes,6,14,15,No,Yes,No,No,Yes,2.8,7,30,0.5,99,207,1038,2229,15,5,low cost
15/02/2022,709,No,4,14,7,Yes,No,Yes,No,Yes,1.9,10,63,0.3,150,345,601,1509,7,2,low cost
15/02/2022,583,No,8,6,13,Yes,No,Yes,Yes,Yes,0.5,1,62,0.8,84,717,1717,886,13,2,low cost
15/02/2022,941,No,3,5,11,No,Yes,Yes,No,Yes,1.3,3,26,0.4,128,994,1494,2875,6,3,low cost
15/02/2022,763,No,1,17,17,No,Yes,Yes,Yes,Yes,1.2,4,59,0.6,119,724,737,2863,18,3,low cost
15/02/2022,1581,Yes,2,1,3,No,No,No,Yes,Yes,1.4,0,55,0.6,138,890,1980,3936,5,1,low cost
15/02/2022,1045,No,2,10,4,Yes,Yes,Yes,No,Yes,1.5,5,25,0.3,83,440,1730,2267,18,4,low cost
15/02/2022,1308,Yes,5,0,16,No,Yes,Yes,No,Yes,0.5,0,34,0.5,169,432,1219,386,8,0,low cost
15/02/2022,702,Yes,5,7,2,No,No,Yes,No,No,1.2,1,38,1,82,2,1152,3131,11,9,low cost
15/02/2022,868,Yes,7,13,5,No,No,No,Yes,Yes,2.8,4,36,0.2,175,123,1735,1655,12,10,low cost
15/02/2022,877,Yes,4,20,18,No,Yes,Yes,No,No,2.3,16,12,0.9,107,568,1267,3730,14,3,low cost
15/02/2022,1275,No,2,11,19,Yes,Yes,Yes,No,Yes,0.5,5,24,0.3,184,299,1239,3397,19,15,low cost
15/02/2022,1439,Yes,8,1,13,No,Yes,Yes,No,No,0.5,0,50,0.7,182,559,1573,805,8,5,low cost
15/02/2022,510,No,1,1,17,No,Yes,Yes,Yes,Yes,1.3,0,15,0.5,131,268,1505,2187,5,4,low cost
15/02/2022,1038,Yes,6,11,20,No,No,No,Yes,Yes,1.8,1,42,0.2,150,79,1186,3984,14,9,low cost
15/02/2022,529,Yes,2,17,3,Yes,Yes,Yes,Yes,Yes,1.4,13,32,0.7,139,797,878,1561,12,0,low cost
15/02/2022,1203,Yes,3,17,11,No,Yes,No,Yes,Yes,1.7,8,20,0.7,157,1153,1688,2307,7,5,low cost
15/02/2022,768,Yes,4,18,16,No,Yes,No,No,Yes,2.5,10,13,0.2,133,520,575,1921,8,2,low cost
15/02/2022,1780,Yes,1,8,13,No,Yes,Yes,No,No,1.5,2,30,0.2,82,324,1461,1066,13,6,very high cost
15/02/2022,1021,Yes,8,4,14,Yes,Yes,Yes,Yes,Yes,0.9,2,9,0.5,184,490,1647,773,13,2,very high cost
15/02/2022,1334,No,2,1,17,No,No,Yes,No,Yes,1.2,0,35,0.1,199,158,971,1038,16,14,very high cost
15/02/2022,1153,Yes,3,3,8,No,Yes,No,Yes,Yes,0.5,2,34,0.6,133,1788,1886,2225,9,8,very high cost
15/02/2022,1138,Yes,4,2,4,Yes,Yes,Yes,Yes,Yes,1.8,0,51,0.3,172,1162,1794,1327,13,12,very high cost
15/02/2022,1263,No,7,18,4,Yes,No,No,No,No,2.3,13,4,0.9,178,508,1047,668,14,3,very high cost
15/02/2022,825,No,3,20,19,Yes,No,No,No,No,2.5,11,56,0.7,173,783,960,1692,18,1,very high cost
15/02/2022,1894,Yes,3,20,16,Yes,No,Yes,No,Yes,0.5,10,16,0.1,172,1634,1937,1021,18,17,very high cost
15/02/2022,1383,No,6,19,19,Yes,No,No,Yes,Yes,1.7,11,40,0.1,147,487,507,2510,18,9,very high cost
15/02/2022,837,Yes,4,9,14,Yes,Yes,Yes,No,No,1.1,2,27,0.5,167,551,1784,2388,5,0,very high cost
15/02/2022,640,No,1,1,10,Yes,No,No,No,No,2.3,0,63,0.2,94,1816,1869,346,10,7,very high cost
15/02/2022,1194,Yes,5,8,13,Yes,No,Yes,No,Yes,2.2,3,3,0.2,90,46,1288,2872,6,5,very high cost
15/02/2022,520,No,3,9,18,No,No,Yes,Yes,Yes,0.6,2,44,0.6,127,12,914,3616,15,4,very high cost
15/02/2022,942,Yes,5,19,18,Yes,Yes,No,No,Yes,2.5,6,11,0.5,196,451,1310,1783,7,5,very high cost
15/02/2022,558,Yes,4,16,4,Yes,No,No,Yes,Yes,2.2,5,24,0.1,169,447,804,482,12,4,very high cost
15/02/2022,1733,No,6,15,9,No,No,Yes,No,Yes,1.6,9,56,0.5,111,633,1649,3352,6,5,very high cost
15/02/2022,1210,No,8,1,10,No,Yes,No,Yes,Yes,1.3,0,52,0.1,183,567,579,1104,11,2,very high cost
15/02/2022,880,No,4,17,20,Yes,Yes,Yes,Yes,Yes,0.5,7,32,0.5,141,346,739,1141,19,17,very high cost
15/02/2022,1938,Yes,2,7,3,Yes,No,Yes,No,Yes,1.4,4,60,0.4,171,76,1084,3691,9,5,very high cost
15/02/2022,657,No,2,19,7,No,Yes,Yes,No,No,1.3,4,28,1,118,1444,1735,2602,9,0,very high cost
15/02/2022,1273,No,1,12,14,No,No,Yes,Yes,Yes,0.5,6,47,0.2,98,685,1352,303,11,2,very high cost
15/02/2022,1842,Yes,3,0,19,No,No,No,Yes,Yes,0.5,0,19,0.2,147,565,709,585,11,3,very high cost
15/02/2022,1567,Yes,4,12,12,Yes,Yes,No,No,Yes,1.3,8,45,0.6,99,870,1020,927,19,9,very high cost
15/02/2022,914,Yes,2,13,13,No,Yes,Yes,No,Yes,1.7,6,36,1,128,1032,1822,786,19,8,very high cost
15/02/2022,1568,No,8,6,2,Yes,No,Yes,No,No,1.8,4,22,0.1,119,661,1584,294,13,2,very high cost
15/02/2022,873,Yes,6,18,15,No,No,No,Yes,Yes,0.5,4,30,0.2,175,237,1531,3655,15,13,very high cost
15/02/2022,1371,No,4,5,9,No,No,No,Yes,Yes,0.5,0,57,0.8,108,352,810,286,11,9,very high cost
15/02/2022,1739,No,1,7,9,Yes,No,No,No,No,1,1,15,0.9,100,426,793,3285,17,8,very high cost
15/02/2022,630,No,8,10,12,Yes,No,No,No,Yes,2.2,1,56,0.2,119,1329,1445,1317,6,5,very high cost
15/02/2022,1507,No,6,9,18,No,Yes,No,Yes,Yes,3,0,54,0.3,112,346,1511,3547,17,6,very high cost
15/02/2022,735,Yes,2,6,3,No,No,Yes,Yes,Yes,0.5,4,17,0.6,131,610,1283,2484,11,2,very high cost
15/02/2022,941,No,8,4,10,No,Yes,No,Yes,Yes,2.5,1,41,0.3,117,652,1855,1791,7,4,very high cost
15/02/2022,1216,No,3,4,17,No,No,Yes,No,Yes,1.7,1,26,0.7,116,957,1811,3607,10,0,very high cost
15/02/2022,621,Yes,8,15,10,Yes,No,Yes,No,No,1.9,10,3,0.6,148,972,997,3521,6,3,very high cost
15/02/2022,934,Yes,6,4,16,Yes,No,Yes,No,No,2.4,3,61,0.2,138,10,613,1180,14,12,very high cost
15/02/2022,1962,Yes,7,6,15,No,Yes,Yes,Yes,Yes,0.7,1,18,0.9,159,282,507,2026,10,3,very high cost
15/02/2022,574,Yes,6,13,6,No,Yes,Yes,No,No,0.5,0,41,0.8,85,288,502,1865,6,5,very high cost
15/02/2022,1078,Yes,2,6,2,No,No,No,No,Yes,2.5,3,56,0.6,158,257,1986,3471,10,2,very high cost
15/02/2022,761,No,8,16,4,Yes,No,No,Yes,Yes,1.3,15,37,0.9,174,867,1978,2270,9,1,very high cost
15/02/2022,1758,Yes,3,20,9,Yes,Yes,No,No,No,2.1,14,29,0.1,155,60,1151,2940,14,5,very high cost
15/02/2022,1745,Yes,2,18,16,Yes,Yes,No,No,No,2,13,47,0.6,154,1017,1953,1715,6,4,very high cost
15/02/2022,1657,Yes,3,6,13,No,Yes,No,Yes,Yes,1.9,1,40,0.2,170,518,1723,841,13,10,very high cost
15/02/2022,968,Yes,5,14,10,No,Yes,No,Yes,Yes,0.9,10,26,0.5,88,954,1159,3381,14,5,very high cost
15/02/2022,1329,No,4,10,5,Yes,No,Yes,No,No,2.8,1,10,1,105,871,1293,337,5,4,very high cost
15/02/2022,1923,No,2,4,3,Yes,No,No,Yes,Yes,0.5,2,13,0.7,147,927,1623,1868,11,6,very high cost
15/02/2022,613,No,8,0,13,Yes,Yes,No,No,Yes,2.5,0,53,0.4,200,519,586,1509,19,18,very high cost
15/02/2022,1268,No,1,9,16,Yes,No,No,No,No,2.7,4,53,0.5,141,682,862,2903,17,0,very high cost
15/02/2022,519,Yes,3,5,16,Yes,Yes,No,No,Yes,2.9,2,3,0.6,83,491,1527,1231,8,6,very high cost
15/02/2022,1157,Yes,8,18,4,Yes,Yes,Yes,No,Yes,2.8,16,19,0.5,87,137,1154,1403,6,1,very high cost
15/02/2022,519,No,7,11,12,No,Yes,Yes,Yes,Yes,0.6,7,45,0.1,186,1248,1733,1580,12,10,very high cost
15/02/2022,1308,Yes,5,17,11,Yes,No,Yes,No,No,2.2,1,51,0.2,113,1471,1604,1189,14,1,very high cost
15/02/2022,1403,Yes,8,9,3,No,Yes,No,Yes,Yes,0.5,4,42,0.5,144,1156,1252,1381,12,7,very high cost
15/02/2022,936,No,1,17,10,No,No,No,Yes,Yes,2.7,2,38,0.6,122,766,1263,2826,19,15,very high cost
15/02/2022,1878,No,7,10,18,Yes,Yes,Yes,No,No,0.8,8,31,0.5,183,1369,1389,1342,17,14,very high cost
15/02/2022,1141,Yes,2,4,11,No,No,Yes,Yes,Yes,2.9,1,2,1,92,456,1387,3386,6,0,very high cost
15/02/2022,794,Yes,2,18,3,No,Yes,No,Yes,Yes,2.7,2,3,0.3,127,1559,1729,1141,18,6,very high cost
15/02/2022,1260,No,2,6,18,No,Yes,Yes,No,Yes,1.9,3,60,0.9,85,973,1109,3964,15,8,very high cost
15/02/2022,1281,No,2,9,4,Yes,No,Yes,Yes,Yes,3,2,6,0.6,191,363,811,2713,13,7,very high cost
15/02/2022,1208,No,2,1,19,Yes,Yes,No,No,Yes,2.7,0,17,0.2,168,1686,1793,2165,9,1,very high cost
15/02/2022,1023,Yes,4,17,6,No,No,Yes,No,No,2.8,16,44,0.7,176,629,1158,1830,14,11,very high cost
15/02/2022,1515,No,3,10,10,Yes,Yes,No,No,Yes,2.2,9,36,0.1,118,796,1692,3546,7,6,very high cost
15/02/2022,1333,Yes,5,5,13,Yes,Yes,Yes,No,Yes,1.8,1,45,0.6,128,557,1716,2585,7,1,very high cost
15/02/2022,529,Yes,2,18,4,Yes,No,No,Yes,Yes,2.3,3,58,1,197,658,1294,873,11,5,very high cost
15/02/2022,1887,No,8,15,14,No,No,No,Yes,Yes,1.7,6,41,0.9,81,939,973,1664,19,14,very high cost
15/02/2022,876,No,7,16,14,No,Yes,No,Yes,Yes,2.7,12,41,0.3,92,140,512,3334,16,3,very high cost
15/02/2022,687,Yes,7,19,6,Yes,Yes,Yes,Yes,Yes,2,13,56,0.8,131,580,736,569,18,1,very high cost
15/02/2022,1153,Yes,5,0,10,No,No,Yes,Yes,Yes,2.8,0,62,0.2,94,186,1279,3353,7,5,very high cost
15/02/2022,1637,Yes,6,16,8,No,No,Yes,Yes,Yes,1.7,5,33,0.4,118,1375,1474,3693,7,3,very high cost
15/02/2022,1131,Yes,5,16,19,Yes,No,No,Yes,Yes,0.8,0,27,0.9,162,487,870,503,12,5,very high cost
15/02/2022,1764,Yes,3,1,18,No,Yes,No,Yes,Yes,1.2,0,8,1,125,180,1443,2406,19,18,very high cost
15/02/2022,1544,No,1,6,16,Yes,Yes,Yes,Yes,Yes,1,2,64,0.3,193,595,675,1715,8,0,very high cost
15/02/2022,844,Yes,7,4,6,Yes,Yes,No,Yes,Yes,0.7,3,22,0.9,172,241,926,2179,10,6,very high cost
15/02/2022,985,Yes,8,9,16,Yes,No,Yes,Yes,Yes,0.5,4,5,0.8,158,19,1496,3071,14,4,very high cost
15/02/2022,703,No,1,9,3,Yes,Yes,Yes,Yes,Yes,1.3,6,18,0.1,178,1182,1697,355,8,6,very high cost
15/02/2022,1906,No,4,12,19,No,Yes,Yes,No,Yes,0.9,3,14,0.5,114,199,867,3375,6,3,very high cost
15/02/2022,617,No,1,18,19,No,No,Yes,No,No,2.1,11,40,0.9,108,659,1318,2921,17,1,very high cost
15/02/2022,617,Yes,8,18,5,Yes,Yes,No,No,No,0.6,7,47,0.5,153,356,838,341,11,3,very high cost
15/02/2022,716,Yes,1,2,5,Yes,Yes,Yes,Yes,Yes,1.3,0,56,0.7,167,390,722,3947,6,3,very high cost
15/02/2022,676,No,5,2,3,No,No,No,Yes,Yes,1,1,54,0.8,182,805,1710,2650,5,0,very high cost
15/02/2022,1770,Yes,2,9,19,No,No,No,No,Yes,2,8,12,0.8,118,57,891,3816,8,4,very high cost
15/02/2022,1857,No,1,0,5,No,No,Yes,No,No,1.9,0,62,0.6,147,1028,1465,336,19,0,very high cost
15/02/2022,524,No,7,14,4,Yes,Yes,Yes,Yes,Yes,0.9,8,10,0.1,85,287,655,625,6,0,very high cost
15/02/2022,576,No,5,17,18,No,Yes,Yes,No,No,0.9,8,56,0.1,174,1371,1426,3891,12,9,very high cost
15/02/2022,553,Yes,4,3,15,No,Yes,Yes,Yes,Yes,0.5,2,8,0.5,153,525,1601,1042,15,11,very high cost
15/02/2022,1012,Yes,3,12,15,Yes,No,Yes,Yes,Yes,2.2,10,8,1,181,1176,1496,2141,18,14,very high cost
15/02/2022,823,No,5,15,3,No,Yes,No,Yes,Yes,2.5,11,24,0.5,195,1364,1516,2279,6,4,very high cost
15/02/2022,1928,No,8,19,12,No,No,Yes,No,Yes,0.5,5,44,0.9,109,701,1156,3828,9,4,very high cost
15/02/2022,804,No,1,10,13,No,No,No,Yes,Yes,1.5,5,12,1,183,1805,1978,2310,10,8,very high cost
15/02/2022,1517,No,3,1,18,Yes,No,Yes,Yes,Yes,1.6,0,42,0.7,101,483,1814,2162,9,0,very high cost
15/02/2022,1500,No,8,11,10,No,No,Yes,No,Yes,2.8,7,39,0.1,176,808,1889,1988,10,6,very high cost
15/02/2022,1425,Yes,7,6,19,No,No,No,Yes,Yes,1.2,4,37,0.7,135,666,1220,2786,17,1,very high cost
15/02/2022,547,No,8,5,3,Yes,No,Yes,Yes,Yes,2.4,4,3,0.4,197,98,1506,1972,11,5,very high cost
15/02/2022,1886,No,1,17,15,Yes,No,No,Yes,Yes,3,13,26,0.5,115,339,1670,1828,5,3,very high cost
15/02/2022,1804,Yes,1,13,17,No,No,No,Yes,Yes,0.5,1,4,0.5,111,1235,1255,3286,17,8,very high cost
15/02/2022,685,No,3,6,10,Yes,Yes,Yes,Yes,Yes,2.2,2,2,0.4,172,295,558,1282,7,6,very high cost
15/02/2022,1352,No,2,12,11,No,No,Yes,Yes,Yes,0.5,8,22,0.9,111,346,682,1562,16,5,very high cost
15/02/2022,1785,Yes,4,1,18,No,Yes,No,No,No,2.5,0,18,0.1,180,116,518,1202,12,4,very high cost
15/02/2022,1300,No,6,5,10,No,No,Yes,No,No,1.9,4,61,0.5,143,353,758,2262,16,11,very high cost
15/02/2022,1184,Yes,8,5,15,Yes,Yes,No,Yes,Yes,2.1,2,33,0.5,199,483,1598,2828,6,4,very high cost
15/02/2022,1180,No,2,16,19,No,No,Yes,Yes,Yes,2.3,7,24,0.2,198,486,1671,2025,8,0,very high cost
15/02/2022,886,Yes,4,15,7,Yes,No,Yes,Yes,Yes,0.9,13,2,0.6,102,287,695,621,11,4,very high cost
15/02/2022,1309,No,6,20,9,Yes,No,No,Yes,Yes,1.5,9,12,0.9,98,871,1484,293,15,0,very high cost
15/02/2022,744,No,3,5,17,Yes,No,No,No,Yes,0.5,1,38,0.3,188,846,1701,2001,15,13,very high cost
15/02/2022,1408,Yes,6,3,16,No,Yes,Yes,Yes,Yes,2,1,59,0.9,172,744,1211,393,15,11,very high cost
15/02/2022,734,Yes,8,5,16,No,Yes,Yes,Yes,Yes,2.7,1,32,0.8,93,138,1042,714,13,7,very high cost
15/02/2022,500,No,3,1,3,Yes,Yes,No,No,Yes,1.4,0,28,0.4,128,1010,1854,3460,9,3,very high cost
15/02/2022,1745,No,1,0,5,Yes,No,Yes,No,No,2.8,0,45,0.7,186,699,766,1019,6,4,very high cost
15/02/2022,1296,Yes,3,13,18,No,No,Yes,No,Yes,1,6,43,0.2,171,501,609,1692,15,0,very high cost
15/02/2022,1256,No,2,18,12,Yes,No,No,Yes,Yes,0.5,15,51,0.6,83,436,1308,2213,13,9,very high cost
15/02/2022,782,Yes,5,19,13,Yes,No,Yes,No,No,1.8,8,20,0.6,109,406,1025,655,17,4,very high cost
15/02/2022,965,Yes,4,7,8,No,No,No,No,No,0.8,5,24,0.7,105,403,718,1567,5,0,very high cost
15/02/2022,652,Yes,6,18,5,No,No,Yes,Yes,Yes,2.9,4,14,0.2,196,248,1487,1706,12,4,very high cost
15/02/2022,1847,No,7,13,11,Yes,No,Yes,No,Yes,2.8,6,29,0.7,112,1236,1374,1017,16,7,very high cost
15/02/2022,1363,Yes,4,19,3,No,No,Yes,Yes,Yes,2.1,9,46,0.5,120,1247,1338,2951,7,0,very high cost
15/02/2022,1946,No,5,1,17,Yes,Yes,No,Yes,Yes,0.5,0,39,0.4,112,198,1045,533,18,14,very high cost
15/02/2022,1701,Yes,6,14,19,Yes,No,Yes,Yes,Yes,1.6,2,53,0.8,88,1281,1776,3340,14,11,very high cost
15/02/2022,1754,Yes,6,20,7,Yes,No,Yes,No,Yes,0.5,13,38,0.9,83,141,808,2765,6,4,very high cost
15/02/2022,1938,No,4,1,14,Yes,No,No,Yes,Yes,2.9,0,37,1,94,1001,1714,3881,5,1,very high cost
15/02/2022,992,Yes,7,12,7,No,Yes,Yes,No,No,2.6,10,52,0.3,107,663,1521,332,14,9,very high cost
15/02/2022,897,No,2,9,7,Yes,No,Yes,Yes,Yes,2.4,7,38,0.8,110,1610,1612,519,6,5,very high cost
15/02/2022,1423,Yes,3,9,16,Yes,Yes,Yes,No,No,0.5,7,58,0.9,112,993,1295,1683,15,13,very high cost
15/02/2022,1343,No,5,17,11,No,Yes,Yes,Yes,Yes,0.5,6,23,0.4,97,643,817,2629,13,7,very high cost
15/02/2022,761,Yes,3,18,6,Yes,Yes,No,Yes,Yes,2.6,5,52,0.8,141,883,985,2587,11,5,very high cost
15/02/2022,1742,No,8,6,13,Yes,Yes,Yes,Yes,Yes,1.4,3,20,0.1,134,392,831,1828,18,7,very high cost
15/02/2022,1181,Yes,5,5,19,No,No,Yes,Yes,Yes,0.8,0,51,0.9,198,71,586,608,15,10,very high cost
15/02/2022,1754,No,3,17,2,Yes,Yes,Yes,Yes,Yes,1.7,1,58,0.9,197,823,1035,1446,18,3,very high cost
15/02/2022,1315,Yes,2,3,16,Yes,No,Yes,Yes,Yes,0.5,0,58,0.8,86,245,1064,2258,17,2,very high cost
15/02/2022,649,No,1,10,11,Yes,Yes,No,No,Yes,2.9,0,38,0.5,130,893,1185,558,8,4,very high cost
15/02/2022,1967,Yes,6,9,18,Yes,Yes,No,No,Yes,0.6,2,25,1,109,108,751,1666,9,7,very high cost
15/02/2022,926,No,2,9,14,No,Yes,No,No,No,1.7,2,12,0.8,179,801,880,2244,14,8,very high cost
15/02/2022,933,No,8,19,8,No,No,Yes,No,No,1.8,9,33,0.2,191,129,925,758,14,13,very high cost
15/02/2022,913,No,5,14,5,No,No,Yes,No,No,1.7,12,58,0.2,200,849,1993,1061,17,12,very high cost
15/02/2022,1651,No,1,6,15,Yes,Yes,No,Yes,Yes,0.5,1,57,0.2,193,697,924,3421,9,0,very high cost
15/02/2022,1154,Yes,5,7,19,Yes,No,No,Yes,Yes,1.7,5,42,0.5,117,1068,1851,3950,17,14,very high cost
15/02/2022,1181,Yes,1,16,13,Yes,No,Yes,Yes,Yes,1.6,5,32,0.2,181,450,623,1435,11,10,very high cost
15/02/2022,1933,No,8,6,16,Yes,Yes,Yes,No,Yes,0.5,0,63,0.4,181,242,668,3142,14,3,very high cost
15/02/2022,1341,No,5,10,19,No,Yes,No,Yes,Yes,1.4,8,38,1,170,601,937,1579,16,4,very high cost
15/02/2022,534,Yes,1,8,16,No,Yes,Yes,Yes,Yes,1.5,3,3,0.3,89,45,517,2987,18,0,very high cost
16/02/2022,1324,Yes,6,8,19,Yes,Yes,Yes,Yes,Yes,0.9,7,28,0.7,95,1243,1928,3269,12,3,very high cost
16/02/2022,1803,Yes,2,12,5,No,No,No,Yes,Yes,2.6,7,9,0.9,112,156,1289,406,9,3,very high cost
16/02/2022,1888,Yes,4,3,6,Yes,Yes,No,Yes,Yes,2.7,1,53,0.1,146,81,630,1604,10,6,very high cost
16/02/2022,1540,No,5,7,3,No,No,No,Yes,Yes,1,4,40,0.4,162,93,1644,793,12,7,very high cost
16/02/2022,1590,Yes,8,6,11,No,No,No,No,Yes,2.4,5,15,0.9,157,945,1015,1983,13,10,very high cost
16/02/2022,1183,No,2,16,6,Yes,Yes,Yes,No,Yes,0.5,11,24,0.6,130,19,769,2637,16,1,very high cost
16/02/2022,1774,Yes,4,16,3,No,No,Yes,No,No,0.5,1,45,0.8,145,217,1159,879,10,0,very high cost
16/02/2022,1159,No,1,15,2,No,No,No,Yes,Yes,2.1,2,27,0.7,137,1526,1805,3258,8,0,very high cost
16/02/2022,723,Yes,1,3,16,No,No,Yes,Yes,Yes,1.9,0,10,0.5,159,303,779,2380,12,4,very high cost
16/02/2022,543,No,1,9,12,No,Yes,No,Yes,Yes,0.9,3,6,0.4,91,272,1317,564,8,5,very high cost
16/02/2022,1348,Yes,1,20,11,No,No,Yes,No,No,0.5,18,40,0.1,148,539,665,3543,12,1,very high cost
16/02/2022,1836,No,5,20,8,Yes,Yes,No,Yes,Yes,0.6,18,57,0.8,111,169,876,1039,5,3,very high cost
16/02/2022,1290,No,8,0,12,Yes,Yes,No,No,No,1.3,0,31,0.7,117,599,750,1895,11,9,very high cost
16/02/2022,645,Yes,3,6,4,No,No,Yes,No,Yes,2.9,3,5,0.1,185,446,1573,1315,11,1,very high cost
16/02/2022,1654,No,7,3,5,No,No,No,No,Yes,2,2,58,0.7,119,460,1733,2801,8,0,very high cost
16/02/2022,1156,Yes,2,0,2,Yes,No,Yes,Yes,Yes,2.3,0,3,1,95,1094,1518,3786,11,1,very high cost
16/02/2022,1341,Yes,6,8,11,Yes,No,No,No,No,2.6,4,43,0.4,194,1096,1683,3065,6,5,very high cost
16/02/2022,1427,No,8,12,4,No,No,No,Yes,Yes,0.6,8,40,0.8,121,249,1541,2338,10,8,very high cost
16/02/2022,1541,No,8,14,11,Yes,No,No,Yes,Yes,1.6,1,7,0.5,143,287,1791,3137,9,0,very high cost
16/02/2022,1693,Yes,2,17,20,No,Yes,No,No,No,1.4,9,41,0.1,139,181,1760,575,16,5,very high cost
16/02/2022,1567,No,3,18,9,Yes,Yes,No,No,Yes,3,13,23,0.6,178,995,1215,3600,16,11,very high cost
16/02/2022,1564,No,4,6,4,Yes,Yes,No,No,Yes,1.7,5,35,0.9,173,186,1210,2545,18,6,very high cost
16/02/2022,1787,No,7,9,13,Yes,Yes,No,No,Yes,1.1,4,11,0.4,103,35,757,541,14,11,very high cost
16/02/2022,770,Yes,2,14,18,No,Yes,No,Yes,Yes,0.6,12,33,0.4,90,128,657,1686,18,2,very high cost
16/02/2022,1748,Yes,7,4,8,Yes,No,No,No,No,0.8,1,7,0.5,189,196,802,989,12,7,very high cost
16/02/2022,1859,No,7,0,19,No,Yes,Yes,Yes,Yes,0.5,0,47,0.1,85,35,1706,2691,14,13,very high cost
16/02/2022,975,Yes,6,17,18,No,No,No,No,No,0.9,5,6,0.6,163,769,1669,3787,8,7,very high cost
16/02/2022,1597,No,7,5,18,No,No,Yes,Yes,Yes,0.9,2,10,0.6,172,1455,1670,2138,12,7,very high cost
