date,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
15/02/2022,1256.00,No,0.50,No,15.00,Yes,51,0.6,83,2,18,436,1308,2213,13,9,12,Yes,Yes,No,very high cost
15/02/2022,782.00,Yes,1.80,Yes,8.00,No,20,0.6,109,5,19,406,1025,655,17,4,13,No,Yes,No,very high cost
15/02/2022,965.00,Yes,0.80,No,5.00,No,24,0.7,105,4,7,403,718,1567,5,0,8,No,No,No,very high cost
15/02/2022,652.00,Yes,2.90,Yes,4.00,Yes,14,0.2,196,6,18,248,1487,1706,12,4,5,Yes,No,No,very high cost
15/02/2022,1847.00,No,2.80,Yes,6.00,No,29,0.7,112,7,13,1236,1374,1017,16,7,11,Yes,Yes,No,very high cost
15/02/2022,1363.00,Yes,2.10,Yes,9.00,Yes,46,0.5,120,4,19,1247,1338,2951,7,0,3,Yes,No,No,very high cost
15/02/2022,1946.00,No,0.50,No,0.00,Yes,39,0.4,112,5,1,198,1045,533,18,14,17,Yes,Yes,Yes,very high cost
15/02/2022,1701.00,Yes,1.60,Yes,2.00,Yes,53,0.8,88,6,14,1281,1776,3340,14,11,19,Yes,Yes,No,very high cost
15/02/2022,1754.00,Yes,0.50,Yes,13.00,No,38,0.9,83,6,20,141,808,2765,6,4,7,Yes,Yes,No,very high cost
15/02/2022,1938.00,No,2.90,No,0.00,Yes,37,1,94,4,1,1001,1714,3881,5,1,14,Yes,Yes,No,very high cost
15/02/2022,992.00,Yes,2.60,Yes,10.00,No,52,0.3,107,7,12,663,1521,332,14,9,7,No,No,Yes,very high cost
15/02/2022,897.00,No,2.40,Yes,7.00,Yes,38,0.8,110,2,9,1610,1612,519,6,5,7,Yes,Yes,No,very high cost
15/02/2022,1423.00,Yes,0.50,Yes,7.00,No,58,0.9,112,3,9,993,1295,1683,15,13,16,No,Yes,Yes,very high cost
15/02/2022,1343.00,No,0.50,Yes,6.00,Yes,23,0.4,97,5,17,643,817,2629,13,7,11,Yes,No,Yes,very high cost
15/02/2022,761.00,Yes,2.60,No,5.00,Yes,52,0.8,141,3,18,883,985,2587,11,5,6,Yes,Yes,Yes,very high cost
15/02/2022,1742.00,No,1.40,Yes,3.00,Yes,20,0.1,134,8,6,392,831,1828,18,7,13,Yes,Yes,Yes,very high cost
15/02/2022,1181.00,Yes,0.80,Yes,0.00,Yes,51,0.9,198,5,5,71,586,608,15,10,19,Yes,No,No,very high cost
15/02/2022,1754.00,No,1.70,Yes,1.00,Yes,58,0.9,197,3,17,823,1035,1446,18,3,2,Yes,Yes,Yes,very high cost
15/02/2022,1315.00,Yes,0.50,Yes,0.00,Yes,58,0.8,86,2,3,245,1064,2258,17,2,16,Yes,Yes,No,very high cost
15/02/2022,649.00,No,2.90,No,0.00,No,38,0.5,130,1,10,893,1185,558,8,4,11,Yes,Yes,Yes,very high cost
15/02/2022,1967.00,Yes,0.60,No,2.00,No,25,1,109,6,9,108,751,1666,9,7,18,Yes,Yes,Yes,very high cost
15/02/2022,926.00,No,1.70,No,2.00,No,12,0.8,179,2,9,801,880,2244,14,8,14,No,No,Yes,very high cost
15/02/2022,933.00,No,1.80,Yes,9.00,No,33,0.2,191,8,19,129,925,758,14,13,8,No,No,No,very high cost
15/02/2022,913.00,No,1.70,Yes,12.00,No,58,0.2,200,5,14,849,1993,1061,17,12,5,No,No,No,very high cost
15/02/2022,1651.00,No,0.50,No,1.00,Yes,57,0.2,193,1,6,697,924,3421,9,0,15,Yes,Yes,Yes,very high cost
15/02/2022,1154.00,Yes,1.70,No,5.00,Yes,42,0.5,117,5,7,1068,1851,3950,17,14,19,Yes,Yes,No,very high cost
15/02/2022,1181.00,Yes,1.60,Yes,5.00,Yes,32,0.2,181,1,16,450,623,1435,11,10,13,Yes,Yes,No,very high cost
15/02/2022,1933.00,No,0.50,Yes,0.00,No,63,0.4,181,8,6,242,668,3142,14,3,16,Yes,Yes,Yes,very high cost
15/02/2022,1341.00,No,1.40,No,8.00,Yes,38,1,170,5,10,601,937,1579,16,4,19,Yes,No,Yes,very high cost
15/02/2022,534.00,Yes,1.50,Yes,3.00,Yes,3,0.3,89,1,8,45,517,2987,18,0,16,Yes,No,Yes,very high cost
16/02/2022,1324.00,Yes,0.90,Yes,7.00,Yes,28,0.7,95,6,8,1243,1928,3269,12,3,19,Yes,Yes,Yes,very high cost
16/02/2022,1803.00,Yes,2.60,No,7.00,Yes,9,0.9,112,2,12,156,1289,406,9,3,5,Yes,No,No,very high cost
16/02/2022,1888.00,Yes,2.70,No,1.00,Yes,53,0.1,146,4,3,81,630,1604,10,6,6,Yes,Yes,Yes,very high cost
16/02/2022,1540.00,No,1.00,No,4.00,Yes,40,0.4,162,5,7,93,1644,793,12,7,3,Yes,No,No,very high cost
16/02/2022,1590.00,Yes,2.40,No,5.00,No,15,0.9,157,8,6,945,1015,1983,13,10,11,Yes,No,No,very high cost
16/02/2022,1183.00,No,0.50,Yes,11.00,No,24,0.6,130,2,16,19,769,2637,16,1,6,Yes,Yes,Yes,very high cost
16/02/2022,1774.00,Yes,0.50,Yes,1.00,No,45,0.8,145,4,16,217,1159,879,10,0,3,No,No,No,very high cost
16/02/2022,1159.00,No,2.10,No,2.00,Yes,27,0.7,137,1,15,1526,1805,3258,8,0,2,Yes,No,No,very high cost
16/02/2022,723.00,Yes,1.90,Yes,0.00,Yes,10,0.5,159,1,3,303,779,2380,12,4,16,Yes,No,No,very high cost
16/02/2022,543.00,No,0.90,No,3.00,Yes,6,0.4,91,1,9,272,1317,564,8,5,12,Yes,No,Yes,very high cost
16/02/2022,1348.00,Yes,0.50,Yes,18.00,No,40,0.1,148,1,20,539,665,3543,12,1,11,No,No,No,very high cost
16/02/2022,1836.00,No,0.60,No,18.00,Yes,57,0.8,111,5,20,169,876,1039,5,3,8,Yes,Yes,Yes,very high cost
16/02/2022,1290.00,No,1.30,No,0.00,No,31,0.7,117,8,0,599,750,1895,11,9,12,No,Yes,Yes,very high cost
16/02/2022,645.00,Yes,2.90,Yes,3.00,No,5,0.1,185,3,6,446,1573,1315,11,1,4,Yes,No,No,very high cost
16/02/2022,1654.00,No,2.00,No,2.00,No,58,0.7,119,7,3,460,1733,2801,8,0,5,Yes,No,No,very high cost
16/02/2022,1156.00,Yes,2.30,Yes,0.00,Yes,3,1,95,2,0,1094,1518,3786,11,1,2,Yes,Yes,No,very high cost
16/02/2022,1341.00,Yes,2.60,No,4.00,No,43,0.4,194,6,8,1096,1683,3065,6,5,11,No,Yes,No,very high cost
16/02/2022,1427.00,No,0.60,No,8.00,Yes,40,0.8,121,8,12,249,1541,2338,10,8,4,Yes,No,No,very high cost
16/02/2022,1541.00,No,1.60,No,1.00,Yes,7,0.5,143,8,14,287,1791,3137,9,0,11,Yes,Yes,No,very high cost
16/02/2022,1693.00,Yes,1.40,No,9.00,No,41,0.1,139,2,17,181,1760,575,16,5,20,No,No,Yes,very high cost
16/02/2022,1567.00,No,3.00,No,13.00,No,23,0.6,178,3,18,995,1215,3600,16,11,9,Yes,Yes,Yes,very high cost
16/02/2022,1564.00,No,1.70,No,5.00,No,35,0.9,173,4,6,186,1210,2545,18,6,4,Yes,Yes,Yes,very high cost
16/02/2022,1787.00,No,1.10,No,4.00,No,11,0.4,103,7,9,35,757,541,14,11,13,Yes,Yes,Yes,very high cost
16/02/2022,770.00,Yes,0.60,No,12.00,Yes,33,0.4,90,2,14,128,657,1686,18,2,18,Yes,No,Yes,very high cost
16/02/2022,1748.00,Yes,0.80,No,1.00,No,7,0.5,189,7,4,196,802,989,12,7,8,No,Yes,No,very high cost
16/02/2022,1859.00,No,0.50,Yes,0.00,Yes,47,0.1,85,7,0,35,1706,2691,14,13,19,Yes,No,Yes,very high cost
16/02/2022,975.00,Yes,0.90,No,5.00,No,6,0.6,163,6,17,769,1669,3787,8,7,18,No,No,No,very high cost
16/02/2022,1597.00,No,0.90,Yes,2.00,Yes,10,0.6,172,7,5,1455,1670,2138,12,7,18,Yes,No,No,very high cost
16/02/2022,1941.00,No,2.30,Yes,9.00,No,42,0.7,108,4,12,36,726,763,13,3,14,No,Yes,Yes,very high cost
16/02/2022,1061.00,No,2.60,Yes,6.00,No,49,0.6,133,7,20,1009,1222,2260,19,16,2,No,No,Yes,very high cost
16/02/2022,1620.00,Yes,2.00,Yes,7.00,Yes,11,0.5,191,4,11,495,1668,1732,13,2,13,Yes,No,Yes,very high cost
16/02/2022,1366.00,Yes,1.30,No,5.00,No,51,1,129,3,15,875,1760,2716,17,15,2,No,Yes,No,very high cost
16/02/2022,1324.00,No,1.70,Yes,9.00,No,46,0.1,107,2,19,59,553,1424,16,7,13,Yes,No,No,very high cost
16/02/2022,1363.00,Yes,2.60,Yes,1.00,Yes,39,0.2,129,5,2,550,1248,267,6,1,15,Yes,Yes,No,very high cost
16/02/2022,1570.00,Yes,2.80,No,0.00,Yes,18,0.4,148,5,13,509,544,3153,6,2,7,Yes,Yes,Yes,very high cost
16/02/2022,1524.00,No,2.10,Yes,6.00,Yes,64,0.4,83,5,16,351,592,2905,6,1,2,Yes,Yes,Yes,very high cost
16/02/2022,1179.00,No,2.10,No,0.00,No,2,0.3,93,3,0,481,536,1435,19,13,2,No,Yes,No,very high cost
16/02/2022,1555.00,No,0.50,Yes,8.00,Yes,2,0.9,90,2,11,57,516,3596,11,6,6,Yes,Yes,Yes,very high cost
16/02/2022,981.00,Yes,0.50,Yes,1.00,No,15,0.5,159,5,10,74,1485,1831,17,10,7,Yes,Yes,Yes,very high cost
16/02/2022,1920.00,Yes,2.50,No,6.00,Yes,8,0.4,194,1,7,588,1125,2099,10,5,4,Yes,Yes,Yes,very high cost
16/02/2022,1470.00,No,0.50,No,0.00,No,54,0.1,84,6,1,556,1512,1790,16,7,19,No,Yes,Yes,very high cost
16/02/2022,1986.00,No,0.80,No,5.00,Yes,13,0.2,108,8,7,757,1962,1190,7,5,17,Yes,Yes,No,very high cost
16/02/2022,1371.00,No,2.80,Yes,2.00,Yes,19,0.6,94,4,3,1023,1676,1767,6,1,8,Yes,No,Yes,very high cost
16/02/2022,1852.00,No,1.60,Yes,5.00,Yes,25,0.1,85,3,15,588,1353,3199,8,4,4,Yes,No,No,very high cost
16/02/2022,1472.00,No,1.40,Yes,7.00,No,6,0.1,182,8,10,861,1131,1621,17,0,19,Yes,No,Yes,very high cost
16/02/2022,1055.00,Yes,1.20,Yes,18.00,Yes,29,0.8,101,6,19,159,579,2364,13,3,3,Yes,Yes,Yes,very high cost
16/02/2022,1371.00,Yes,2.10,Yes,0.00,No,3,0.3,173,2,12,35,785,2202,15,14,5,Yes,Yes,Yes,very high cost
16/02/2022,782.00,No,1.10,No,0.00,Yes,38,0.4,199,7,2,349,1910,2753,14,13,20,Yes,No,Yes,very high cost
16/02/2022,1452.00,Yes,0.90,Yes,6.00,Yes,36,0.5,82,5,12,667,1680,1005,12,4,15,Yes,No,Yes,very high cost
16/02/2022,519.00,Yes,2.00,Yes,11.00,Yes,33,0.7,135,1,12,527,889,889,19,3,9,Yes,Yes,No,very high cost
16/02/2022,1989.00,No,1.80,Yes,16.00,Yes,10,0.9,86,3,18,135,576,2158,14,8,4,Yes,No,No,very high cost
16/02/2022,1754.00,No,1.60,No,0.00,No,15,0.1,166,5,1,318,1810,1966,12,7,7,Yes,No,No,very high cost
16/02/2022,1329.00,No,1.00,No,3.00,Yes,42,0.1,144,7,4,579,896,774,14,8,10,Yes,Yes,Yes,very high cost
16/02/2022,1093.00,No,1.10,Yes,0.00,No,42,0.4,114,1,4,762,1425,2856,12,3,2,No,No,Yes,very high cost
16/02/2022,986.00,Yes,2.20,Yes,5.00,Yes,38,0.3,95,7,9,5,1359,343,15,13,12,Yes,Yes,No,very high cost
16/02/2022,848.00,No,1.10,Yes,7.00,Yes,39,0.4,107,4,16,1768,1812,475,18,4,16,Yes,No,No,very high cost
16/02/2022,1146.00,No,0.50,Yes,4.00,Yes,21,0.5,152,7,6,841,994,1182,15,2,19,Yes,No,No,very high cost
16/02/2022,841.00,Yes,0.50,No,0.00,No,59,0.2,103,6,16,258,1642,1169,8,6,10,No,No,No,very high cost
16/02/2022,1140.00,Yes,0.90,Yes,0.00,No,40,0.1,119,3,1,211,555,3386,13,4,2,Yes,No,No,very high cost
16/02/2022,1091.00,Yes,1.80,Yes,4.00,No,8,0.5,100,3,8,650,922,3626,5,0,14,Yes,Yes,Yes,very high cost
16/02/2022,1360.00,No,0.70,No,8.00,Yes,25,0.4,108,7,20,493,681,3934,16,4,5,Yes,No,No,very high cost
16/02/2022,1038.00,No,1.00,No,2.00,No,28,0.2,154,4,6,1019,1246,3913,11,1,16,Yes,Yes,No,very high cost
16/02/2022,1111.00,No,2.50,Yes,4.00,No,46,0.4,152,1,11,110,1981,851,14,8,2,No,No,No,very high cost
16/02/2022,1220.00,No,0.50,Yes,8.00,No,52,0.8,121,3,19,892,1470,1458,18,12,19,No,Yes,Yes,very high cost
16/02/2022,1636.00,Yes,1.80,No,9.00,No,52,0.9,188,5,11,555,635,2363,13,0,9,No,No,Yes,very high cost
16/02/2022,1800.00,Yes,1.60,Yes,2.00,No,23,0.8,187,2,8,179,1137,1966,15,2,7,No,No,No,very high cost
16/02/2022,674.00,Yes,2.40,No,5.00,No,49,0.6,130,1,9,4,1936,2179,8,0,20,Yes,Yes,No,very high cost
16/02/2022,1591.00,Yes,2.40,No,4.00,No,3,0.5,192,8,5,669,700,615,19,6,12,Yes,No,Yes,very high cost
16/02/2022,1190.00,No,0.80,No,5.00,No,61,0.6,145,3,16,345,1044,305,7,0,14,No,Yes,No,very high cost
16/02/2022,572.00,No,2.80,No,4.00,Yes,35,0.2,99,6,5,563,1539,3106,12,1,16,Yes,No,No,very high cost
16/02/2022,1143.00,Yes,2.90,No,0.00,No,64,1,143,8,0,381,535,2080,16,5,15,No,Yes,Yes,very high cost
16/02/2022,1492.00,No,0.50,No,13.00,No,36,0.4,185,1,16,444,1764,592,10,7,18,No,No,Yes,very high cost
16/02/2022,1825.00,Yes,2.30,No,9.00,Yes,27,0.8,163,8,11,48,1005,2502,15,11,2,Yes,No,Yes,very high cost
16/02/2022,1450.00,Yes,2.40,No,2.00,Yes,45,0.6,83,5,8,221,648,941,13,12,7,Yes,No,Yes,very high cost
16/02/2022,1629.00,Yes,2.30,No,4.00,No,48,0.4,121,1,8,1260,1634,2532,5,4,14,Yes,No,No,very high cost
16/02/2022,669.00,No,0.50,Yes,0.00,No,46,0.7,144,2,0,486,1854,2981,17,7,14,No,No,Yes,very high cost
16/02/2022,575.00,Yes,1.10,No,2.00,No,10,0.2,163,5,11,615,1825,2956,17,7,20,Yes,No,Yes,very high cost
16/02/2022,900.00,Yes,2.80,No,3.00,No,56,0.9,112,4,18,638,721,2281,8,2,14,Yes,Yes,Yes,very high cost
16/02/2022,1057.00,Yes,0.50,No,4.00,Yes,42,0.7,112,7,7,809,824,2688,6,3,3,Yes,No,No,very high cost
16/02/2022,1247.00,No,0.80,Yes,16.00,No,24,0.8,116,5,20,1114,1350,522,9,2,20,No,Yes,Yes,very high cost
16/02/2022,1992.00,Yes,1.30,Yes,8.00,Yes,43,1,153,5,15,0,883,2179,7,6,20,Yes,Yes,No,very high cost
16/02/2022,974.00,No,2.10,No,1.00,Yes,17,0.7,162,4,3,346,514,1901,16,0,9,Yes,No,Yes,very high cost
16/02/2022,1715.00,Yes,0.50,Yes,8.00,Yes,47,0.4,116,8,9,900,1219,3163,18,15,11,Yes,No,Yes,very high cost
16/02/2022,1570.00,No,0.50,No,15.00,Yes,26,0.6,157,2,20,319,1406,426,8,0,11,Yes,No,No,very high cost
16/02/2022,1724.00,No,2.00,Yes,1.00,No,21,0.2,105,2,8,102,1609,695,16,0,12,Yes,Yes,No,very high cost
16/02/2022,1886.00,Yes,1.60,No,0.00,Yes,47,0.1,180,5,6,362,1606,3287,12,3,17,Yes,No,Yes,very high cost
16/02/2022,1177.00,No,2.40,Yes,7.00,Yes,38,0.7,162,6,16,1228,1975,1880,16,4,18,Yes,Yes,Yes,very high cost
16/02/2022,1036.00,No,1.40,Yes,6.00,Yes,37,0.5,184,7,10,416,523,3864,5,2,13,Yes,Yes,Yes,very high cost
16/02/2022,1336.00,Yes,2.60,No,7.00,No,26,0.5,83,5,17,238,1402,325,8,2,9,Yes,No,No,very high cost
16/02/2022,1004.00,No,1.90,No,12.00,No,24,0.8,128,8,17,793,1537,650,6,0,17,No,Yes,No,very high cost
16/02/2022,1123.00,Yes,2.90,Yes,10.00,No,5,0.1,145,3,15,670,1557,2567,11,8,10,No,Yes,Yes,very high cost
16/02/2022,1730.00,No,1.30,Yes,2.00,Yes,48,0.4,198,2,13,1445,1934,2452,8,2,11,Yes,Yes,Yes,very high cost
16/02/2022,1890.00,No,2.10,Yes,13.00,Yes,17,0.5,127,4,17,973,1546,2585,5,2,14,Yes,Yes,Yes,very high cost
16/02/2022,1055.00,Yes,3.00,Yes,1.00,No,56,0.6,111,7,8,806,861,1532,5,0,13,Yes,No,No,very high cost
16/02/2022,805.00,Yes,2.40,Yes,2.00,No,59,0.7,110,1,3,900,1984,2917,12,2,20,Yes,Yes,No,very high cost
16/02/2022,608.00,No,1.30,Yes,15.00,Yes,2,0.4,139,3,16,98,643,3635,13,4,8,Yes,No,No,very high cost
16/02/2022,1130.00,No,0.60,No,5.00,No,51,0.5,175,8,12,296,585,2098,5,2,18,Yes,No,No,very high cost
16/02/2022,1208.00,Yes,0.70,No,8.00,No,13,0.9,86,3,18,763,865,484,11,9,3,Yes,Yes,Yes,very high cost
16/02/2022,535.00,No,1.30,No,1.00,No,53,0.5,151,7,3,313,744,720,10,2,16,No,Yes,No,very high cost
16/02/2022,1191.00,Yes,1.70,No,1.00,No,7,0.4,102,3,2,1354,1418,2734,18,5,15,Yes,Yes,No,very high cost
16/02/2022,922.00,No,2.70,Yes,0.00,Yes,3,0.5,100,4,0,253,1364,3910,18,8,10,Yes,No,No,very high cost
16/02/2022,966.00,Yes,0.50,No,3.00,No,37,0.7,123,3,7,1390,1896,817,6,5,20,Yes,No,No,very high cost
16/02/2022,1351.00,Yes,0.70,No,10.00,No,48,0.5,134,8,16,700,727,3781,15,0,5,No,No,Yes,very high cost
16/02/2022,732.00,No,1.30,Yes,12.00,Yes,48,0.5,141,4,16,663,1813,832,18,10,4,Yes,No,No,very high cost
16/02/2022,1005.00,No,2.00,Yes,9.00,Yes,11,0.8,132,1,16,218,1123,939,11,4,8,Yes,Yes,Yes,very high cost
16/02/2022,1575.00,Yes,2.40,Yes,2.00,No,22,0.7,81,2,7,142,1160,1091,16,8,7,No,No,Yes,very high cost
16/02/2022,1427.00,No,2.80,Yes,10.00,Yes,11,0.5,155,1,14,169,1784,2417,9,3,8,Yes,Yes,No,very high cost
16/02/2022,1306.00,Yes,2.90,No,5.00,No,26,0.9,145,4,12,67,1247,2552,17,0,8,No,No,Yes,very high cost
16/02/2022,1911.00,Yes,1.10,No,3.00,No,25,0.4,106,5,12,426,659,1251,11,0,2,Yes,No,No,very high cost
16/02/2022,1170.00,Yes,2.20,No,4.00,Yes,63,0.7,83,1,5,442,1905,2658,11,10,11,Yes,No,Yes,very high cost
16/02/2022,1278.00,No,1.50,Yes,6.00,No,64,0.2,146,8,13,764,1521,339,6,1,12,No,Yes,No,very high cost
16/02/2022,1709.00,No,0.50,No,0.00,Yes,55,0.8,144,3,3,235,1310,3124,15,7,19,Yes,Yes,No,very high cost
16/02/2022,1904.00,No,0.80,Yes,2.00,Yes,27,0.6,198,6,7,1102,1442,2387,5,4,19,Yes,No,Yes,very high cost
16/02/2022,1741.00,Yes,0.50,Yes,6.00,No,37,0.7,183,1,16,9,1562,1415,17,9,10,No,No,Yes,very high cost
16/02/2022,1288.00,Yes,0.50,Yes,0.00,No,48,0.5,92,6,3,793,1021,2465,5,4,16,No,Yes,No,very high cost
16/02/2022,1976.00,No,2.50,Yes,4.00,No,33,0.7,196,3,15,1014,1131,2947,16,11,4,Yes,Yes,Yes,very high cost
16/02/2022,1270.00,No,0.50,No,1.00,Yes,62,0.5,142,4,2,566,695,3747,18,13,8,Yes,No,Yes,very high cost
16/02/2022,1246.00,No,1.60,Yes,0.00,No,52,0.6,187,8,4,522,818,552,7,3,8,Yes,Yes,Yes,very high cost
16/02/2022,1544.00,Yes,0.50,Yes,12.00,Yes,20,0.9,144,5,14,588,1414,1826,11,10,5,Yes,No,No,very high cost
16/02/2022,671.00,No,0.50,No,1.00,No,38,0.1,105,8,5,605,722,2210,6,1,18,No,Yes,Yes,very high cost
16/02/2022,582.00,Yes,2.30,Yes,6.00,Yes,51,0.9,156,4,14,1241,1367,2587,6,3,18,Yes,Yes,No,very high cost
16/02/2022,1951.00,No,2.10,No,5.00,No,22,0.5,132,6,6,1044,1663,945,16,5,4,Yes,No,Yes,very high cost
16/02/2022,822.00,No,1.10,Yes,2.00,No,44,0.9,146,2,4,269,527,3288,8,5,17,Yes,Yes,No,very high cost
16/02/2022,733.00,Yes,0.50,Yes,9.00,Yes,63,0.1,153,4,10,715,993,3003,12,9,12,Yes,No,Yes,very high cost
16/02/2022,820.00,Yes,0.50,Yes,10.00,Yes,15,0.3,149,8,12,165,532,702,6,0,19,Yes,Yes,No,very high cost
16/02/2022,1455.00,No,2.20,Yes,8.00,Yes,19,0.3,174,4,10,91,628,2029,8,0,10,Yes,No,No,very high cost
16/02/2022,1723.00,Yes,0.60,Yes,1.00,No,57,0.3,122,5,19,1373,1572,3138,12,8,11,No,Yes,No,very high cost
16/02/2022,1869.00,No,1.60,No,2.00,Yes,60,1,124,6,16,520,566,1521,14,8,18,Yes,Yes,No,very high cost
16/02/2022,1670.00,No,0.50,No,1.00,Yes,33,0.9,127,2,3,185,807,1830,5,0,6,Yes,Yes,Yes,very high cost
16/02/2022,1734.00,No,1.40,Yes,8.00,No,57,0.5,188,4,15,573,584,3822,9,4,6,No,Yes,Yes,very high cost
16/02/2022,602.00,No,2.50,No,7.00,Yes,59,0.3,166,4,11,76,637,1914,11,2,10,Yes,Yes,No,very high cost
16/02/2022,1060.00,No,2.50,Yes,6.00,Yes,31,0.6,162,1,11,582,1212,2819,10,4,16,Yes,Yes,Yes,very high cost
16/02/2022,1445.00,Yes,1.40,No,11.00,Yes,8,0.7,164,4,14,772,1766,3120,7,3,15,Yes,No,No,very high cost
16/02/2022,1005.00,Yes,1.60,Yes,6.00,No,32,0.6,199,7,13,883,1750,2119,14,9,5,Yes,Yes,Yes,very high cost
16/02/2022,536.00,No,0.50,No,8.00,Yes,27,0.3,108,1,13,1573,1962,1676,14,7,20,Yes,No,Yes,very high cost
16/02/2022,1255.00,No,1.10,No,0.00,Yes,34,0.2,85,3,1,118,722,1749,19,17,8,Yes,Yes,Yes,very high cost
16/02/2022,1252.00,Yes,2.60,Yes,1.00,Yes,43,0.8,124,1,3,153,538,2447,18,15,11,Yes,No,No,very high cost
16/02/2022,1471.00,Yes,2.00,No,0.00,Yes,54,0.7,127,8,0,193,1134,3315,17,1,4,Yes,No,Yes,very high cost
16/02/2022,914.00,Yes,2.30,Yes,0.00,Yes,47,0.5,119,3,3,727,796,3402,14,10,5,Yes,No,Yes,very high cost
16/02/2022,1439.00,Yes,2.60,Yes,3.00,Yes,14,0.3,101,8,6,686,716,763,5,3,4,Yes,No,No,very high cost
16/02/2022,732.00,Yes,0.50,No,6.00,No,60,0.1,92,4,9,670,1025,3065,19,12,14,No,Yes,Yes,very high cost
16/02/2022,1025.00,Yes,1.90,No,3.00,Yes,38,0.7,138,7,5,108,1238,3530,5,0,11,Yes,Yes,No,very high cost
16/02/2022,842.00,No,2.70,Yes,18.00,No,31,0.4,161,1,20,45,1634,496,14,1,14,Yes,Yes,No,very high cost
16/02/2022,643.00,Yes,1.80,Yes,0.00,No,28,0.4,199,1,20,532,1273,2885,8,6,5,No,No,Yes,very high cost
16/02/2022,667.00,No,0.70,Yes,8.00,No,23,0.8,136,4,14,666,1372,3720,19,10,10,Yes,Yes,No,very high cost
16/02/2022,1791.00,Yes,2.30,No,5.00,No,29,0.9,196,1,6,1039,1602,2500,10,7,2,Yes,Yes,No,very high cost
16/02/2022,1104.00,No,0.50,Yes,2.00,No,57,0.6,129,5,15,1591,1750,2254,14,7,16,Yes,Yes,No,very high cost
16/02/2022,1276.00,Yes,3.00,No,5.00,Yes,33,0.6,136,4,13,15,1719,2395,11,1,10,Yes,Yes,No,very high cost
16/02/2022,927.00,No,1.20,Yes,2.00,Yes,22,0.1,162,2,3,1106,1692,3741,7,4,5,Yes,No,Yes,very high cost
16/02/2022,859.00,No,1.10,Yes,11.00,Yes,19,0.5,139,5,16,952,1713,2473,10,4,17,Yes,Yes,Yes,very high cost
16/02/2022,1162.00,Yes,2.90,Yes,2.00,No,57,0.3,146,7,19,9,555,1316,10,2,3,Yes,No,Yes,very high cost
16/02/2022,1876.00,No,2.40,No,11.00,No,22,0.7,168,2,18,157,1512,1403,15,11,13,Yes,No,No,very high cost
16/02/2022,1057.00,No,2.70,Yes,3.00,No,36,0.7,105,3,11,1318,1351,2521,19,15,6,No,Yes,Yes,very high cost
16/02/2022,1926.00,No,1.80,No,1.00,No,15,0.9,86,2,5,523,1699,735,5,2,8,No,Yes,No,very high cost
16/02/2022,853.00,No,0.60,Yes,3.00,Yes,40,0.7,166,4,9,476,1382,2510,8,3,6,Yes,Yes,No,very high cost
16/02/2022,1949.00,Yes,1.50,No,1.00,Yes,7,0.5,175,8,19,525,1419,1406,5,1,8,Yes,Yes,No,very high cost
16/02/2022,1981.00,No,0.50,No,3.00,No,38,0.2,103,5,10,282,1051,1392,5,0,11,No,No,No,very high cost
16/02/2022,1556.00,Yes,2.90,Yes,5.00,Yes,21,0.5,197,3,19,902,1451,1969,11,3,15,Yes,Yes,No,very high cost
16/02/2022,660.00,Yes,0.70,Yes,3.00,No,12,0.4,161,8,14,506,799,3549,19,18,12,Yes,No,Yes,very high cost
16/02/2022,1955.00,Yes,1.40,No,1.00,No,30,0.2,91,6,2,220,759,2340,9,0,12,Yes,Yes,Yes,very high cost
16/02/2022,1567.00,No,0.60,Yes,6.00,No,63,0.8,83,5,13,635,1112,1777,6,3,19,Yes,Yes,No,very high cost
16/02/2022,1307.00,No,2.10,No,5.00,No,44,0.1,189,5,6,530,1203,2402,5,4,19,No,Yes,No,very high cost
16/02/2022,1421.00,Yes,2.90,No,2.00,No,43,0.2,130,4,11,1516,1556,845,14,6,4,No,No,No,very high cost
16/02/2022,1332.00,No,2.40,No,0.00,No,44,0.9,81,8,1,748,832,1176,16,10,10,No,Yes,Yes,very high cost
16/02/2022,1628.00,Yes,1.40,Yes,4.00,No,3,0.4,184,6,20,436,1653,1624,11,1,19,No,No,No,very high cost
16/02/2022,1752.00,No,2.60,Yes,8.00,Yes,17,0.4,115,5,10,1165,1540,3323,19,11,16,Yes,Yes,Yes,very high cost
16/02/2022,1733.00,No,0.50,No,2.00,No,20,0.5,156,8,3,419,1806,1197,8,7,10,No,Yes,No,very high cost
16/02/2022,1081.00,Yes,1.20,No,7.00,No,51,0.2,194,2,11,39,1852,412,16,4,7,Yes,No,No,very high cost
16/02/2022,854.00,Yes,2.60,Yes,1.00,Yes,45,0.5,162,6,12,49,1146,2317,12,5,18,Yes,Yes,Yes,very high cost
16/02/2022,1657.00,No,2.60,Yes,3.00,Yes,22,0.5,87,4,20,1019,1535,1852,15,5,12,Yes,Yes,No,very high cost
16/02/2022,1053.00,No,2.10,No,4.00,No,12,0.1,95,7,7,6,1089,3701,13,1,17,No,Yes,No,very high cost
16/02/2022,1370.00,No,2.90,No,2.00,Yes,24,0.3,100,5,3,804,992,1672,10,4,4,Yes,No,No,very high cost
